name,birth_year,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,retire_year,AVG,OBP,SLG,OPS
Larry Brown,1918,1884,5669,590,1382,199,44,60,540,41,61,576,904,1974,0.243781972,0.313530825,0.326159817,0.639690641
Larry Burright,1939,159,356,44,73,8,6,4,33,5,3,29,92,1964,0.20505618,0.264935065,0.29494382,0.559878885
Larry Chappell,1890,108,305,27,69,9,2,0,26,9,11,25,42,1917,0.226229508,0.284848485,0.268852459,0.553700944
Larry Corcoran,1863,25,95,11,17,2,1,0,3,5,5,9,17,1887,0.178947368,0.25,0.221052632,0.471052632
Larry Cox,1951,348,825,72,182,31,5,12,85,5,4,70,117,1982,0.220606061,0.281564246,0.313939394,0.59550364
Larry Doby,1920,1674,5883,1080,1697,277,72,273,1093,64,43,945,1087,1959,0.28845827,0.386936145,0.499235084,0.886171229
Larry Doyle,1884,1767,6509,960,1887,299,123,74,793,298,55,625,386,1920,0.289906284,0.352116625,0.407743125,0.75985975
Larry Elliot,1940,157,437,53,103,22,2,15,56,1,3,45,105,1966,0.235697941,0.307053942,0.398169336,0.705223278
Larry Gardner,1885,1930,6688,867,1931,301,129,27,934,165,91,654,469,1924,0.288726077,0.352083901,0.384419856,0.736503757
Larry Gilbert,1891,119,330,43,76,10,1,5,29,7,3,37,47,1915,0.23030303,0.307901907,0.312121212,0.620023119
Larry Haney,1944,480,919,68,198,30,1,12,73,3,2,44,175,1978,0.215451578,0.251298027,0.289445049,0.540743076
Larry Harlow,1953,449,1094,159,271,48,8,12,72,26,21,156,205,1981,0.247714808,0.3416,0.339122486,0.680722486
Larry Herndon,1952,1537,4877,605,1334,186,76,107,550,92,56,353,793,1988,0.273528809,0.322562141,0.40865286,0.731215002
Larry Hisle,1946,1197,4205,652,1146,193,32,166,674,128,61,462,941,1982,0.272532699,0.344546818,0.452080856,0.796627674
Larry Howard,1947,133,365,36,86,19,0,6,47,0,1,37,85,1973,0.235616438,0.305970149,0.336986301,0.642956451
Larry Kopf,1891,853,3010,349,750,84,30,5,266,72,59,242,214,1923,0.249169435,0.30504305,0.301993355,0.607036406
Larry Lintz,1950,350,616,137,140,13,1,0,27,128,38,97,101,1978,0.227272727,0.332398317,0.251623377,0.584021694
Larry McLean,1880,863,2647,183,694,90,26,6,298,20,30,136,341,1915,0.262183604,0.29823931,0.322629392,0.620868702
Larry Miggins,1928,43,97,8,22,5,1,2,10,0,3,3,19,1952,0.226804124,0.25,0.360824742,0.610824742
Larry Milbourne,1951,989,2448,290,623,71,24,11,184,41,33,133,176,1984,0.254493464,0.292909725,0.316584967,0.609494692
Larry Murphy,1868,101,400,73,106,15,3,1,35,29,2,63,27,1891,0.265,0.365010799,0.325,0.690010799
Larry Murray,1951,226,412,49,73,16,4,3,30,20,10,49,74,1979,0.177184466,0.264642082,0.257281553,0.521923636
Larry Owen,1960,171,352,30,68,11,0,8,30,0,1,34,98,1988,0.193181818,0.264248705,0.292613636,0.556862341
Larry Parrish,1951,1891,6792,850,1789,360,33,256,992,30,36,529,1359,1988,0.263398115,0.316623412,0.439193168,0.755816581
Larry Pezold,1891,23,71,4,16,0,1,0,5,2,3,9,6,1914,0.225352113,0.3125,0.253521127,0.566021127
Larry Pratt,1891,30,57,7,11,3,0,1,2,4,5,5,23,1915,0.192982456,0.258064516,0.298245614,0.55631013
Larry Raines,1934,103,253,40,64,14,0,2,16,5,3,19,45,1958,0.252964427,0.305147059,0.33201581,0.637162869
Larry Rosenthal,1915,578,1483,240,390,75,25,22,189,13,9,251,195,1945,0.262980445,0.369665513,0.391773432,0.761438945
Larry Schlafly,1888,208,658,91,158,20,12,5,58,41,9,90,134,1914,0.240121581,0.331550802,0.329787234,0.661338036
Larry See,1964,26,43,1,8,2,0,0,2,0,0,3,15,1988,0.186046512,0.239130435,0.23255814,0.471688574
Larry Sheets,1963,748,2284,273,607,98,5,94,339,6,12,175,351,1993,0.265761821,0.318015453,0.436514886,0.75453034
Larry Stahl,1941,730,1721,167,400,58,19,36,163,22,16,142,357,1973,0.23242301,0.29092861,0.350958745,0.641887355
Larry Strands,1892,35,75,7,14,3,1,1,11,1,2,6,11,1915,0.186666667,0.24691358,0.293333333,0.540246914
Larry Sutton,1975,252,572,63,135,23,2,12,78,4,3,55,102,2004,0.236013986,0.303030303,0.346153846,0.649184149
Larry Twitchell,1864,635,2555,362,675,103,40,19,384,84,18,168,229,1894,0.264187867,0.309585017,0.358121331,0.667706347
Larry Walker,1966,1988,6907,1355,2160,471,62,383,1311,230,76,913,1231,2005,0.31272622,0.392966752,0.565223686,0.958190438
Larry Whisenton,1955,116,205,27,48,10,3,4,21,3,2,29,42,1982,0.234146341,0.329059829,0.370731707,0.699791536
Larry Wolfe,1954,161,361,43,83,16,1,7,50,0,1,54,53,1980,0.229916898,0.330120482,0.337950139,0.66807062
Larry Woodall,1897,550,1317,161,353,52,15,1,161,16,4,159,67,1929,0.268033409,0.346883469,0.332574032,0.679457501
Lars Anderson,1987,30,48,7,8,1,0,0,4,0,0,7,14,2012,0.166666667,0.272727273,0.1875,0.460227273
Lars Nootbaar,1998,392,1173,181,288,60,8,45,146,24,6,188,277,2024,0.245524297,0.349742836,0.425404945,0.775147781
Larvell Blanks,1949,629,1766,203,446,57,14,20,172,9,7,132,178,1980,0.252548131,0.304531085,0.334654587,0.639185672
Lastings Milledge,1983,433,1500,166,404,73,8,33,167,40,20,104,287,2011,0.269333333,0.316708229,0.394666667,0.711374896
Laurence Miller,1897,349,1200,164,387,65,11,38,205,10,14,64,103,1925,0.3225,0.356803797,0.49,0.846803797
Lave Cross,1864,2275,9072,1333,2645,411,135,47,1371,301,48,464,576,1907,0.291556437,0.326027685,0.382164903,0.708192588
Law Daniels,1864,109,383,55,86,7,1,2,60,27,5,22,75,1888,0.224543081,0.266666667,0.263707572,0.530374238
Lawrence Butler,2000,167,535,73,134,28,2,26,67,18,0,39,143,2024,0.25046729,0.301393728,0.456074766,0.757468495
Lawrence Farley,1861,14,52,5,11,4,0,0,31,6,2,1,37,1884,0.211538462,0.226415094,0.288461538,0.514876633
Laynce Nix,1980,758,1915,235,460,110,11,69,249,9,5,122,534,2013,0.240208877,0.285714286,0.417232376,0.702946662
Lazaro Salazar,1910,149,532,96,161,28,5,9,72,19,7,62,41,1936,0.302631579,0.375420875,0.42481203,0.800232905
LeGrant Scott,1916,76,232,31,65,15,1,1,26,5,2,22,14,1939,0.280172414,0.342519685,0.36637931,0.708898995
LeJon Powell,1975,70,74,19,20,4,0,2,5,3,2,9,17,2001,0.27027027,0.34939759,0.405405405,0.754802996
LeRoy Schalk,1920,282,1112,100,259,38,5,2,109,8,10,79,95,1945,0.232913669,0.28379513,0.28147482,0.56526995
LeRoy Taylor,1904,356,1359,250,416,47,18,5,178,68,18,82,194,1934,0.306107432,0.345593338,0.378219279,0.723812617
Leamon Johnson,1918,51,160,20,32,0,1,0,12,1,11,13,112,1945,0.2,0.260115607,0.2125,0.472615607
Leandy Young,1919,28,74,8,22,6,0,0,9,1,9,3,113,1945,0.297297297,0.324675325,0.378378378,0.703053703
Lee Bales,1943,31,43,8,4,0,0,0,2,1,1,8,12,1967,0.093023256,0.235294118,0.093023256,0.328317373
Lee DeMontreville,1880,26,70,8,17,3,1,0,7,3,2,8,37,1903,0.242857143,0.320512821,0.314285714,0.634798535
Lee Dressen,1894,78,210,26,43,3,3,0,10,4,5,32,30,1918,0.204761905,0.309917355,0.247619048,0.557536403
Lee Elia,1944,95,212,17,43,5,2,3,25,0,1,15,45,1968,0.202830189,0.255506608,0.287735849,0.543242457
Lee Gamble,1914,165,342,51,91,12,3,0,21,6,9,10,21,1940,0.266081871,0.286931818,0.31871345,0.605645268
Lee Gooch,1893,19,61,4,18,2,0,1,8,0,5,4,10,1917,0.295081967,0.338461538,0.37704918,0.715510719
Lee Handley,1915,968,3356,418,902,122,45,15,297,68,23,267,204,1947,0.268772348,0.322660778,0.345351609,0.668012387
Lee Hill,1897,38,133,18,37,4,0,0,10,19,2,10,1,1920,0.278195489,0.328671329,0.308270677,0.636942005
Lee King,1893,458,1334,147,321,61,20,15,152,20,27,89,190,1922,0.240629685,0.288123682,0.350074963,0.638198645
Lee Lacy,1949,1523,4549,650,1303,207,42,91,458,185,86,372,657,1987,0.286436579,0.340377972,0.410419872,0.750797844
Lee Magee,1888,1014,3741,467,1031,133,54,12,277,186,43,265,208,1919,0.275594761,0.323514728,0.349639134,0.673153862
Lee May,1942,2071,7609,959,2031,340,31,354,1244,39,35,487,1569,1982,0.266920752,0.311017787,0.459324484,0.770342271
Lee Maye,1936,1288,4048,533,1109,190,39,94,419,59,34,282,481,1971,0.273962451,0.321247113,0.409832016,0.731079129
Lee Mazzilli,1953,1475,4124,571,1068,191,24,93,460,197,90,642,627,1989,0.258971872,0.358791439,0.38457808,0.743369519
Lee McElwee,1893,54,155,9,41,3,0,0,10,0,2,8,17,1916,0.264516129,0.300613497,0.283870968,0.584484465
Lee Moody,1921,123,468,55,134,20,3,2,70,6,5,16,75,1947,0.286324786,0.309917355,0.354700855,0.66461821
Lee Richard,1949,239,492,71,103,12,6,2,29,12,12,33,77,1976,0.209349593,0.259047619,0.270325203,0.529372822
Lee Richmond,1862,57,223,44,63,8,6,1,22,6,5,18,56,1886,0.282511211,0.336099585,0.385650224,0.721749809
Lee Stevens,1970,1012,3332,440,847,185,15,144,531,9,16,345,832,2002,0.254201681,0.324177318,0.448379352,0.77255667
Lee Tannehill,1880,1085,3778,331,833,135,27,3,346,63,23,229,374,1912,0.22048703,0.265036187,0.272895712,0.537931899
Lee Tate,1935,52,85,9,14,3,1,1,5,0,0,9,10,1959,0.164705882,0.244680851,0.258823529,0.50350438
Lee Thomas,1938,1027,3324,405,847,111,22,106,428,25,11,332,397,1968,0.254813478,0.322483589,0.397111913,0.719595502
Lee Tinsley,1970,361,870,131,210,34,4,13,79,41,20,88,231,1997,0.24137931,0.311064718,0.334482759,0.645547477
Lee Walls,1932,902,2558,331,670,88,31,66,284,21,18,245,470,1964,0.261923378,0.326435961,0.397967162,0.724403123
Leech Maskrey,1859,418,1601,190,360,52,26,2,156,26,11,61,187,1886,0.224859463,0.253309266,0.293566521,0.546875787
Lefty Calhoun,1909,18,36,6,10,1,1,0,7,0,2,5,37,1932,0.277777778,0.365853659,0.361111111,0.72696477
Lefty Capers,1908,17,36,4,5,2,0,0,2,0,2,2,37,1931,0.138888889,0.184210526,0.194444444,0.378654971
Lefty Davis,1881,348,1296,232,338,32,19,3,110,65,9,167,150,1907,0.260802469,0.345181135,0.321759259,0.666940394
Lefty Herring,1881,15,46,3,8,1,0,0,2,0,2,7,37,1904,0.173913043,0.283018868,0.195652174,0.478671042
Lefty Johnson,1904,184,678,124,176,15,17,2,122,51,14,102,173,1932,0.259587021,0.356410256,0.340707965,0.697118221
Lefty Marr,1865,363,1445,244,417,54,35,2,186,92,9,166,117,1891,0.288581315,0.361887027,0.378546713,0.740433739
Lefty O'Doul,1905,894,3192,618,1126,173,41,113,532,35,16,329,114,1934,0.352756892,0.413234876,0.538847118,0.952081994
Lefty Turner,1918,40,106,11,16,2,3,1,8,1,6,7,40,1943,0.150943396,0.203539823,0.254716981,0.458256804
Lemuel Hawkins,1898,535,2015,314,552,60,24,4,224,56,16,155,190,1928,0.273945409,0.325806452,0.333498759,0.659305211
Len Boehmer,1946,50,116,5,19,4,0,0,7,0,1,8,10,1971,0.163793103,0.217741935,0.198275862,0.416017798
Len Dondero,1906,19,31,2,6,0,0,1,8,0,0,0,4,1929,0.193548387,0.193548387,0.290322581,0.483870968
Len Gabrielson,1938,713,1782,181,450,64,12,37,177,20,14,147,318,1970,0.252525253,0.309486781,0.364197531,0.673684312
Len Koenecke,1910,265,922,155,274,49,9,22,114,11,7,124,96,1935,0.297180043,0.380497132,0.44143167,0.821928802
Len Matuszek,1958,378,820,113,192,40,5,30,119,8,10,88,168,1987,0.234146341,0.308370044,0.404878049,0.713248093
Len Okrie,1926,42,78,3,17,1,1,0,3,0,0,9,16,1952,0.217948718,0.298850575,0.256410256,0.555260831
Len Rice,1921,42,103,11,23,3,0,0,7,2,5,5,8,1945,0.223300971,0.259259259,0.252427184,0.511686444
Len Schulte,1921,124,435,38,108,16,1,0,38,0,3,25,35,1946,0.248275862,0.289130435,0.289655172,0.578785607
Len Sowders,1863,23,76,10,20,3,1,0,14,6,2,12,37,1886,0.263157895,0.363636364,0.328947368,0.692583732
Lena Blackburne,1898,549,1807,173,387,39,23,4,139,54,35,162,226,1927,0.214167128,0.278821737,0.267847261,0.546668998
Lena Styles,1904,78,176,14,44,7,2,0,16,1,7,16,24,1931,0.25,0.3125,0.3125,0.625
Lenn Sakata,1954,564,1289,163,296,46,4,25,109,30,17,97,158,1987,0.229635376,0.283549784,0.329712956,0.613262739
Lennie Merullo,1918,639,2071,192,497,92,8,6,152,38,16,136,174,1947,0.239980686,0.286814681,0.300820859,0.58763554
Lennie Pearson,1914,494,1836,347,537,102,24,54,351,45,18,163,86,1948,0.29248366,0.350175088,0.462418301,0.812593388
Lenny Dykstra,1962,1278,4559,802,1298,281,43,81,404,285,72,640,503,1996,0.28471156,0.372763993,0.418512832,0.791276825
Lenny Faedo,1957,174,529,42,133,17,1,5,52,1,0,25,49,1984,0.251417769,0.285198556,0.315689981,0.600888537
Lenny Green,1934,1136,2956,461,788,138,27,47,253,78,41,368,260,1968,0.266576455,0.347773767,0.379228687,0.727002454
Lenny Harris,1965,1903,3924,460,1055,161,21,37,369,131,54,279,337,2005,0.268858308,0.317392339,0.348878695,0.666271034
Lenny Metz,1900,30,58,6,10,0,0,0,4,0,0,5,5,1925,0.172413793,0.238095238,0.172413793,0.410509031
Lenny Randle,1948,1138,3950,488,1016,145,40,27,322,156,112,372,505,1982,0.25721519,0.321147617,0.334683544,0.655831161
Lenny Webster,1966,587,1450,157,368,73,2,33,176,1,3,140,209,2000,0.253793103,0.319496855,0.375172414,0.694669269
Lenyn Sosa,1999,163,550,43,126,20,0,15,50,3,2,18,129,2024,0.229090909,0.253521127,0.347272727,0.600793854
Leo Birdine,1908,24,49,6,16,2,1,0,2,0,5,2,75,1932,0.326530612,0.352941176,0.408163265,0.761104442
Leo Burke,1936,165,301,33,72,7,2,9,45,0,1,21,79,1965,0.239202658,0.288819876,0.365448505,0.654268381
Leo Callahan,1895,114,276,32,61,17,5,1,12,5,5,33,24,1919,0.221014493,0.30420712,0.329710145,0.633917265
Leo Cardenas,1937,1941,6707,662,1725,285,49,118,689,39,48,522,1135,1975,0.257193976,0.310831374,0.367079171,0.677910545
Leo Dixon,1903,159,427,42,88,19,3,1,41,4,9,45,69,1929,0.206088993,0.281779661,0.271662763,0.553442424
Leo Durocher,1906,1637,5350,575,1320,210,56,24,567,31,37,377,480,1945,0.246728972,0.296315698,0.320373832,0.616689529
Leo Foster,1950,144,262,35,52,8,0,2,26,7,3,22,44,1977,0.198473282,0.26056338,0.251908397,0.512471777
Leo Garcia,1964,54,58,10,10,1,0,1,2,3,2,8,13,1988,0.172413793,0.272727273,0.24137931,0.514106583
Leo Gomez,1967,611,1916,241,466,92,2,79,259,4,10,255,399,1996,0.243215031,0.332105021,0.417014614,0.749119635
Leo Hernandez,1960,85,248,23,56,8,1,7,30,1,0,13,33,1986,0.225806452,0.264367816,0.350806452,0.615174268
Leo Jimenez,2001,63,179,18,41,11,0,4,19,0,0,12,59,2024,0.229050279,0.277486911,0.357541899,0.63502881
Leo Murphy,1892,31,41,4,4,0,0,0,4,0,2,4,12,1915,0.097560976,0.177777778,0.097560976,0.275338753
Leo Norris,1913,270,962,109,252,51,7,20,112,7,5,60,132,1937,0.261954262,0.305283757,0.391891892,0.697175649
Leo Posada,1937,155,426,51,109,11,7,8,58,1,0,46,105,1962,0.255868545,0.328389831,0.370892019,0.699281849
Leo Rivas,2001,43,73,10,17,1,1,0,8,3,0,10,24,2024,0.232876712,0.325301205,0.273972603,0.599273808
Leo Sanders,1917,16,46,3,11,0,0,0,3,0,5,2,112,1942,0.239130435,0.270833333,0.239130435,0.509963768
Leo Sims,1915,12,39,5,8,1,0,0,1,0,0,3,1,1938,0.205128205,0.261904762,0.230769231,0.492673993
Leo Smith,1867,35,112,11,21,1,3,0,11,1,2,14,37,1890,0.1875,0.277777778,0.25,0.527777778
Leo Sutherland,1957,45,101,15,25,3,0,0,5,6,2,4,12,1981,0.247524752,0.276190476,0.277227723,0.553418199
Leo Thomas,1928,95,269,32,57,11,1,1,27,2,1,43,25,1952,0.211895911,0.320512821,0.271375465,0.591888285
Leo Wells,1922,80,189,19,36,6,1,2,15,4,4,16,39,1946,0.19047619,0.253658537,0.264550265,0.518208801
Leody Taveras,1997,475,1598,199,383,74,11,38,160,66,16,121,420,2024,0.239674593,0.293193717,0.371088861,0.664282578
Leon Brown,1953,64,70,11,15,3,0,0,2,2,4,4,4,1976,0.214285714,0.256756757,0.257142857,0.513899614
Leon Culberson,1920,371,1217,148,324,59,18,14,131,28,10,107,126,1948,0.266228431,0.325528701,0.378800329,0.70432903
Leon Day,1919,83,301,39,90,17,6,3,32,6,2,23,39,1943,0.299003322,0.348765432,0.425249169,0.774014602
Leon Durham,1957,1067,3587,522,992,192,40,147,530,106,61,444,679,1989,0.276554224,0.356239147,0.475327572,0.831566718
Leon Kellman,1923,50,163,32,48,6,2,1,27,6,7,29,37,1948,0.294478528,0.401041667,0.374233129,0.775274796
Leon McFadden,1945,62,121,5,26,3,0,0,4,2,2,10,19,1970,0.214876033,0.27480916,0.239669421,0.514478582
Leon Quillin,1883,57,160,18,32,5,0,0,14,9,5,10,75,1907,0.2,0.247058824,0.23125,0.478308824
Leon Roberts,1951,901,2737,342,731,126,28,78,328,26,25,256,428,1984,0.267080745,0.329769462,0.419071977,0.748841439
Leon Ruffin,1914,232,697,79,147,18,2,2,87,7,18,54,153,1946,0.210903874,0.267643142,0.25107604,0.518719183
Leon Wagner,1935,1352,4426,636,1202,150,15,211,669,54,24,435,656,1969,0.271577045,0.336761983,0.455264347,0.79202633
Leonard Henderson,1908,34,113,12,33,3,0,2,16,2,5,6,75,1932,0.292035398,0.327731092,0.371681416,0.699412508
Leonard Lindsay,1921,48,171,14,45,5,1,0,18,0,9,12,150,1947,0.263157895,0.31147541,0.304093567,0.615568977
Leonard Pigg,1924,32,70,6,16,1,1,0,8,0,2,12,0,1948,0.228571429,0.341463415,0.271428571,0.612891986
Leonardo Chapman,1921,11,38,3,7,2,0,0,2,0,2,2,37,1944,0.184210526,0.225,0.236842105,0.461842105
Leonys Martin,1988,770,2532,334,617,94,22,58,228,126,45,190,637,2019,0.243680885,0.296473181,0.366903633,0.663376815
Leovigildo Xiques,1922,45,166,25,47,3,2,0,25,6,7,17,75,1947,0.28313253,0.349726776,0.325301205,0.675027981
Leron Lee,1946,614,1617,173,404,83,13,31,152,19,14,133,315,1976,0.249845393,0.306857143,0.374768089,0.681625232
Leroy Grant,1897,256,812,92,190,28,5,4,99,14,7,53,85,1924,0.233990148,0.280924855,0.295566502,0.576491358
Leroy Matlock,1909,36,112,14,28,1,0,0,10,2,2,5,37,1932,0.25,0.282051282,0.258928571,0.540979853
Leroy Morney,1910,344,1208,203,333,57,17,6,157,36,25,126,115,1944,0.275662252,0.344077961,0.36589404,0.709972001
Leroy Stanton,1947,829,2575,294,628,114,13,77,358,36,27,236,636,1978,0.243883495,0.307363927,0.387961165,0.695325092
Leroy Williams,1924,99,317,42,58,6,3,1,15,4,5,39,38,1948,0.1829653,0.27247191,0.230283912,0.502755822
Les Bell,1900,896,3239,404,938,184,49,66,509,25,19,276,322,1931,0.289595554,0.345376956,0.437789441,0.783166397
Les Burke,1900,195,506,73,131,17,7,0,47,7,7,46,32,1926,0.258893281,0.320652174,0.320158103,0.640810277
Les Fleming,1920,434,1330,168,369,69,15,29,199,7,10,226,152,1949,0.277443609,0.382390746,0.417293233,0.799683979
Les Fusselman,1929,43,71,6,12,4,0,1,3,0,0,0,9,1953,0.169014085,0.169014085,0.267605634,0.436619718
Les Layton,1925,63,91,14,21,4,4,2,12,1,2,6,21,1948,0.230769231,0.278350515,0.428571429,0.706921944
Les Mallon,1909,383,1300,156,368,65,5,8,119,4,9,100,117,1935,0.283076923,0.334285714,0.359230769,0.693516484
Les Mann,1890,1500,4716,677,1332,203,106,44,503,129,42,324,464,1928,0.282442748,0.328571429,0.398430874,0.727002302
Les Moss,1923,824,2234,210,552,75,4,63,276,1,5,282,316,1958,0.247090421,0.331478537,0.368845121,0.700323658
Les Norman,1972,78,89,15,15,0,1,0,4,1,2,12,20,1996,0.168539326,0.267326733,0.191011236,0.458337969
Les Nunamaker,1888,721,1990,194,533,75,30,2,216,36,28,176,225,1922,0.267839196,0.327331487,0.338693467,0.666024954
Les Pearson,1914,26,106,25,34,3,4,2,18,0,0,12,2,1937,0.320754717,0.389830508,0.481132075,0.870962584
Les Powers,1915,21,55,7,18,1,1,0,2,0,5,4,7,1939,0.327272727,0.372881356,0.381818182,0.754699538
Les Scarsella,1913,265,898,109,255,34,16,6,109,13,11,37,70,1940,0.283964365,0.312299465,0.377505568,0.689805033
Leslie Green,1920,100,346,76,95,17,4,4,33,32,7,63,40,1946,0.274566474,0.386308068,0.38150289,0.767810959
Lester Lockett,1915,312,1162,179,333,49,18,11,192,16,15,83,120,1948,0.286574871,0.334136546,0.388123924,0.72226047
Leury Garcia,1990,703,2217,290,560,85,15,34,201,64,17,109,550,2022,0.252593595,0.287618229,0.350473613,0.638091842
Levi Meyerle,1859,85,374,57,123,20,10,0,80,17,7,3,43,1884,0.328877005,0.334217507,0.435828877,0.770046384
Lew Beasley,1954,25,32,5,7,1,0,0,3,1,1,2,2,1977,0.21875,0.264705882,0.25,0.514705882
Lew Brown,1855,378,1531,205,379,83,31,10,200,39,16,45,192,1884,0.247550621,0.269035533,0.361854997,0.63089053
Lew Camp,1869,88,334,57,77,12,8,4,31,42,7,37,52,1894,0.230538922,0.307277628,0.350299401,0.657577029
Lew Drill,1879,295,896,87,231,41,10,2,100,16,7,114,150,1905,0.2578125,0.341584158,0.332589286,0.674173444
Lew Flick,1920,20,40,3,7,0,0,0,2,1,0,1,2,1944,0.175,0.195121951,0.175,0.370121951
Lew Fonseca,1899,937,3404,518,1075,203,50,31,485,64,36,186,199,1933,0.315804935,0.351253482,0.43213866,0.783392142
Lew Ford,1984,519,1585,235,425,83,10,35,176,48,10,154,249,2012,0.268138801,0.332949971,0.399369085,0.732319056
Lew Malone,1893,134,367,28,74,11,7,1,28,8,8,28,60,1919,0.201634877,0.258227848,0.277929155,0.536157003
Lew McCarty,1890,532,1479,113,393,47,20,5,137,20,18,102,109,1921,0.265720081,0.313092979,0.334685598,0.647778578
Lew Riggs,1914,760,2477,298,650,110,43,28,271,22,23,181,140,1946,0.262414211,0.312641084,0.375454178,0.688095262
Lew Ritter,1879,466,1437,129,315,33,17,1,120,55,16,96,262,1908,0.219206681,0.268101761,0.267919276,0.536021038
Lew Wendell,1899,63,100,3,18,2,1,0,10,0,7,6,17,1926,0.18,0.226415094,0.22,0.446415094
Lew Whistler,1867,272,1014,150,247,29,28,12,133,39,9,100,156,1893,0.243589744,0.311490126,0.362919132,0.674409258
Lewin D챠az,1997,112,321,30,58,10,1,13,27,1,0,19,99,2022,0.180685358,0.226470588,0.339563863,0.566034451
Lewis Brinson,1994,357,1071,91,212,41,7,28,109,10,3,58,327,2022,0.197945845,0.23914969,0.327731092,0.566880782
Lewis Means,1903,22,57,4,12,1,0,0,1,2,7,7,75,1928,0.210526316,0.296875,0.228070175,0.524945175
Lewis Smallwood,1900,34,106,13,23,2,0,0,4,1,2,14,37,1923,0.216981132,0.308333333,0.235849057,0.54418239
Lin Storti,1907,216,704,83,160,34,11,9,75,3,4,47,107,1933,0.227272727,0.27563249,0.345170455,0.620802945
Linc Blakely,1911,34,102,11,23,1,1,0,10,1,2,5,14,1934,0.225490196,0.261682243,0.254901961,0.516584204
Lincoln Williams,1919,21,70,7,11,2,0,0,4,0,0,4,3,1942,0.157142857,0.202702703,0.185714286,0.388416988
Lindsay Brown,1914,48,115,16,31,3,1,0,6,1,2,3,17,1937,0.269565217,0.288135593,0.313043478,0.601179071
Lionel Decuir,1915,40,107,12,19,1,1,1,8,3,5,8,77,1940,0.177570093,0.234782609,0.23364486,0.468427469
Liover Peguero,1999,63,211,21,50,5,1,7,28,6,2,12,72,2024,0.236966825,0.278026906,0.369668246,0.647695152
Lip Pike,1860,163,733,133,223,36,16,5,88,22,11,26,66,1887,0.304229195,0.328063241,0.417462483,0.745525724
Liu Rodriguez,1976,39,93,8,22,2,2,1,12,0,0,12,11,1999,0.23655914,0.323809524,0.333333333,0.657142857
Livan Soto,1999,35,77,12,27,6,1,1,9,1,1,8,18,2024,0.350649351,0.411764706,0.493506494,0.905271199
Live Oak Taylor,1860,43,160,22,35,4,1,0,31,11,5,6,39,1884,0.21875,0.246987952,0.25625,0.503237952
Liz Funk,1907,273,976,134,261,47,16,6,105,29,21,73,58,1933,0.267418033,0.318398475,0.366803279,0.685201753
Lloyd Christenbury,1896,205,414,78,113,14,6,4,47,5,11,54,32,1922,0.27294686,0.356837607,0.3647343,0.721571906
Lloyd Davenport,1913,243,916,140,267,47,11,1,91,29,14,78,42,1945,0.291484716,0.347082495,0.370087336,0.717169831
Lloyd McClendon,1964,570,1204,150,294,54,3,35,154,15,12,143,165,1994,0.244186047,0.324424647,0.381229236,0.705653883
Lloyd Merriman,1928,455,1202,140,291,64,12,12,117,20,9,126,124,1955,0.242096506,0.314006024,0.345257903,0.659263928
Lloyd Moseby,1957,1587,5815,869,1494,273,66,169,737,280,93,616,1135,1991,0.256921754,0.328098274,0.413757524,0.741855798
Lloyd Scott,1911,19,61,9,12,2,1,0,6,0,2,5,37,1934,0.196721311,0.257575758,0.262295082,0.51987084
Lloyd Waner,1905,1993,7772,1201,2459,281,118,27,598,67,41,420,173,1945,0.316392177,0.35144043,0.393335049,0.744775479
Logan Driscoll,2001,15,35,2,6,0,0,1,5,0,0,1,6,2024,0.171428571,0.194444444,0.257142857,0.451587302
Logan Forsythe,1988,971,3120,389,762,150,13,71,307,42,16,343,757,2020,0.244230769,0.319087496,0.368910256,0.687997753
Logan Morrison,1987,997,3331,416,792,163,21,140,426,23,10,393,740,2020,0.237766437,0.31820623,0.425397778,0.743604008
Logan O'Hoppe,1999,192,675,88,164,23,1,34,87,2,4,49,206,2024,0.242962963,0.294198895,0.431111111,0.725310006
Logan Porter,2000,11,31,4,6,1,0,1,3,0,0,5,11,2023,0.193548387,0.305555556,0.322580645,0.628136201
Logan Schafer,1988,318,625,71,134,34,8,5,53,10,3,62,136,2016,0.2144,0.285298399,0.3184,0.603698399
Logan Watkins,1990,58,103,12,24,4,0,1,6,1,0,4,30,2014,0.233009709,0.261682243,0.300970874,0.562653117
Lon Knight,1857,477,2001,354,489,82,34,3,203,33,14,95,142,1885,0.244377811,0.278625954,0.323838081,0.602464035
Lonnie Chisenhall,1988,688,2159,261,578,132,10,64,296,20,5,150,437,2018,0.267716535,0.315288003,0.42704956,0.742337563
Lonnie Smith,1955,1613,5170,909,1488,273,58,98,533,370,140,623,849,1994,0.287814313,0.364405317,0.419922631,0.784327947
Lonnie Summers,1915,20,69,15,16,2,1,0,7,0,2,5,0,1938,0.231884058,0.283783784,0.289855072,0.573638856
Lonny Frey,1912,1535,5517,848,1482,263,69,61,549,105,28,752,525,1948,0.268624252,0.356356676,0.374478883,0.730835559
Loren Babe,1929,120,382,37,85,18,2,2,26,1,1,39,26,1953,0.222513089,0.294536817,0.295811518,0.590348335
Lorenza Cobb,1897,30,91,11,28,3,0,0,14,4,2,2,37,1920,0.307692308,0.322580645,0.340659341,0.663239986
