name,birth_year,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,retire_year,AVG,OBP,SLG,OPS
Bill Hunnefield,1903,511,1664,229,452,75,9,9,144,67,32,117,111,1931,0.271634615,0.319483436,0.34375,0.663233436
Bill Hunter,1888,23,62,7,10,2,0,0,33,6,5,10,75,1912,0.161290323,0.277777778,0.193548387,0.471326165
Bill Jackson,1891,76,123,17,17,1,0,1,13,3,5,17,20,1915,0.138211382,0.242857143,0.170731707,0.41358885
Bill Jennings,1928,64,195,20,35,10,2,0,13,1,0,26,42,1951,0.179487179,0.2760181,0.251282051,0.527300151
Bill Johnson,1914,211,649,78,172,26,13,9,81,15,21,57,280,1945,0.265023112,0.324362606,0.386748844,0.711111451
Bill Jones,1886,35,82,9,15,2,1,0,67,12,9,16,83,1912,0.182926829,0.316326531,0.231707317,0.548033848
Bill Joyce,1868,904,3304,820,970,152,106,70,607,264,18,718,355,1898,0.293583535,0.419691696,0.467312349,0.887004044
Bill Kay,1884,26,60,8,20,1,1,0,7,0,2,0,37,1907,0.333333333,0.333333333,0.383333333,0.716666667
Bill Keister,1874,621,2433,400,758,133,63,18,400,131,16,90,229,1903,0.311549527,0.336107808,0.440197287,0.776305095
Bill Kellogg,1891,71,126,14,22,0,1,0,7,7,2,14,28,1914,0.174603175,0.257142857,0.19047619,0.447619048
Bill Kelly,1904,31,84,6,15,2,1,0,5,0,2,7,22,1928,0.178571429,0.241758242,0.226190476,0.467948718
Bill Kemmer,1872,11,38,5,7,0,0,1,3,0,2,2,4,1895,0.184210526,0.225,0.263157895,0.488157895
Bill Kienzle,1860,76,332,84,87,16,10,0,40,11,5,26,75,1884,0.262048193,0.315642458,0.370481928,0.686124386
Bill Killefer,1886,1036,3150,237,751,86,21,4,240,39,31,113,201,1921,0.238412698,0.264787006,0.282857143,0.547644149
Bill Kissinger,1874,14,39,7,13,3,2,0,6,0,2,3,37,1897,0.333333333,0.380952381,0.512820513,0.893772894
Bill Knickerbocker,1910,907,3418,423,943,198,27,28,368,25,46,244,238,1942,0.275892335,0.324139814,0.374195436,0.69833525
Bill Krieg,1861,141,535,62,127,29,8,4,68,15,9,23,56,1887,0.237383178,0.268817204,0.343925234,0.612742438
Bill Kuehne,1860,1087,4284,536,996,145,115,25,466,167,21,137,410,1892,0.232492997,0.25627686,0.337535014,0.593811874
Bill Lamar,1896,550,2040,305,633,114,23,19,245,25,34,86,78,1927,0.310294118,0.338193791,0.416666667,0.754860458
Bill Lange,1870,811,3195,689,1055,133,80,39,578,399,16,350,198,1899,0.330203443,0.396332863,0.458528951,0.854861815
Bill Lauterborn,1881,87,269,18,56,3,1,0,11,2,5,13,75,1905,0.208178439,0.244680851,0.226765799,0.47144665
Bill Lawrence,1909,25,46,10,10,1,0,0,3,0,2,5,5,1932,0.217391304,0.294117647,0.239130435,0.533248082
Bill Lewis,1911,50,101,20,33,3,0,1,11,0,7,15,11,1936,0.326732673,0.413793103,0.386138614,0.799931717
Bill Lillard,1916,80,225,30,55,9,2,1,22,0,1,31,29,1940,0.244444444,0.3359375,0.315555556,0.651493056
Bill Lindsay,1888,19,66,6,16,2,0,0,5,2,2,1,37,1911,0.242424242,0.253731343,0.272727273,0.526458616
Bill Ludwig,1885,67,187,15,34,2,2,0,8,3,2,16,37,1908,0.181818182,0.246305419,0.213903743,0.460209162
Bill Lyons,1960,88,133,16,26,4,1,0,6,6,3,10,24,1984,0.195488722,0.251748252,0.240601504,0.492349756
Bill Madlock,1950,1806,6594,920,2008,348,34,163,860,174,90,605,510,1987,0.30451926,0.362967079,0.441765241,0.80473232
Bill Massey,1871,13,53,7,15,3,0,0,5,0,2,3,2,1894,0.283018868,0.321428571,0.339622642,0.661051213
Bill Mazeroski,1933,2163,7755,769,2016,294,62,138,853,27,23,447,706,1972,0.259961315,0.300292612,0.367246937,0.667539549
Bill McAllester,1890,52,85,3,13,4,0,0,6,2,2,11,12,1913,0.152941176,0.25,0.2,0.45
Bill McCabe,1895,107,199,28,32,3,2,0,13,6,7,15,28,1920,0.16080402,0.219626168,0.195979899,0.415606068
Bill McCarren,1900,69,216,28,53,10,1,3,27,0,1,22,39,1923,0.24537037,0.31512605,0.342592593,0.657718643
Bill McClellan,1858,792,3197,533,773,129,33,6,304,160,18,274,245,1888,0.241789177,0.301642178,0.308414138,0.610056316
Bill McCloskey,1861,9,30,0,3,0,0,0,31,6,2,0,37,1884,0.1,0.1,0.1,0.2
Bill McGhee,1921,170,537,51,146,18,1,1,38,5,3,45,36,1945,0.271880819,0.328178694,0.314711359,0.642890054
Bill McGuire,1965,23,44,3,8,0,0,1,6,0,0,5,8,1989,0.181818182,0.265306122,0.25,0.515306122
Bill McGunnigle,1857,56,202,24,35,0,1,0,6,17,7,5,31,1882,0.173267327,0.193236715,0.183168317,0.376405032
Bill McKechnie,1887,847,2843,319,713,86,33,8,240,127,27,190,236,1920,0.250791418,0.297725025,0.312697854,0.610422879
Bill Mellor,1879,10,36,4,13,3,0,0,5,1,2,3,37,1902,0.361111111,0.41025641,0.444444444,0.854700855
Bill Melton,1945,1144,3971,496,1004,162,9,160,591,23,24,480,669,1977,0.25283304,0.333408223,0.419038026,0.752446249
Bill Merritt,1869,400,1410,182,383,40,12,8,195,21,18,109,146,1899,0.271631206,0.323897301,0.334042553,0.657939854
Bill Monroe,1904,11,36,4,8,1,0,0,2,0,2,3,37,1927,0.222222222,0.282051282,0.25,0.532051282
Bill Moore,1961,55,99,9,20,2,0,0,4,0,0,13,14,1986,0.202020202,0.294642857,0.222222222,0.516865079
Bill Moran,1871,39,136,10,20,3,1,1,14,2,5,5,14,1895,0.147058824,0.177304965,0.205882353,0.383187317
Bill Morgan,1859,102,371,31,67,5,3,0,125,22,9,21,150,1884,0.180592992,0.224489796,0.210242588,0.434732384
Bill Mueller,1971,1255,4317,671,1243,266,22,85,498,23,19,557,581,2006,0.287931434,0.369306524,0.418809358,0.788115883
Bill Mundy,1890,19,47,4,12,0,0,0,4,0,2,4,12,1913,0.255319149,0.31372549,0.255319149,0.569044639
Bill Nagel,1920,189,617,62,140,30,8,15,72,5,4,43,141,1945,0.226904376,0.277272727,0.37439222,0.651664948
Bill Nahorodny,1953,308,844,74,203,41,3,25,109,1,4,56,118,1984,0.240521327,0.287777778,0.38507109,0.672848868
Bill Narleski,1906,135,358,41,95,25,1,0,32,4,4,28,27,1930,0.265363128,0.31865285,0.340782123,0.659434973
Bill Nicholson,1915,1678,5546,837,1484,272,60,235,948,27,29,800,828,1953,0.267580238,0.359911755,0.465380454,0.82529221
Bill Niles,1872,11,37,2,8,0,0,0,0,2,2,5,2,1895,0.216216216,0.30952381,0.216216216,0.525740026
Bill Norman,1908,37,103,13,21,5,1,0,8,0,1,6,13,1932,0.203883495,0.247706422,0.27184466,0.519551082
Bill North,1948,1169,3900,640,1016,120,31,20,230,395,162,627,665,1981,0.260512821,0.36293351,0.322564103,0.685497613
Bill O'Hara,1886,125,380,49,88,9,3,1,32,31,5,42,40,1910,0.231578947,0.308056872,0.278947368,0.58700424
Bill O'Neill,1882,207,746,77,181,15,2,2,42,41,5,46,75,1906,0.242627346,0.286616162,0.27613941,0.562755572
Bill Pecota,1963,698,1527,223,380,72,11,22,148,52,20,160,216,1994,0.248853962,0.320094843,0.353634578,0.673729421
Bill Perkins,1911,497,1668,232,463,63,28,26,275,20,28,129,275,1948,0.277577938,0.329437952,0.395683453,0.725121405
Bill Phillips,1856,1038,4255,562,1130,214,98,17,534,78,23,178,365,1888,0.265569918,0.295059779,0.373913043,0.668972822
Bill Phyle,1883,22,73,6,13,3,1,0,4,2,2,5,37,1906,0.178082192,0.230769231,0.246575342,0.477344573
Bill Pierce,1900,90,325,59,107,15,12,9,65,6,5,30,75,1924,0.329230769,0.385915493,0.532307692,0.918223185
Bill Plummer,1946,367,892,72,168,37,1,14,82,4,3,95,191,1978,0.188340807,0.266464032,0.279147982,0.545612014
Bill Ramsey,1922,78,137,16,40,8,0,1,12,1,2,4,22,1945,0.291970803,0.312056738,0.372262774,0.684319511
Bill Rariden,1886,982,2877,272,682,105,24,7,272,47,25,340,288,1920,0.237052485,0.317687286,0.297532152,0.615219438
Bill Regan,1903,641,2364,234,632,158,36,18,292,38,28,122,245,1931,0.267343486,0.303298471,0.387478849,0.690777321
Bill Renna,1931,370,918,123,219,36,10,28,119,2,7,99,166,1959,0.238562092,0.312684366,0.391067538,0.703751904
Bill Reynolds,1923,23,58,3,11,1,0,0,7,1,7,2,6,1948,0.189655172,0.216666667,0.206896552,0.423563218
Bill Richardson,1878,15,52,7,11,2,0,2,7,1,2,6,37,1901,0.211538462,0.293103448,0.365384615,0.658488064
Bill Riggins,1897,636,2409,455,707,114,39,41,383,96,21,226,228,1929,0.293482773,0.354079696,0.424242424,0.778322121
Bill Rigney,1923,655,1966,281,510,78,14,41,212,25,15,208,206,1953,0.259409969,0.330266789,0.375890132,0.706156922
Bill Robinson,1945,1472,4364,536,1127,229,29,166,641,71,49,263,820,1983,0.258249313,0.300410633,0.438130156,0.738540789
Bill Rodgers,1919,106,273,31,67,15,4,0,19,11,15,22,41,1945,0.245421245,0.301694915,0.32967033,0.631365245
Bill Roman,1941,24,35,2,5,0,0,1,1,0,0,2,9,1965,0.142857143,0.189189189,0.228571429,0.417760618
Bill Russell,1946,2181,7318,796,1926,293,57,46,627,167,69,483,667,1986,0.263186663,0.308806563,0.337660563,0.646467126
Bill Sadler,1914,27,95,11,28,4,1,0,16,0,5,5,37,1938,0.294736842,0.33,0.357894737,0.687894737
Bill Salkeld,1922,356,850,111,232,39,2,31,132,6,11,182,101,1950,0.272941176,0.401162791,0.432941176,0.834103967
Bill Sample,1955,826,2516,371,684,127,9,46,230,98,31,195,230,1986,0.271860095,0.3242346,0.384340223,0.708574822
Bill Sarni,1929,390,1182,107,311,50,11,22,151,6,5,89,135,1956,0.263113367,0.314712825,0.379864636,0.694577461
Bill Schenck,1860,103,386,51,91,15,3,3,62,17,7,9,112,1885,0.235751295,0.253164557,0.313471503,0.56663606
Bill Schroeder,1960,376,1262,153,303,49,1,61,152,6,5,58,343,1990,0.240095087,0.273484848,0.425515055,0.698999904
Bill Schuster,1918,123,261,27,61,11,3,1,17,6,11,23,23,1945,0.233716475,0.295774648,0.310344828,0.606119475
Bill Schwartz,1879,55,196,19,39,6,0,1,62,15,7,3,112,1904,0.198979592,0.211055276,0.244897959,0.455953236
Bill Selby,1976,198,431,45,96,20,3,11,48,1,2,33,71,2003,0.222737819,0.278017241,0.35962877,0.637646012
Bill Serena,1926,408,1239,154,311,57,16,48,198,2,7,177,235,1954,0.251008878,0.344632768,0.439063761,0.783696529
Bill Sharp,1950,398,1104,122,281,52,8,9,95,3,12,74,109,1976,0.254528986,0.301358234,0.34057971,0.641937944
Bill Shipke,1883,187,552,59,110,11,10,1,29,21,9,55,150,1909,0.199275362,0.271828666,0.260869565,0.532698231
Bill Skiff,1902,22,56,7,14,2,0,0,11,1,1,0,5,1926,0.25,0.25,0.285714286,0.535714286
Bill Skowron,1931,1658,5547,681,1566,243,53,211,888,16,18,383,870,1967,0.282314765,0.328667791,0.459347395,0.788015186
Bill Smiley,1859,75,301,33,60,4,2,0,31,6,2,6,37,1882,0.199335548,0.214983713,0.225913621,0.440897335
Bill Sommers,1927,65,137,24,35,5,1,0,14,0,1,25,14,1950,0.255474453,0.37037037,0.306569343,0.676939713
Bill Sorrell,1945,85,165,15,44,3,0,5,17,1,0,15,16,1970,0.266666667,0.327777778,0.375757576,0.703535354
Bill Spiers,1966,1252,3408,477,922,158,35,37,388,97,43,355,496,2001,0.270539906,0.339356896,0.370011737,0.709368633
Bill Stein,1949,959,2811,268,751,122,18,44,311,16,16,186,412,1985,0.26716471,0.312645979,0.370330843,0.682976822
Bill Stellbauer,1893,26,48,2,13,2,1,0,5,2,2,6,7,1916,0.270833333,0.351851852,0.354166667,0.706018519
Bill Stuart,1875,20,80,5,19,3,0,0,10,2,5,2,43,1899,0.2375,0.256097561,0.275,0.531097561
Bill Stumpf,1889,56,158,13,37,1,0,0,11,5,5,9,40,1913,0.234177215,0.275449102,0.240506329,0.515955431
Bill Sudakis,1945,530,1548,177,362,56,7,59,214,9,6,172,313,1975,0.233850129,0.310465116,0.393410853,0.703875969
Bill Sweeney,1898,1351,4742,569,1304,211,48,16,496,194,42,467,338,1931,0.274989456,0.339988481,0.349852383,0.689840864
Bill Taylor,1931,149,173,17,41,8,0,7,26,0,0,5,39,1958,0.23699422,0.258426966,0.404624277,0.663051244
Bill Terry,1900,1720,6428,1120,2193,373,112,154,1078,56,31,537,449,1936,0.341163659,0.391959799,0.505911637,0.897871436
Bill Tobin,1857,38,152,15,24,1,1,0,11,6,2,4,25,1880,0.157894737,0.179487179,0.177631579,0.357118758
Bill Traffley,1859,179,663,85,116,13,12,1,67,30,11,34,151,1886,0.174962293,0.215208034,0.235294118,0.450502152
Bill Tuttle,1930,1270,4268,578,1105,149,47,67,443,38,44,480,416,1963,0.258903468,0.333824768,0.362933458,0.696758227
Bill Vandyke,1868,136,530,78,134,15,11,2,56,74,7,25,39,1893,0.252830189,0.286486486,0.333962264,0.620448751
Bill Virdon,1934,1583,5980,735,1596,237,81,91,502,47,54,442,647,1968,0.266889632,0.317346621,0.379264214,0.696610835
Bill Voss,1942,475,1177,119,267,29,10,19,127,15,11,117,167,1972,0.226847918,0.29675425,0.316907392,0.613661642
Bill Wagner,1891,93,242,19,50,7,4,1,18,1,11,21,37,1918,0.20661157,0.269961977,0.280991736,0.550953713
Bill Wambsganss,1891,1494,5241,710,1359,215,59,7,520,140,83,490,357,1926,0.25930166,0.322631303,0.326846022,0.649477325
Bill Warren,1891,31,53,5,13,2,0,0,6,2,5,5,7,1915,0.245283019,0.310344828,0.283018868,0.593363696
Bill Warwick,1901,23,56,8,17,1,2,1,8,0,3,5,7,1926,0.303571429,0.360655738,0.446428571,0.807084309
Bill Watkins,1861,34,127,16,26,4,0,0,31,6,2,5,37,1884,0.204724409,0.234848485,0.236220472,0.471068957
Bill Watson,1902,35,133,16,31,5,1,0,11,3,2,6,37,1925,0.233082707,0.26618705,0.285714286,0.551901336
Bill Whaley,1900,23,50,5,12,2,1,0,1,0,0,4,2,1923,0.24,0.296296296,0.32,0.616296296
Bill White,1929,2140,7809,1116,2148,317,102,208,1106,190,79,721,1078,1969,0.27506723,0.336342321,0.421692918,0.75803524
Bill Wilson,1926,441,1441,165,308,47,10,34,152,19,11,117,261,1955,0.213740458,0.272785623,0.331020125,0.603805748
Bill Yancey,1909,181,579,73,152,23,6,7,72,10,11,62,113,1936,0.262521589,0.333853354,0.359240069,0.693093423
Bill Yohe,1886,21,72,6,15,2,0,0,4,2,2,3,37,1909,0.208333333,0.24,0.236111111,0.476111111
Bill Zimmerman,1892,22,57,3,16,2,0,0,7,1,2,4,8,1915,0.280701754,0.327868852,0.315789474,0.643658326
Billy Alvord,1866,265,1069,129,270,31,30,3,109,33,11,44,120,1893,0.252572498,0.282120395,0.346117867,0.628238262
Billy Ashley,1969,281,618,56,144,23,1,28,84,0,0,63,236,1998,0.233009709,0.303964758,0.409385113,0.713349871
Billy Baldwin,1952,39,117,12,27,4,1,5,13,2,1,6,16,1976,0.230769231,0.268292683,0.41025641,0.678549093
Billy Barnie,1862,19,61,7,11,0,0,0,31,6,5,3,75,1886,0.180327869,0.21875,0.180327869,0.399077869
Billy Bates,1966,29,48,11,6,1,0,0,2,8,1,4,10,1990,0.125,0.192307692,0.145833333,0.338141026
Billy Bean,1967,272,478,42,108,20,2,5,53,3,8,25,84,1995,0.225941423,0.264413519,0.307531381,0.5719449
Billy Beane,1961,148,301,30,66,14,0,3,29,5,5,11,80,1989,0.219269103,0.246794872,0.295681063,0.542475935
Billy Bowers,1926,26,78,5,15,2,1,0,6,1,1,4,5,1949,0.192307692,0.231707317,0.243589744,0.475297061
Billy Bryan,1938,374,968,86,209,32,9,41,125,0,1,91,283,1968,0.215909091,0.283286119,0.394628099,0.677914218
Billy Burns,1991,242,843,114,228,29,13,5,55,46,15,36,119,2017,0.270462633,0.300341297,0.353499407,0.653840704
Billy Butler,1984,1414,5105,592,1479,322,5,147,728,5,3,500,840,2016,0.289715965,0.353077609,0.441136141,0.79421375
Billy Clingman,1871,816,2839,410,697,86,31,8,301,98,23,303,318,1903,0.245508982,0.318268619,0.306093695,0.624362314
Billy Conigliaro,1946,347,1130,142,289,56,10,40,128,9,10,86,244,1973,0.255752212,0.308388158,0.42920354,0.737591698
Billy Consolo,1930,605,1178,158,260,31,11,9,83,9,10,161,297,1962,0.220713073,0.314413742,0.288624788,0.603038529
Billy Cook,2001,16,49,5,11,2,0,3,8,1,0,0,19,2024,0.224489796,0.224489796,0.448979592,0.673469388
Billy Cowan,1942,493,1190,131,281,44,8,40,125,17,8,50,297,1972,0.236134454,0.266935484,0.387394958,0.654330442
Billy Cox,1922,1058,3712,470,974,174,32,66,351,42,35,298,218,1955,0.262392241,0.317206983,0.379849138,0.69705612
Billy DeMars,1926,80,211,29,50,5,1,0,14,0,1,28,16,1951,0.236966825,0.326359833,0.27014218,0.596502013
Billy Earle,1867,142,465,102,133,20,12,6,74,41,11,63,73,1894,0.286021505,0.371212121,0.419354839,0.79056696
Billy Gardner,1931,1034,3544,356,841,159,18,41,271,19,22,246,439,1963,0.237302483,0.286807388,0.327031603,0.613838991
Billy Geer,1859,193,721,108,149,32,10,0,54,22,9,54,93,1885,0.20665742,0.261935484,0.278779473,0.540714957
Billy Gilbert,1879,852,2816,375,695,72,17,5,237,167,18,270,299,1909,0.246803977,0.312702528,0.289772727,0.602475255
Billy Gleason,1896,41,118,9,26,1,1,0,8,1,6,11,11,1921,0.220338983,0.286821705,0.245762712,0.532584417
Billy Goeckel,1876,37,141,17,37,3,1,0,16,6,2,1,37,1899,0.262411348,0.267605634,0.29787234,0.565477974
Billy Goodman,1924,1623,5644,807,1691,299,44,19,591,37,30,669,329,1962,0.299610206,0.373831776,0.378277817,0.752109593
Billy Grabarkewitz,1946,466,1161,189,274,41,12,28,141,33,17,202,321,1975,0.236003445,0.34922964,0.364341085,0.713570726
Billy Hamilton,1976,2542,9257,2145,2872,351,134,64,928,1238,104,1417,1150,2023,0.310251701,0.4018175,0.397861078,0.799678579
Billy Harrell,1935,174,342,54,79,7,1,8,26,17,3,23,54,1961,0.230994152,0.279452055,0.32748538,0.606937435
Billy Harris,1945,43,101,11,22,6,1,0,3,2,0,8,23,1969,0.217821782,0.275229358,0.297029703,0.572259061
Billy Hatcher,1961,1233,4339,586,1146,210,30,54,399,218,87,267,476,1995,0.264116156,0.306773773,0.363678267,0.67045204
Billy Herman,1910,1922,7707,1163,2345,486,82,47,839,67,34,737,428,1947,0.304268847,0.364992894,0.406902816,0.77189571
Billy Hitchcock,1922,703,2249,231,547,67,22,5,257,15,11,206,230,1953,0.243219209,0.306720978,0.299244108,0.605965086
Billy Holm,1920,119,282,22,44,4,1,0,15,2,6,41,40,1945,0.156028369,0.263157895,0.177304965,0.440462859
Billy Horne,1915,187,669,85,156,16,7,2,74,13,14,58,154,1946,0.233183857,0.294360385,0.286995516,0.581355901
Billy Hulen,1875,107,407,97,100,19,7,0,41,28,5,65,57,1899,0.245700246,0.349576271,0.326781327,0.676357598
Billy Hunter,1930,630,1875,166,410,58,18,16,144,23,12,111,192,1958,0.218666667,0.262336354,0.2944,0.556736354
Billy Jo Robidoux,1962,173,468,43,98,21,0,5,43,1,2,71,106,1990,0.209401709,0.313543599,0.286324786,0.599868386
Billy Johnson,1922,964,3253,419,882,141,33,61,487,13,11,347,290,1953,0.271134338,0.341388889,0.39102367,0.732412559
Billy Jurges,1908,1816,6253,721,1613,245,55,43,656,36,39,568,530,1947,0.257956181,0.319747838,0.335359028,0.655106865
Billy Kelly,1887,104,224,32,65,5,4,1,20,9,9,5,30,1913,0.290178571,0.305676856,0.361607143,0.667283999
Billy Klaus,1930,821,2513,357,626,106,15,40,250,14,7,331,285,1963,0.249104656,0.33649789,0.35097493,0.687472821
Billy Klusman,1866,43,172,18,36,8,1,3,22,4,5,6,50,1890,0.209302326,0.235955056,0.319767442,0.555722498
Billy Lauder,1876,486,1829,210,476,64,14,5,253,59,11,77,187,1903,0.260251504,0.290136411,0.318753417,0.608889829
Billy Lee,1892,25,70,3,13,1,0,0,4,1,3,7,6,1916,0.185714286,0.25974026,0.2,0.45974026
Billy Lush,1875,490,1722,294,429,49,35,8,152,84,16,291,237,1904,0.24912892,0.357675112,0.332171893,0.689847005
Billy Maloney,1880,699,2476,294,585,54,42,6,177,155,14,162,224,1908,0.236268174,0.283169067,0.299273021,0.582442088
Billy Martin,1927,1023,3422,425,877,137,28,64,333,34,31,188,355,1961,0.256282876,0.29501385,0.368790181,0.663804032
Billy McKinney,1995,321,843,110,176,37,5,34,88,4,2,85,253,2024,0.208778173,0.28125,0.385527877,0.666777877
Billy McMillon,1976,269,601,66,149,35,3,16,93,4,2,64,140,2004,0.247920133,0.320300752,0.396006656,0.716307407
Billy Meyer,1892,115,301,15,71,7,3,1,21,3,7,15,25,1917,0.235880399,0.272151899,0.289036545,0.561188444
Billy Moran,1936,635,2076,242,545,88,10,28,202,10,8,133,218,1965,0.262524085,0.306926211,0.355009634,0.661935845
Billy Mullen,1901,36,50,5,11,1,0,0,2,1,0,10,6,1928,0.22,0.35,0.24,0.59
Billy Murphy,1943,84,135,15,31,4,1,3,13,1,2,7,34,1966,0.22962963,0.267605634,0.340740741,0.608346375
Billy Myers,1912,738,2399,319,616,88,33,45,243,23,16,250,445,1941,0.256773656,0.326915817,0.377240517,0.704156334
Billy Nash,1861,1549,5849,1072,1606,266,87,60,1008,276,34,803,496,1898,0.274576851,0.362146723,0.380577877,0.742724599
Billy O'Brien,1863,356,1424,164,364,59,22,32,237,32,11,59,163,1890,0.255617978,0.285232637,0.395365169,0.680597805
Billy Orr,1890,40,91,9,17,2,2,0,8,2,3,6,15,1914,0.186813187,0.237113402,0.252747253,0.489860655
Billy Ott,1940,32,67,7,11,3,0,1,3,0,1,5,20,1964,0.164179104,0.222222222,0.253731343,0.475953566
Billy Otterson,1864,30,100,16,20,4,1,2,15,8,2,8,37,1887,0.2,0.259259259,0.32,0.579259259
Billy Parker,1948,94,252,29,56,4,2,3,21,1,4,19,60,1973,0.222222222,0.276752768,0.28968254,0.566435307
Billy Purtell,1887,335,1124,82,255,26,11,2,104,24,11,63,157,1914,0.226868327,0.267902275,0.274911032,0.542813307
Billy Reed,1929,15,52,4,13,0,0,0,0,0,0,0,5,1952,0.25,0.25,0.25,0.5
Billy Reid,1860,43,167,25,44,5,0,0,62,11,5,8,75,1884,0.263473054,0.297142857,0.293413174,0.590556031
Billy Rhiel,1907,200,519,61,138,26,8,7,68,2,5,43,57,1933,0.265895954,0.322064057,0.387283237,0.709347294
Billy Riley,1856,43,161,14,23,2,0,0,9,6,2,2,26,1879,0.142857143,0.153374233,0.155279503,0.308653736
Billy Ripken,1964,912,2729,287,674,121,6,20,229,25,16,174,332,1998,0.246976915,0.292111609,0.317698791,0.609810399
Billy Rogell,1904,1484,5149,755,1375,256,75,42,609,82,64,649,416,1940,0.267042144,0.349085892,0.370363177,0.719449069
Billy Shantz,1935,131,381,31,98,13,4,2,29,0,0,28,37,1960,0.257217848,0.30806846,0.32808399,0.636152449
Billy Shindle,1863,1422,5807,992,1561,226,97,31,758,318,30,388,352,1898,0.268813501,0.314608555,0.357155158,0.671763713
Billy Smith,1953,370,1018,107,234,38,9,17,111,8,5,96,189,1981,0.229862475,0.296229803,0.33497053,0.631200333
Billy Southworth,1894,1192,4359,661,1296,173,91,52,561,138,99,402,148,1929,0.297315898,0.356647763,0.41454462,0.771192383
Billy Sullivan,1897,2110,6487,710,1597,271,65,50,766,128,68,410,642,1947,0.246184677,0.290996085,0.331123786,0.622119871
Billy Sunday,1860,499,2007,339,498,55,24,12,170,263,18,134,229,1890,0.24813154,0.295189164,0.317389138,0.612578302
Billy Taylor,1872,193,827,94,216,34,20,5,79,18,9,17,122,1898,0.261185006,0.276066351,0.368802902,0.644869253
Billy Urbanski,1908,763,3046,379,791,123,27,19,207,24,16,198,252,1937,0.259684833,0.30487053,0.336506894,0.641377424
Billy Werber,1909,1296,5024,875,1363,271,50,78,539,215,77,701,363,1942,0.271297771,0.360524017,0.391719745,0.752243763
Billy Williams,1936,2492,9360,1411,2711,434,88,426,1475,90,49,1046,1049,1976,0.289636752,0.361041707,0.491346154,0.852387861
Billy Zitzmann,1901,408,1004,197,268,38,11,3,89,42,22,83,85,1929,0.266932271,0.322907084,0.335657371,0.658564454
Bing Miller,1898,1821,6212,946,1934,389,96,116,990,127,82,383,340,1936,0.311332904,0.351326763,0.460882164,0.812208926
Bingo Bingham,1898,11,31,2,5,0,0,0,2,0,2,2,37,1921,0.161290323,0.212121212,0.161290323,0.373411535
