name,birth,AVG,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,SLG,OBP,OPS,FY,LY,AY,URL
강태율,1996,0.123,65,81,3,10,2,0,3,10,0,1,13,25,1.356,1.032,2.388,2016,2024,9,http://www.statiz.co.kr/player.php?name=%EA%B0%95%ED%83%9C%EC%9C%A8
강한울,1991,0.266,847,2162,276,576,67,18,2,159,43,27,154,422,2.974,2.958,5.932,2014,2024,11,http://www.statiz.co.kr/player.php?name=%EA%B0%95%ED%95%9C%EC%9A%B8
고종욱,1989,0.302,1060,3159,480,955,163,36,47,397,128,60,170,661,4.525,3.786,8.311,2011,2024,14,http://www.statiz.co.kr/player.php?name=%EA%B3%A0%EC%A2%85%EC%9A%B1
공민규,1999,0.197,77,117,5,23,2,1,4,12,0,0,10,50,1.168,1.037,2.205,2019,2024,6,http://www.statiz.co.kr/player.php?name=%EA%B3%B5%EB%AF%BC%EA%B7%9C
김강민,1982,0.273,1960,5440,810,1487,266,24,139,681,209,108,484,1135,8.606,7.456,16.062,2002,2024,23,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EA%B0%95%EB%AF%BC
김대한,2000,0.184,164,267,37,49,10,2,6,25,4,5,23,83,0.931,0.982,1.913,2019,2024,6,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EB%8C%80%ED%95%9C
김도환,2000,0.189,130,185,10,35,10,0,2,17,0,1,16,73,0.939,1.029,1.968,2019,2024,6,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EB%8F%84%ED%99%98
김동엽,1990,0.268,657,2028,260,543,88,2,92,316,24,17,114,435,3.582,2.638,6.22,2016,2024,9,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EB%8F%99%EC%97%BD
김동진,1996,0.227,79,163,19,37,8,0,1,10,3,0,12,38,1.009,0.738,1.747,2022,2024,3,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EB%8F%99%EC%A7%84
김민수,1991,0.198,160,248,25,49,8,0,4,27,0,0,13,68,1.996,1.559,3.555,2014,2024,11,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EB%AF%BC%EC%88%98
김민식,1989,0.226,866,1981,239,448,66,8,25,224,11,6,240,399,2.863,3.078,5.941,2015,2024,10,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EB%AF%BC%EC%8B%9D
김민혁,1995,0.292,778,2166,311,633,68,16,10,190,71,40,198,322,2.64,2.669,5.309,2015,2024,10,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EB%AF%BC%ED%98%81
김민혁,1996,0.228,110,202,22,46,7,0,8,33,0,0,21,64,2.112,1.834,3.946,2017,2024,8,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EB%AF%BC%ED%98%81
김범석,2004,0.222,80,189,17,42,5,0,7,28,0,0,15,54,0.636,0.444,1.08,2023,2024,2,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EB%B2%94%EC%84%9D
김병휘,2001,0.165,52,91,12,15,4,0,1,4,0,0,7,37,0.661,0.716,1.377,2020,2024,5,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EB%B3%91%ED%9C%98
김수환,1998,0.195,131,292,32,57,13,0,8,36,0,0,35,115,1.315,1.116,2.431,2020,2024,5,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%88%98%ED%99%98
김시앙,2001,0.2,52,95,8,19,1,0,0,7,0,0,4,27,0.463,0.577,1.04,2022,2024,3,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%8B%9C%EC%95%99
김인환,1994,0.241,298,902,94,217,33,0,24,105,3,0,71,245,1.268,1.146,2.414,2018,2024,7,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%9D%B8%ED%99%98
김재상,2004,0.221,52,104,14,23,4,0,3,14,4,0,7,27,0.657,0.505,1.162,2023,2024,2,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%9E%AC%EC%83%81
김재윤,1990,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2024,9,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%9E%AC%EC%9C%A4
김재호,1985,0.272,1793,4534,661,1235,211,26,54,600,79,40,581,652,6.375,6.182,12.557,2004,2024,21,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%9E%AC%ED%98%B8
김주형,1996,0.185,201,292,34,54,15,1,2,22,2,2,22,90,1.247,1.568,2.815,2019,2024,6,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%A3%BC%ED%98%95
김준태,1994,0.23,518,1045,121,240,45,4,18,136,5,2,169,298,2.747,2.952,5.699,2013,2024,12,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%A4%80%ED%83%9C
김현준,2002,0.266,319,983,144,261,39,11,3,79,13,8,86,213,1.236,1.221,2.457,2021,2024,4,http://www.statiz.co.kr/player.php?name=%EA%B9%80%ED%98%84%EC%A4%80
김혜성,1999,0.304,953,3433,591,1043,150,39,37,386,211,37,325,623,3.115,2.764,5.879,2017,2024,8,http://www.statiz.co.kr/player.php?name=%EA%B9%80%ED%98%9C%EC%84%B1
노진혁,1989,0.263,987,2780,361,731,166,12,77,395,15,15,288,698,4.188,3.268,7.456,2013,2024,12,http://www.statiz.co.kr/player.php?name=%EB%85%B8%EC%A7%84%ED%98%81
도슨,1995,0.332,152,611,106,203,45,4,14,86,11,4,57,95,0.962,0.797,1.759,2023,2024,2,http://www.statiz.co.kr/player.php?name=%EB%8F%84%EC%8A%A8
라모스,1992,0.295,98,383,53,113,20,4,13,59,5,3,31,78,0.899,0.664,1.563,2022,2024,3,http://www.statiz.co.kr/player.php?name=%EB%9D%BC%EB%AA%A8%EC%8A%A4
맥키넌,1994,0.294,72,272,28,80,13,0,4,36,1,0,39,33,0.386,0.381,0.767,2024,2024,1,http://www.statiz.co.kr/player.php?name=%EB%A7%A5%ED%82%A4%EB%84%8C
박경수,1984,0.249,2043,5608,727,1396,270,13,161,719,78,44,783,1360,7.944,7.176,15.12,2003,2024,22,http://www.statiz.co.kr/player.php?name=%EB%B0%95%EA%B2%BD%EC%88%98
박민,2001,0.209,46,67,10,14,5,0,0,5,0,2,4,18,0.614,1.037,1.651,2020,2024,5,http://www.statiz.co.kr/player.php?name=%EB%B0%95%EB%AF%BC
박상언,1997,0.218,213,371,38,81,16,2,5,36,2,5,32,96,1.275,1.691,2.966,2017,2024,8,http://www.statiz.co.kr/player.php?name=%EB%B0%95%EC%83%81%EC%96%B8
백승현,1995,0.211,59,90,9,19,3,0,0,4,1,1,9,27,0.997,1.16,2.157,2017,2024,8,http://www.statiz.co.kr/player.php?name=%EB%B0%B1%EC%8A%B9%ED%98%84
서동욱,2000,0.116,46,43,4,5,2,0,0,0,0,0,3,13,0.33,0.398,0.728,2023,2024,2,http://www.statiz.co.kr/player.php?name=%EC%84%9C%EB%8F%99%EC%9A%B1
서예일,1993,0.195,169,123,18,24,5,0,0,7,0,0,9,34,1.417,1.484,2.901,2016,2024,9,http://www.statiz.co.kr/player.php?name=%EC%84%9C%EC%98%88%EC%9D%BC
소크라테스,1992,0.302,409,1613,266,487,90,13,63,270,40,18,127,252,1.473,1.057,2.53,2022,2024,3,http://www.statiz.co.kr/player.php?name=%EC%86%8C%ED%81%AC%EB%9D%BC%ED%85%8C%EC%8A%A4
신본기,1989,0.247,1000,2193,294,541,86,2,31,260,21,20,209,473,3.728,3.902,7.63,2012,2024,13,http://www.statiz.co.kr/player.php?name=%EC%8B%A0%EB%B3%B8%EA%B8%B0
신윤후,1996,0.215,209,270,44,58,9,4,4,19,8,3,17,55,1.682,1.57,3.252,2019,2024,6,http://www.statiz.co.kr/player.php?name=%EC%8B%A0%EC%9C%A4%ED%9B%84
신준우,2001,0.146,157,103,17,15,6,0,0,4,0,1,11,45,0.558,0.726,1.284,2021,2024,4,http://www.statiz.co.kr/player.php?name=%EC%8B%A0%EC%A4%80%EC%9A%B0
안승한,1992,0.22,92,109,10,24,4,0,0,14,1,0,5,36,0.984,1.038,2.022,2019,2024,6,http://www.statiz.co.kr/player.php?name=%EC%95%88%EC%8A%B9%ED%95%9C
안익훈,1996,0.276,398,537,86,148,14,2,1,38,7,5,46,76,2.104,2.515,4.619,2015,2024,10,http://www.statiz.co.kr/player.php?name=%EC%95%88%EC%9D%B5%ED%9B%88
양찬열,1997,0.235,113,200,37,47,6,2,3,22,3,2,27,49,1.061,1.409,2.47,2020,2024,5,http://www.statiz.co.kr/player.php?name=%EC%96%91%EC%B0%AC%EC%97%B4
예진원,1999,0.174,117,190,23,33,9,1,2,13,0,1,19,49,1.446,1.595,3.041,2018,2024,7,http://www.statiz.co.kr/player.php?name=%EC%98%88%EC%A7%84%EC%9B%90
오승환,1982,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2024,20,http://www.statiz.co.kr/player.php?name=%EC%98%A4%EC%8A%B9%ED%99%98
오재일,1986,0.273,1491,4498,616,1229,274,7,215,873,14,7,582,1132,7.074,5.418,12.492,2005,2024,20,http://www.statiz.co.kr/player.php?name=%EC%98%A4%EC%9E%AC%EC%9D%BC
유로결,2000,0.156,182,339,40,53,9,0,2,24,6,3,25,104,1.2,1.342,2.542,2019,2024,6,http://www.statiz.co.kr/player.php?name=%EC%9C%A0%EB%A1%9C%EA%B2%B0
이명기,1987,0.305,1037,3624,574,1104,166,28,28,327,108,60,324,556,4.844,4.835,9.679,2008,2024,17,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EB%AA%85%EA%B8%B0
이원석,1986,0.261,1814,5474,650,1429,249,16,144,791,25,26,546,1051,7.553,6.279,13.832,2005,2024,20,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%9B%90%EC%84%9D
이정훈,1994,0.271,185,409,41,111,22,0,3,52,1,1,47,89,1.44,1.889,3.329,2017,2024,8,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%A0%95%ED%9B%88
이창진,1991,0.267,615,1568,245,418,79,6,21,183,29,20,224,316,3.65,3.112,6.762,2014,2024,11,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%B0%BD%EC%A7%84
이학주,1990,0.233,486,1183,154,276,48,6,23,116,29,15,105,337,2.044,1.792,3.836,2019,2024,6,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%ED%95%99%EC%A3%BC
이호연,1995,0.249,208,469,51,117,16,2,5,34,7,3,29,93,1.079,1.068,2.147,2020,2024,5,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%ED%98%B8%EC%97%B0
전의산,2000,0.213,167,432,50,92,21,1,18,69,0,3,44,139,0.957,0.769,1.726,2022,2024,3,http://www.statiz.co.kr/player.php?name=%EC%A0%84%EC%9D%98%EC%82%B0
정은원,2000,0.257,747,2474,356,637,98,19,32,230,57,29,376,495,2.389,2.432,4.821,2018,2024,7,http://www.statiz.co.kr/player.php?name=%EC%A0%95%EC%9D%80%EC%9B%90
정준영,2004,0.255,77,110,15,28,4,0,0,9,0,0,11,27,0.591,0.657,1.248,2023,2024,2,http://www.statiz.co.kr/player.php?name=%EC%A0%95%EC%A4%80%EC%98%81
제러드,1995,0.326,38,144,29,47,16,1,10,39,4,0,21,35,0.66,0.42,1.08,2024,2024,1,http://www.statiz.co.kr/player.php?name=%EC%A0%9C%EB%9F%AC%EB%93%9C
조용호,1989,0.275,696,2013,286,553,67,9,3,173,52,24,269,364,2.283,2.572,4.855,2017,2024,8,http://www.statiz.co.kr/player.php?name=%EC%A1%B0%EC%9A%A9%ED%98%B8
주성원,2000,0.21,52,124,14,26,3,1,1,7,0,0,7,36,0.548,0.504,1.052,2023,2024,2,http://www.statiz.co.kr/player.php?name=%EC%A3%BC%EC%84%B1%EC%9B%90
주현상,1992,0.212,122,222,18,47,7,0,0,12,2,0,21,47,0.493,0.538,1.031,2015,2024,10,http://www.statiz.co.kr/player.php?name=%EC%A3%BC%ED%98%84%EC%83%81
최경모,1996,0.222,193,144,36,32,3,0,0,6,10,3,9,32,0.775,0.85,1.625,2019,2024,6,http://www.statiz.co.kr/player.php?name=%EC%B5%9C%EA%B2%BD%EB%AA%A8
추신수,1982,0.263,439,1505,266,396,70,5,54,205,51,19,276,370,1.682,1.543,3.225,2021,2024,4,http://www.statiz.co.kr/player.php?name=%EC%B6%94%EC%8B%A0%EC%88%98
페라자,1998,0.275,122,455,75,125,24,0,24,70,7,5,63,129,0.486,0.364,0.85,2024,2024,1,http://www.statiz.co.kr/player.php?name=%ED%8E%98%EB%9D%BC%EC%9E%90
한동희,1999,0.262,661,2093,226,548,108,1,59,270,2,8,208,438,2.598,2.191,4.789,2018,2024,7,http://www.statiz.co.kr/player.php?name=%ED%95%9C%EB%8F%99%ED%9D%AC
허도환,1984,0.209,885,1515,134,316,75,2,13,142,2,6,126,444,4.163,4.168,8.331,2007,2024,18,http://www.statiz.co.kr/player.php?name=%ED%97%88%EB%8F%84%ED%99%98
홍성호,1997,0.263,48,80,9,21,6,0,0,6,1,1,4,28,0.971,0.877,1.848,2022,2024,3,http://www.statiz.co.kr/player.php?name=%ED%99%8D%EC%84%B1%ED%98%B8
황대인,1996,0.248,379,1131,108,280,52,1,39,191,0,0,94,263,3.862,2.552,6.414,2015,2024,10,http://www.statiz.co.kr/player.php?name=%ED%99%A9%EB%8C%80%EC%9D%B8
구드럼,1992,0.295,50,173,16,51,14,1,0,28,0,0,23,46,0.387,0.373,0.76,2023,2023,1,http://www.statiz.co.kr/player.php?name=%EA%B5%AC%EB%93%9C%EB%9F%BC
국해성,1989,0.238,220,424,65,101,22,0,11,67,3,2,44,110,2.618,2.463,5.081,2012,2023,12,http://www.statiz.co.kr/player.php?name=%EA%B5%AD%ED%95%B4%EC%84%B1
권민석,1999,0.232,105,69,17,16,4,0,0,8,1,0,4,24,0.657,0.558,1.215,2020,2023,4,http://www.statiz.co.kr/player.php?name=%EA%B6%8C%EB%AF%BC%EC%84%9D
김병희,1990,0.21,113,162,28,34,5,0,7,21,3,3,21,54,1.334,1.14,2.474,2019,2023,5,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EB%B3%91%ED%9D%AC
김준완,1991,0.225,518,1029,171,232,27,5,3,71,8,9,196,242,2.682,3.293,5.975,2013,2023,11,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%A4%80%EC%99%84
김호재,1995,0.245,286,375,37,92,16,0,1,27,4,1,33,68,1.515,1.573,3.088,2018,2023,6,http://www.statiz.co.kr/player.php?name=%EA%B9%80%ED%98%B8%EC%9E%AC
노수광,1990,0.269,770,2348,378,631,100,23,28,220,123,40,237,536,3.006,2.909,5.915,2014,2023,10,http://www.statiz.co.kr/player.php?name=%EB%85%B8%EC%88%98%EA%B4%91
러셀,1994,0.269,124,464,42,125,25,1,6,73,3,0,39,76,0.736,0.656,1.392,2020,2023,4,http://www.statiz.co.kr/player.php?name=%EB%9F%AC%EC%85%80
렉스,1993,0.29,111,421,52,122,14,3,12,64,3,1,54,98,0.84,0.748,1.588,2022,2023,2,http://www.statiz.co.kr/player.php?name=%EB%A0%89%EC%8A%A4
로하스,1993,0.253,122,403,52,102,24,4,19,65,0,1,55,68,0.474,0.345,0.819,2023,2023,1,http://www.statiz.co.kr/player.php?name=%EB%A1%9C%ED%95%98%EC%8A%A4
마틴,1995,0.283,118,435,55,123,20,2,17,90,15,3,57,107,0.455,0.36,0.815,2023,2023,1,http://www.statiz.co.kr/player.php?name=%EB%A7%88%ED%8B%B4
박대온,1995,0.212,259,364,28,77,16,1,2,23,0,1,13,102,2.127,1.962,4.089,2015,2023,9,http://www.statiz.co.kr/player.php?name=%EB%B0%95%EB%8C%80%EC%98%A8
박석민,1985,0.287,1697,5363,882,1537,271,10,269,1041,23,17,857,1145,7.96,6.746,14.706,2004,2023,20,http://www.statiz.co.kr/player.php?name=%EB%B0%95%EC%84%9D%EB%AF%BC
박정현,2001,0.224,197,478,51,107,17,1,6,41,7,1,27,141,1.223,1.076,2.299,2020,2023,4,http://www.statiz.co.kr/player.php?name=%EB%B0%95%EC%A0%95%ED%98%84
박준태,1991,0.219,427,749,156,164,30,3,11,78,11,5,125,266,2.132,2.608,4.74,2014,2023,10,http://www.statiz.co.kr/player.php?name=%EB%B0%95%EC%A4%80%ED%83%9C
박찬혁,2003,0.206,100,315,26,65,12,0,7,25,0,1,19,108,0.62,0.537,1.157,2022,2023,2,http://www.statiz.co.kr/player.php?name=%EB%B0%95%EC%B0%AC%ED%98%81
송준석,1994,0.233,105,189,20,44,10,0,4,17,0,0,8,39,1.913,1.661,3.574,2018,2023,6,http://www.statiz.co.kr/player.php?name=%EC%86%A1%EC%A4%80%EC%84%9D
신성현,1990,0.217,287,442,75,96,14,1,16,59,2,5,53,160,2.665,2.842,5.507,2015,2023,9,http://www.statiz.co.kr/player.php?name=%EC%8B%A0%EC%84%B1%ED%98%84
안권수,1993,0.278,326,586,112,163,13,4,2,56,24,12,61,88,1.22,1.298,2.518,2020,2023,4,http://www.statiz.co.kr/player.php?name=%EC%95%88%EA%B6%8C%EC%88%98
안재석,2002,0.226,222,499,58,113,20,3,6,36,7,0,38,136,0.936,0.819,1.755,2021,2023,3,http://www.statiz.co.kr/player.php?name=%EC%95%88%EC%9E%AC%EC%84%9D
알포드,1994,0.288,213,774,131,223,50,4,29,120,22,5,80,230,0.965,0.718,1.683,2022,2023,2,http://www.statiz.co.kr/player.php?name=%EC%95%8C%ED%8F%AC%EB%93%9C
오태양,2002,0,37,7,9,0,0,0,0,0,5,5,0,4,0,0.25,0.25,2021,2023,3,http://www.statiz.co.kr/player.php?name=%EC%98%A4%ED%83%9C%EC%96%91
윌리엄스,1993,0.244,68,258,29,63,14,0,9,45,1,1,8,63,0.403,0.275,0.678,2023,2023,1,http://www.statiz.co.kr/player.php?name=%EC%9C%8C%EB%A6%AC%EC%97%84%EC%8A%A4
윤형준,1994,0.251,179,382,32,96,14,1,11,45,2,2,14,105,1.415,1.061,2.476,2018,2023,6,http://www.statiz.co.kr/player.php?name=%EC%9C%A4%ED%98%95%EC%A4%80
이병규,1994,0.2,31,55,10,11,1,1,0,7,1,0,2,15,0.498,0.46,0.958,2022,2023,2,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EB%B3%91%EA%B7%9C
이상호,1989,0.264,775,1101,199,291,34,1,1,80,85,28,46,117,2.865,2.801,5.666,2013,2023,11,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%83%81%ED%98%B8
이성곤,1992,0.242,203,483,45,117,28,2,6,47,3,4,61,145,2.247,2.159,4.406,2014,2023,10,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%84%B1%EA%B3%A4
이시원,1996,0.2,256,345,58,69,3,0,1,13,11,6,13,68,1.454,1.614,3.068,2016,2023,8,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%8B%9C%EC%9B%90
이용찬,1989,0,30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2008,2023,16,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%9A%A9%EC%B0%AC
이재원,1999,0.222,220,509,69,113,19,2,22,78,12,4,46,176,1.252,1.063,2.315,2020,2023,4,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%9E%AC%EC%9B%90
이정범,1998,0.232,41,99,12,23,4,0,3,14,0,0,9,23,0.92,0.818,1.738,2021,2023,3,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%A0%95%EB%B2%94
이정후,1998,0.34,884,3476,581,1181,244,43,65,515,69,23,383,304,3.426,2.855,6.281,2017,2023,7,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%A0%95%ED%9B%84
이천웅,1988,0.289,622,1953,291,564,88,9,18,211,58,39,220,300,3.915,3.949,7.864,2012,2023,12,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%B2%9C%EC%9B%85
이해승,2000,0.233,55,103,11,24,4,0,0,5,0,0,1,30,0.763,0.49,1.253,2022,2023,2,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%ED%95%B4%EC%8A%B9
이흥련,1989,0.233,455,747,86,174,30,2,15,101,3,1,50,188,2.601,2.27,4.871,2014,2023,10,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%ED%9D%A5%EB%A0%A8
장운호,1994,0.238,338,727,88,173,24,1,5,78,9,13,74,172,2.584,2.685,5.269,2013,2023,11,http://www.statiz.co.kr/player.php?name=%EC%9E%A5%EC%9A%B4%ED%98%B8
정우람,1985,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2023,19,http://www.statiz.co.kr/player.php?name=%EC%A0%95%EC%9A%B0%EB%9E%8C
정주현,1990,0.237,762,1653,260,392,68,12,18,153,68,35,170,383,3.232,3.127,6.359,2009,2023,15,http://www.statiz.co.kr/player.php?name=%EC%A0%95%EC%A3%BC%ED%98%84
주효상,1997,0.192,256,391,33,75,15,1,2,37,1,2,36,139,1.46,1.469,2.929,2016,2023,8,http://www.statiz.co.kr/player.php?name=%EC%A3%BC%ED%9A%A8%EC%83%81
지시완,1994,0.244,324,679,69,166,30,0,19,85,1,0,54,199,2.211,2.052,4.263,2015,2023,9,http://www.statiz.co.kr/player.php?name=%EC%A7%80%EC%8B%9C%EC%99%84
피렐라,1989,0.305,420,1671,270,509,86,7,73,286,30,15,154,239,1.485,1.109,2.594,2021,2023,3,http://www.statiz.co.kr/player.php?name=%ED%94%BC%EB%A0%90%EB%9D%BC
하준호,1989,0.233,326,726,111,169,32,1,14,72,32,13,70,236,1.662,1.445,3.107,2009,2023,15,http://www.statiz.co.kr/player.php?name=%ED%95%98%EC%A4%80%ED%98%B8
허관회,1999,0.189,54,95,8,18,2,0,0,3,1,0,14,32,0.994,1.079,2.073,2020,2023,4,http://www.statiz.co.kr/player.php?name=%ED%97%88%EA%B4%80%ED%9A%8C
가르시아,1993,0.206,39,136,21,28,6,1,4,19,4,1,19,40,0.353,0.308,0.661,2022,2022,1,http://www.statiz.co.kr/player.php?name=%EA%B0%80%EB%A5%B4%EC%8B%9C%EC%95%84
강로한,1992,0.223,164,350,53,78,15,6,6,30,9,3,19,137,0.993,0.921,1.914,2015,2022,8,http://www.statiz.co.kr/player.php?name=%EA%B0%95%EB%A1%9C%ED%95%9C
강민국,1992,0.229,197,275,32,63,6,1,1,22,2,1,19,54,1.39,1.583,2.973,2014,2022,9,http://www.statiz.co.kr/player.php?name=%EA%B0%95%EB%AF%BC%EA%B5%AD
강상원,1997,0.123,75,57,15,7,1,0,0,3,4,0,10,18,0.394,0.655,1.049,2017,2022,6,http://www.statiz.co.kr/player.php?name=%EA%B0%95%EC%83%81%EC%9B%90
고명성,1999,0.105,43,19,5,2,0,0,0,0,0,0,2,7,0.125,0.222,0.347,2018,2022,5,http://www.statiz.co.kr/player.php?name=%EA%B3%A0%EB%AA%85%EC%84%B1
김기환,1995,0.216,139,255,46,55,13,3,3,19,29,6,21,83,1.633,1.06,2.693,2020,2022,3,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EA%B8%B0%ED%99%98
김성표,1994,0.209,71,43,16,9,0,0,0,1,5,1,6,14,0.576,0.77,1.346,2020,2022,3,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%84%B1%ED%91%9C
김응민,1991,0.186,104,172,15,32,3,0,2,15,0,0,8,41,2.272,1.369,3.641,2014,2022,9,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%9D%91%EB%AF%BC
김재유,1992,0.26,196,327,58,85,9,0,2,29,20,5,23,81,0.903,1.091,1.994,2015,2022,8,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%9E%AC%EC%9C%A0
김재현,1991,0.203,267,271,39,55,8,0,0,28,1,1,16,65,0.99,1.302,2.292,2014,2022,9,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%9E%AC%ED%98%84
김호은,1992,0.219,78,114,12,25,5,0,2,11,0,0,7,19,0.35,0.304,0.654,2020,2022,3,http://www.statiz.co.kr/player.php?name=%EA%B9%80%ED%98%B8%EC%9D%80
나지완,1985,0.277,1473,4561,668,1265,201,8,221,862,35,20,666,1115,6.264,5.289,11.553,2008,2022,15,http://www.statiz.co.kr/player.php?name=%EB%82%98%EC%A7%80%EC%99%84
라가레스,1989,0.315,49,181,24,57,9,0,6,32,3,1,14,18,0.464,0.362,0.826,2022,2022,1,http://www.statiz.co.kr/player.php?name=%EB%9D%BC%EA%B0%80%EB%A0%88%EC%8A%A4
류승현,1997,0.268,95,228,23,61,11,2,1,27,3,2,16,42,0.733,0.682,1.415,2018,2022,5,http://www.statiz.co.kr/player.php?name=%EB%A5%98%EC%8A%B9%ED%98%84
마티니,1990,0.296,139,510,67,151,34,1,16,85,12,4,51,86,0.461,0.365,0.826,2022,2022,1,http://www.statiz.co.kr/player.php?name=%EB%A7%88%ED%8B%B0%EB%8B%88
박승규,2000,0.23,226,343,49,79,14,0,4,25,8,7,21,63,1.101,1.101,2.202,2019,2022,4,http://www.statiz.co.kr/player.php?name=%EB%B0%95%EC%8A%B9%EA%B7%9C
박용택,1979,0.308,2237,8139,1259,2504,441,44,213,1192,313,90,793,1392,8.449,6.97,15.419,2002,2022,21,http://www.statiz.co.kr/player.php?name=%EB%B0%95%EC%9A%A9%ED%83%9D
박재욱,1995,0.258,42,62,5,16,2,0,0,5,0,0,2,13,0.565,0.599,1.164,2016,2022,7,http://www.statiz.co.kr/player.php?name=%EB%B0%95%EC%9E%AC%EC%9A%B1
배성근,1995,0.18,140,183,28,33,6,0,1,11,2,1,20,63,0.661,0.75,1.411,2019,2022,4,http://www.statiz.co.kr/player.php?name=%EB%B0%B0%EC%84%B1%EA%B7%BC
백용환,1989,0.203,390,752,81,153,28,0,29,83,5,3,90,231,3.375,2.854,6.229,2013,2022,10,http://www.statiz.co.kr/player.php?name=%EB%B0%B1%EC%9A%A9%ED%99%98
오재원,1985,0.267,1571,4321,678,1152,192,33,64,521,289,89,462,933,5.502,5.118,10.62,2007,2022,16,http://www.statiz.co.kr/player.php?name=%EC%98%A4%EC%9E%AC%EC%9B%90
오준혁,1992,0.234,280,542,67,127,21,4,9,59,3,7,35,144,2.295,2.143,4.438,2011,2022,12,http://www.statiz.co.kr/player.php?name=%EC%98%A4%EC%A4%80%ED%98%81
이대호,1982,0.309,1971,7118,972,2199,331,6,374,1425,11,11,745,1025,8.59,6.644,15.234,2001,2022,22,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EB%8C%80%ED%98%B8
이주형,2002,0.16,37,81,8,13,0,0,2,11,0,0,11,34,0.611,0.476,1.087,2021,2022,2,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%A3%BC%ED%98%95
이해창,1987,0.224,428,883,83,198,33,0,28,112,2,12,49,220,1.993,1.975,3.968,2011,2022,12,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%ED%95%B4%EC%B0%BD
이현석,1992,0.208,122,212,16,44,7,0,7,29,1,0,9,73,2.386,1.174,3.56,2015,2022,8,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%ED%98%84%EC%84%9D
전민수,1989,0.263,335,631,74,166,37,1,7,68,9,4,59,142,2.277,2.384,4.661,2008,2022,15,http://www.statiz.co.kr/player.php?name=%EC%A0%84%EB%AF%BC%EC%88%98
정범모,1987,0.208,485,943,85,196,47,0,19,96,13,10,80,262,4.053,3.203,7.256,2006,2022,17,http://www.statiz.co.kr/player.php?name=%EC%A0%95%EB%B2%94%EB%AA%A8
정진기,1992,0.228,400,803,119,183,25,4,23,94,29,7,42,200,2.187,2.696,4.883,2011,2022,12,http://www.statiz.co.kr/player.php?name=%EC%A0%95%EC%A7%84%EA%B8%B0
최영진,1988,0.255,370,730,85,186,34,5,14,77,12,10,54,146,3.021,2.437,5.458,2012,2022,11,http://www.statiz.co.kr/player.php?name=%EC%B5%9C%EC%98%81%EC%A7%84
