name,birth,G,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,active_year,pic_url,first_year,last_year,AVG,OBP,SLG,OPS
안태영,1985,53,97,15,29,8,0,2,43,12,1,0,8,12,35,3,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/74460.jpg,2013,2014,0.299,0.352,0.443,0.796
안희봉,1972,43,68,4,16,2,0,3,27,12,0,0,3,2,22,3,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/98369.jpg,1998,2001,0.235,0.268,0.397,0.665
알드리지,1979,117,414,55,98,20,1,20,180,73,6,2,59,2,139,5,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61332.jpg,2011,2011,0.237,0.332,0.435,0.767
알몬테,1989,60,225,18,61,9,0,7,91,36,1,0,22,1,50,9,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51004.jpg,2021,2021,0.271,0.336,0.404,0.74
알칸트라,1971,116,422,57,112,16,2,22,198,69,0,2,46,3,104,10,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/73123.jpg,2003,2004,0.265,0.338,0.469,0.807
알테어,1991,279,974,173,268,39,9,63,514,192,42,8,103,23,305,16,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50923.jpg,2020,2021,0.275,0.344,0.528,0.872
알포드,1994,213,774,131,223,50,4,29,368,120,22,5,80,9,230,9,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/52009.jpg,2022,2023,0.288,0.355,0.475,0.83
얀,1966,106,330,52,89,18,0,17,158,62,1,1,52,2,88,7,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71543.jpg,2001,2001,0.27,0.369,0.479,0.848
양성우,1989,406,1168,150,295,53,5,9,385,115,17,8,123,26,209,25,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62797.jpg,2012,2020,0.253,0.324,0.33,0.653
양세종,1958,492,1490,166,403,64,11,27,570,199,36,32,114,17,157,41,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82276.jpg,1982,1990,0.27,0.322,0.383,0.705
양승관,1959,446,1334,150,330,66,6,31,501,155,14,19,99,12,202,29,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82374.jpg,1982,1990,0.247,0.299,0.376,0.675
양승학,1984,47,93,12,24,5,0,4,41,12,0,0,7,2,29,2,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/73856.jpg,2004,2009,0.258,0.31,0.441,0.751
양승호,1960,195,413,33,92,14,2,4,122,41,5,3,28,13,44,16,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/95273.jpg,1983,1986,0.223,0.272,0.295,0.568
양영동,1983,173,180,44,34,5,1,0,41,8,20,5,22,2,47,2,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/76459.jpg,2006,2013,0.189,0.277,0.228,0.505
양용모,1967,746,1658,210,395,71,7,21,543,187,83,32,159,19,392,41,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/91734.jpg,1991,2002,0.238,0.305,0.328,0.632
양우현,2000,15,37,0,3,0,0,0,3,1,0,0,2,0,11,2,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69403.jpg,2019,2024,0.081,0.128,0.081,0.209
양종민,1990,150,147,24,27,5,1,1,37,17,1,4,11,0,53,5,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/79530.jpg,2009,2019,0.184,0.241,0.252,0.492
양준혁,1969,2135,7332,1299,2318,458,25,351,3879,1389,193,119,1278,102,910,166,18,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93410.jpg,1993,2010,0.316,0.418,0.529,0.947
양찬열,1997,113,200,37,47,6,2,3,66,22,3,2,27,2,49,3,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/50293.jpg,2020,2024,0.235,0.326,0.33,0.656
양현석,1977,400,795,81,191,34,3,24,303,114,7,7,72,20,163,19,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70608.jpg,2000,2007,0.24,0.303,0.381,0.684
양회열,1971,204,465,48,111,11,1,0,124,25,2,6,37,5,98,6,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/91113.jpg,1991,1996,0.239,0.295,0.267,0.561
양후승,1961,388,450,83,101,15,3,6,140,32,17,18,62,3,103,7,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/85370.jpg,1985,1992,0.224,0.318,0.311,0.629
엄정대,1975,175,153,34,32,3,1,3,46,19,3,3,9,5,40,5,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/98569.jpg,1998,2003,0.209,0.253,0.301,0.554
엄태섭,1959,46,105,8,19,3,0,0,22,6,2,0,4,0,14,1,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80071.jpg,1982,1984,0.181,0.211,0.21,0.421
엄태용,1994,56,81,4,18,5,0,0,23,7,1,0,2,0,24,1,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62748.jpg,2013,2014,0.222,0.241,0.284,0.525
에레라,1972,156,628,84,206,35,2,21,308,83,17,12,32,6,81,12,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71859.jpg,2001,2002,0.328,0.361,0.49,0.851
에반스,1986,256,914,151,275,50,0,51,478,171,2,0,130,8,204,25,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/66244.jpg,2016,2017,0.301,0.388,0.523,0.911
엔젤,1975,40,131,21,36,3,0,9,66,27,2,0,23,2,30,4,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/74723.jpg,2004,2004,0.275,0.383,0.504,0.887
여태구,1964,591,1495,200,376,63,17,18,527,148,86,33,168,10,201,11,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/88376.jpg,1988,1995,0.252,0.327,0.353,0.68
연경흠,1983,345,774,102,180,40,3,26,304,88,2,1,76,13,183,19,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/76743.jpg,2006,2013,0.233,0.301,0.393,0.694
염경엽,1968,896,1449,197,283,53,7,5,365,110,83,34,122,11,208,21,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/91350.jpg,1991,2000,0.195,0.258,0.252,0.51
예진원,1999,117,190,23,33,9,1,2,50,13,0,1,19,2,49,3,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68330.jpg,2018,2024,0.174,0.249,0.263,0.512
오그레디,1992,22,80,3,10,3,0,0,13,8,1,0,5,0,40,0,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/53712.jpg,2023,2023,0.125,0.176,0.162,0.339
오대석,1960,723,2055,249,514,77,7,36,713,248,41,20,250,22,264,47,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82477.jpg,1982,1991,0.25,0.331,0.347,0.678
오덕환,1959,198,344,23,69,7,0,0,76,16,4,4,21,2,34,6,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80072.jpg,1986,1988,0.201,0.247,0.221,0.468
오리어리,1969,63,211,30,56,14,2,10,104,28,0,0,23,4,37,7,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/74429.jpg,2004,2004,0.265,0.338,0.493,0.83
오윤,1981,350,592,61,135,22,3,8,187,71,8,4,80,11,151,21,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70312.jpg,2005,2014,0.228,0.32,0.316,0.636
오재원,1985,1571,4321,678,1152,192,33,64,1602,521,289,89,462,48,933,84,16,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/77248.jpg,2007,2022,0.267,0.337,0.371,0.708
오재일,1986,1491,4498,616,1229,274,7,215,2162,873,14,7,582,31,1132,68,17,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/75334.jpg,2005,2024,0.273,0.356,0.481,0.837
오재필,1982,162,233,32,49,6,1,3,66,21,15,5,17,6,95,1,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/75736.jpg,2006,2013,0.21,0.264,0.283,0.547
오정복,1986,425,1070,155,306,50,4,19,421,127,7,8,103,13,138,19,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/79453.jpg,2009,2018,0.286,0.349,0.393,0.742
오정환,1999,39,45,9,8,1,0,0,9,3,0,2,1,0,21,1,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68614.jpg,2019,2021,0.178,0.196,0.2,0.396
오준혁,1992,280,542,67,127,21,4,9,183,59,3,7,35,5,144,15,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61743.jpg,2011,2022,0.234,0.281,0.338,0.618
오태근,1978,214,288,42,54,13,2,1,74,11,27,17,27,7,69,2,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/72169.jpg,2003,2009,0.188,0.257,0.257,0.514
오현근,1985,57,54,8,10,2,0,0,12,5,3,2,8,0,13,0,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/78850.jpg,2008,2016,0.185,0.29,0.222,0.513
왓슨,1978,10,38,3,7,1,0,2,14,6,0,0,4,0,5,1,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/79225.jpg,2009,2009,0.184,0.262,0.368,0.63
용덕한,1981,653,988,106,223,36,1,9,288,74,7,7,59,15,203,33,11,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/74223.jpg,2004,2016,0.226,0.269,0.291,0.561
우경하,1957,323,854,77,192,26,3,17,275,70,5,12,39,21,136,19,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/85580.jpg,1983,1988,0.225,0.259,0.322,0.581
우동균,1989,355,614,87,135,28,3,9,196,83,11,8,94,2,143,6,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/78454.jpg,2008,2017,0.22,0.323,0.319,0.643
우드,1967,35,110,10,28,9,0,1,40,9,1,1,11,1,20,3,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70503.jpg,2000,2000,0.255,0.322,0.364,0.686
우즈,1969,614,2228,412,655,90,6,174,1279,510,27,10,358,17,610,62,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/98233.jpg,1998,2002,0.294,0.392,0.574,0.966
원원근,1967,460,1069,105,277,48,6,8,361,121,19,21,125,8,154,18,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/88374.jpg,1988,1995,0.259,0.337,0.338,0.674
윌리엄스,1964,37,133,22,33,7,0,12,76,26,0,0,25,4,36,4,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70309.jpg,2000,2000,0.248,0.367,0.571,0.939
윌리엄스,1993,68,258,29,63,14,0,9,104,45,1,1,8,4,63,6,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/53716.jpg,2023,2023,0.244,0.267,0.403,0.67
윌리엄슨,1990,40,154,19,42,7,1,4,63,15,0,1,13,0,50,2,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69405.jpg,2019,2019,0.273,0.329,0.409,0.738
윌슨,1990,68,231,21,58,15,0,9,100,37,1,2,31,5,60,8,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69569.jpg,2019,2019,0.251,0.34,0.433,0.773
유고웅,1958,336,1024,112,251,31,6,11,327,91,43,21,106,5,93,19,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80073.jpg,1985,1988,0.245,0.316,0.319,0.635
유동효,1965,435,885,103,187,33,4,17,279,83,10,5,108,11,220,22,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/88372.jpg,1988,1994,0.211,0.297,0.315,0.612
유두열,1956,738,2224,297,588,102,14,58,892,268,56,40,256,47,220,47,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/83573.jpg,1983,1991,0.264,0.34,0.401,0.741
유로결,2000,182,339,40,53,9,0,2,68,24,6,3,25,4,104,10,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69766.jpg,2019,2024,0.156,0.214,0.201,0.415
유민상,1989,367,955,116,251,56,2,23,380,156,3,1,125,26,203,34,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62265.jpg,2015,2021,0.263,0.348,0.398,0.746
유상빈,2000,20,52,4,15,5,0,0,20,4,0,1,1,1,12,0,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/52705.jpg,2022,2023,0.288,0.302,0.385,0.687
유서준,1995,59,45,16,7,1,0,1,11,2,4,2,2,0,15,3,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64890.jpg,2015,2021,0.156,0.191,0.244,0.436
유선정,1986,160,273,23,55,7,1,1,67,27,2,1,37,3,59,6,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/76322.jpg,2007,2015,0.201,0.297,0.245,0.542
유성룡,1960,38,66,4,16,1,0,0,17,12,2,1,1,2,12,2,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80077.jpg,1983,1985,0.242,0.254,0.258,0.511
유승안,1956,787,2189,238,576,85,3,92,943,358,15,22,264,9,411,51,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82174.jpg,1982,1991,0.263,0.342,0.431,0.773
유영원,1969,27,55,6,10,4,1,2,22,6,0,0,1,0,21,0,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/92818.jpg,1992,1993,0.182,0.196,0.4,0.596
유영환,1969,80,198,16,40,4,1,2,52,13,2,2,10,3,41,3,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/92307.jpg,1992,1994,0.202,0.24,0.263,0.503
유재신,1987,516,395,146,102,11,5,1,126,40,62,26,36,2,99,6,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/76368.jpg,2008,2019,0.258,0.32,0.319,0.639
유재웅,1979,392,753,84,185,42,1,21,292,95,2,6,72,11,194,16,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/72220.jpg,2002,2012,0.246,0.312,0.388,0.699
유제룡,1956,77,167,17,34,3,1,0,39,8,5,5,14,0,23,3,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80078.jpg,1984,1986,0.204,0.265,0.234,0.499
유지홍,1962,265,513,40,127,17,0,2,150,41,8,9,32,6,69,9,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/85171.jpg,1985,1990,0.248,0.292,0.292,0.584
유지훤,1955,630,1807,173,407,54,15,12,527,187,38,30,106,23,141,54,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/30004.jpg,1982,1988,0.225,0.268,0.292,0.56
유충돌,1967,33,53,4,10,3,0,2,19,6,0,0,1,2,20,1,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/90580.jpg,1990,1991,0.189,0.204,0.358,0.562
유필선,1970,179,329,54,78,16,2,6,116,31,4,6,34,18,92,4,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/96513.jpg,1996,2001,0.237,0.309,0.353,0.661
유한준,1981,1650,5316,717,1606,284,6,151,2355,883,35,20,594,45,728,153,15,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/74339.jpg,2005,2021,0.302,0.372,0.443,0.815
유해덕,1962,61,47,10,7,1,0,0,8,1,3,3,4,0,7,0,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/86774.jpg,1986,1988,0.149,0.216,0.17,0.386
윤기수,1971,156,189,14,40,4,1,0,46,6,3,5,9,2,26,5,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94232.jpg,1994,1996,0.212,0.247,0.243,0.491
윤덕규,1963,1275,4073,480,1161,192,48,47,1590,438,73,55,368,27,490,97,13,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/85172.jpg,1985,1997,0.285,0.344,0.39,0.735
윤동균,1949,594,1963,263,560,98,21,38,814,277,41,22,287,7,194,40,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80079.jpg,1982,1989,0.285,0.376,0.415,0.791
윤병호,1989,83,106,17,19,4,0,1,26,5,3,0,4,1,27,2,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62016.jpg,2015,2018,0.179,0.209,0.245,0.454
윤석민,1985,941,2821,372,805,137,4,103,1259,466,13,10,226,36,462,115,14,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/74215.jpg,2004,2020,0.285,0.338,0.446,0.785
윤성훈,1966,151,229,21,40,8,1,0,50,15,6,2,18,4,45,2,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/89372.jpg,1990,1992,0.175,0.235,0.218,0.453
윤수강,1990,67,89,8,17,7,0,1,27,8,0,0,5,0,30,2,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62537.jpg,2012,2020,0.191,0.234,0.303,0.537
윤승균,1983,120,101,34,19,2,0,1,24,6,40,13,5,1,37,0,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/75266.jpg,2005,2006,0.188,0.226,0.238,0.464
윤요섭,1982,501,905,93,228,35,1,26,343,135,10,7,89,19,199,34,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/78892.jpg,2008,2017,0.252,0.319,0.379,0.698
윤용하,1968,236,404,46,99,21,2,14,166,50,2,6,33,2,79,8,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/91409.jpg,1991,1994,0.245,0.302,0.411,0.713
윤재국,1975,714,1766,234,453,63,22,19,617,170,53,29,154,6,350,14,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/98808.jpg,1998,2009,0.257,0.316,0.349,0.666
윤재호,1967,617,1313,139,294,42,5,5,361,115,52,31,146,20,182,26,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/89674.jpg,1989,1996,0.224,0.302,0.275,0.577
윤정우,1988,126,144,34,33,8,0,3,50,15,15,3,8,8,38,7,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61652.jpg,2011,2018,0.229,0.27,0.347,0.617
윤진호,1986,403,260,42,40,10,0,1,53,15,6,4,11,2,70,9,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/79198.jpg,2009,2019,0.154,0.188,0.204,0.392
윤찬,1967,137,191,24,39,5,0,2,50,23,4,7,22,6,32,4,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80080.jpg,1992,1995,0.204,0.286,0.262,0.548
윤해진,1989,184,214,37,45,4,0,2,55,14,8,5,11,4,52,3,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62668.jpg,2012,2019,0.21,0.249,0.257,0.506
윤혁,1967,199,519,57,136,25,2,2,171,42,11,3,59,5,64,16,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80081.jpg,1991,1995,0.262,0.337,0.329,0.667
윤현식,1977,88,50,9,4,0,0,0,4,1,0,1,3,0,12,1,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70148.jpg,2000,2004,0.08,0.132,0.08,0.212
윤형준,1994,179,382,32,96,14,1,11,145,45,2,2,14,4,105,9,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/63905.jpg,2018,2023,0.251,0.278,0.38,0.657
윤홍식,1962,47,57,8,13,4,1,0,19,1,2,3,1,2,15,1,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80082.jpg,1986,1987,0.228,0.241,0.333,0.575
이강돈,1961,1217,3979,533,1132,203,38,87,1672,557,88,75,387,17,657,69,12,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/86724.jpg,1986,1997,0.284,0.348,0.42,0.768
이건열,1963,897,2401,266,576,72,4,30,746,251,55,34,189,25,383,64,12,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/86620.jpg,1986,1997,0.24,0.295,0.311,0.606
이경복,1970,372,677,56,164,31,2,7,220,81,2,3,40,10,59,25,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/89622.jpg,1989,1998,0.242,0.285,0.325,0.609
이경수,1959,32,59,9,11,3,1,0,16,3,1,0,2,1,8,1,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80083.jpg,1982,1982,0.186,0.213,0.271,0.484
이경호,1973,13,33,2,6,0,0,0,6,2,1,0,2,0,10,2,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/92308.jpg,1993,1993,0.182,0.229,0.182,0.41
이계성,1977,408,808,85,189,44,3,11,272,88,11,8,79,2,191,10,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/96468.jpg,1996,2005,0.234,0.302,0.337,0.639
이광근,1962,402,917,90,239,62,5,12,347,103,2,12,104,10,135,18,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/86321.jpg,1986,1992,0.261,0.336,0.378,0.714
이광길,1960,567,1256,148,288,56,7,7,379,120,48,36,206,19,183,32,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/83320.jpg,1983,1992,0.229,0.338,0.302,0.64
이광은,1955,922,3279,475,929,149,26,90,1400,473,119,60,311,55,314,81,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82121.jpg,1982,1991,0.283,0.345,0.427,0.772
이근식,1959,253,477,46,111,16,1,1,132,41,10,4,34,9,47,11,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80085.jpg,1982,1986,0.233,0.284,0.277,0.56
이근엽,1972,408,787,59,150,20,1,5,187,42,20,14,52,16,163,7,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/91344.jpg,1991,1999,0.191,0.241,0.238,0.478
이대수,1981,1190,2860,328,736,131,21,35,1014,299,43,29,224,47,523,64,17,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/72860.jpg,2002,2018,0.257,0.311,0.355,0.666
이대진,1974,24,37,2,3,1,1,0,6,4,0,0,2,0,18,0,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93626.jpg,2000,2002,0.081,0.128,0.162,0.29
이대형,1983,1603,5083,807,1414,132,38,9,1649,361,505,177,437,24,848,50,17,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/73153.jpg,2003,2019,0.278,0.335,0.324,0.66
이대호,1982,1971,7118,972,2199,331,6,374,3664,1425,11,11,745,180,1025,239,17,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71564.jpg,2001,2022,0.309,0.374,0.515,0.889
이도형,1975,1155,3154,317,815,142,6,130,1359,519,5,5,243,39,537,99,15,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93225.jpg,1994,2010,0.258,0.311,0.431,0.742
이동수,1973,674,1813,257,487,82,9,89,854,328,8,5,224,67,522,51,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93494.jpg,1994,2003,0.269,0.349,0.471,0.82
이동욱,1974,143,272,17,60,9,1,5,86,26,1,3,21,7,52,6,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/97515.jpg,1997,2003,0.221,0.276,0.316,0.593
이동채,1971,58,80,8,12,0,0,0,12,5,1,1,3,0,22,0,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/90522.jpg,1990,1994,0.15,0.181,0.15,0.331
이만수,1958,1449,4310,624,1276,193,7,252,2239,860,52,48,554,118,490,140,16,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82420.jpg,1982,1997,0.296,0.376,0.519,0.896
이명기,1987,1037,3624,574,1104,166,28,28,1410,327,108,60,324,35,556,53,15,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/76849.jpg,2008,2024,0.305,0.362,0.389,0.751
이명수,1966,1221,3504,383,953,140,21,61,1318,423,28,39,426,17,502,90,13,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/89221.jpg,1989,2001,0.272,0.351,0.376,0.727
이민재,1988,35,44,6,9,1,0,0,10,4,0,1,1,1,12,0,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61194.jpg,2012,2015,0.205,0.222,0.227,0.449
이민호,1969,556,1369,168,330,63,6,51,558,167,19,15,130,33,358,30,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93748.jpg,1993,2000,0.241,0.307,0.408,0.714
이범호,1981,2001,6370,954,1727,334,12,329,3072,1127,49,29,863,115,1158,176,19,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70756.jpg,2000,2019,0.271,0.358,0.482,0.84
이병규,1974,1741,6571,992,2043,371,38,161,2973,972,147,66,526,66,838,151,17,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/97109.jpg,1997,2016,0.311,0.362,0.452,0.814
이병규,1983,835,2232,344,621,117,11,75,985,366,30,24,398,40,615,40,15,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/76100.jpg,2006,2021,0.278,0.387,0.441,0.829
이병규,1994,31,55,10,11,1,1,0,14,7,1,0,2,0,15,0,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67363.jpg,2022,2023,0.2,0.228,0.255,0.483
이병훈,1967,516,1317,136,352,41,2,38,511,169,8,8,87,6,173,44,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/90460.jpg,1990,1996,0.267,0.313,0.388,0.701
이보형,1972,80,115,8,18,6,1,2,32,13,3,1,13,2,39,3,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/95269.jpg,1995,1997,0.157,0.242,0.278,0.52
