name,birth,G,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,active_year,pic_url,first_year,last_year,AVG,OBP,SLG,OPS
이복근,1962,267,448,37,94,20,2,6,136,45,2,5,41,2,124,3,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/86220.jpg,1986,1991,0.21,0.276,0.304,0.58
이봉우,1977,158,140,18,23,5,1,2,36,8,7,3,3,0,30,3,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/96856.jpg,1996,1998,0.164,0.182,0.257,0.439
이상대,1967,350,832,85,198,33,8,5,262,64,8,8,62,7,127,21,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/92816.jpg,1989,1994,0.238,0.291,0.315,0.606
이상호,1989,775,1101,199,291,34,1,1,330,80,85,28,46,9,117,40,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/60566.jpg,2013,2023,0.264,0.294,0.3,0.594
이상훈,1987,88,142,16,24,1,0,2,31,4,6,1,12,7,28,3,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/60724.jpg,2010,2016,0.169,0.234,0.218,0.452
이석규,1957,72,109,12,18,3,0,2,27,8,1,0,15,0,22,5,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80092.jpg,1984,1986,0.165,0.266,0.248,0.514
이선웅,1961,879,2633,223,666,102,7,23,851,282,35,25,233,32,250,99,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/83321.jpg,1983,1992,0.253,0.314,0.323,0.637
이성곤,1992,203,483,45,117,28,2,6,167,47,3,4,61,3,145,8,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64266.jpg,2014,2023,0.242,0.327,0.346,0.673
이성근,1962,19,40,5,9,2,0,0,11,5,0,0,1,0,9,0,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80093.jpg,1986,1988,0.225,0.244,0.275,0.519
이성득,1953,51,116,6,22,1,0,0,23,2,2,2,12,0,8,5,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80094.jpg,1982,1982,0.19,0.266,0.198,0.464
이성수,1960,57,85,12,16,3,1,0,21,8,6,4,7,1,12,0,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80095.jpg,1983,1986,0.188,0.25,0.247,0.497
이성열,1984,1506,4134,588,1047,187,17,190,1838,698,63,40,369,147,1359,55,18,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/73136.jpg,2004,2021,0.253,0.314,0.445,0.759
이성우,1981,620,821,62,182,27,0,7,230,75,4,0,46,9,137,36,14,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71184.jpg,2008,2021,0.222,0.263,0.28,0.543
이순철,1961,1388,4775,768,1252,217,30,145,1964,612,371,145,544,81,689,130,14,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/85620.jpg,1985,1998,0.262,0.338,0.411,0.749
이숭용,1971,2001,6139,783,1727,330,22,162,2587,857,62,54,767,113,865,136,18,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94310.jpg,1994,2011,0.281,0.361,0.421,0.783
이승엽,1976,1906,7132,1355,2156,464,28,467,4077,1498,57,25,953,102,1344,120,15,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/95436.jpg,1995,2017,0.302,0.385,0.572,0.956
이승재,1983,53,45,3,7,2,1,0,11,5,0,0,1,0,10,2,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/76553.jpg,2006,2014,0.156,0.174,0.244,0.418
이승준,1976,131,233,23,53,10,0,11,96,27,2,0,18,4,89,3,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/99229.jpg,2003,2006,0.227,0.283,0.412,0.695
이승희,1959,558,1311,163,338,48,22,17,481,120,35,26,126,6,233,29,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/85220.jpg,1985,1992,0.258,0.323,0.367,0.69
이시온,1975,94,350,46,99,19,1,13,159,46,7,1,35,6,99,10,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/73564.jpg,2003,2004,0.283,0.348,0.454,0.802
이시원,1996,256,345,58,69,3,0,1,75,13,11,6,13,6,68,6,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/66702.jpg,2016,2023,0.2,0.229,0.217,0.446
이시찬,1985,313,448,72,99,12,1,1,116,36,43,10,31,3,85,14,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/74148.jpg,2004,2015,0.221,0.271,0.259,0.53
이양기,1981,326,689,61,180,32,1,6,232,75,7,0,53,23,126,32,11,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/73725.jpg,2003,2017,0.261,0.314,0.337,0.651
이여상,1984,478,994,103,223,39,4,14,312,110,35,11,76,12,265,24,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/76435.jpg,2007,2016,0.224,0.279,0.314,0.593
이연수,1963,301,654,77,153,17,2,11,207,63,15,18,66,16,95,18,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/87322.jpg,1987,1999,0.234,0.304,0.317,0.621
이영구,1954,277,992,119,268,62,2,13,373,104,13,14,96,10,63,29,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80097.jpg,1983,1985,0.27,0.335,0.376,0.711
이영수,1981,61,107,10,23,6,0,2,35,15,0,0,16,4,15,6,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/74650.jpg,2005,2010,0.215,0.317,0.327,0.644
이영우,1973,1312,4346,735,1275,272,33,135,2018,533,112,81,562,44,723,109,13,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/96734.jpg,1996,2010,0.293,0.374,0.464,0.839
이영욱,1985,535,955,173,232,40,7,12,322,104,73,23,104,18,264,10,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/78467.jpg,2008,2018,0.243,0.317,0.337,0.654
이용석,1970,64,124,6,27,6,0,1,36,10,0,2,4,0,27,0,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93601.jpg,1993,1993,0.218,0.242,0.29,0.533
이용주,1976,96,116,14,23,2,0,1,28,6,0,0,12,1,21,4,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/95316.jpg,1995,2002,0.198,0.273,0.241,0.515
이우민,1982,1003,1854,275,432,52,12,15,553,168,56,39,142,81,463,26,15,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71565.jpg,2001,2017,0.233,0.288,0.298,0.586
이우석,1975,49,84,13,16,2,0,0,18,2,3,2,8,0,17,1,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/98615.jpg,1998,2000,0.19,0.261,0.214,0.475
이우수,1972,286,575,54,127,22,4,4,169,44,2,5,23,2,116,8,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/91402.jpg,1991,1996,0.221,0.251,0.294,0.545
이원석,1986,1814,5474,650,1429,249,16,144,2142,791,25,26,546,74,1051,128,19,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/75566.jpg,2005,2024,0.261,0.328,0.391,0.719
이원재,1989,277,595,61,157,28,2,17,240,79,3,4,42,2,118,12,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62025.jpg,2017,2021,0.264,0.312,0.403,0.716
이윤섭,1958,23,31,3,6,2,0,1,11,5,0,0,2,0,10,1,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82665.jpg,1982,1982,0.194,0.242,0.355,0.597
이은총,1991,11,35,3,6,1,0,0,7,3,0,0,1,1,7,0,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64602.jpg,2015,2015,0.171,0.194,0.2,0.394
이인구,1980,347,840,114,206,33,7,10,283,74,27,12,79,23,169,14,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/73563.jpg,2003,2013,0.245,0.31,0.337,0.647
이인행,1991,36,50,2,9,1,0,0,10,2,0,0,4,1,16,1,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/60648.jpg,2015,2019,0.18,0.241,0.2,0.441
이일의,1971,74,124,13,30,5,0,1,38,8,0,1,10,2,29,5,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/72195.jpg,2002,2003,0.242,0.299,0.306,0.605
이재성,1962,112,152,23,31,4,2,0,39,10,4,3,19,3,42,4,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/87520.jpg,1987,1991,0.204,0.292,0.257,0.549
이재원,1999,220,509,69,113,19,2,22,202,78,12,4,46,16,176,6,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68106.jpg,2020,2023,0.222,0.286,0.397,0.683
이재율,1993,165,102,47,20,4,1,0,26,6,25,5,3,6,26,2,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/66968.jpg,2016,2021,0.196,0.219,0.255,0.474
이재주,1973,981,2200,239,554,111,4,82,919,352,4,13,306,25,541,61,17,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/92304.jpg,1992,2009,0.252,0.343,0.418,0.761
이전진,1972,30,46,2,11,2,0,0,13,3,1,0,3,1,16,1,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/92206.jpg,1992,1996,0.239,0.286,0.283,0.568
이정범,1998,41,99,12,23,4,0,3,36,14,0,0,9,0,23,2,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67807.jpg,2021,2023,0.232,0.296,0.364,0.66
이정식,1981,359,441,51,90,14,0,10,134,40,6,1,38,7,109,11,11,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/74402.jpg,2004,2016,0.204,0.267,0.304,0.571
이정은,1962,35,70,6,12,5,1,0,19,7,0,1,5,1,14,0,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80099.jpg,1986,1986,0.171,0.227,0.271,0.498
이정후,1998,884,3476,581,1181,244,43,65,1706,515,69,23,383,39,304,64,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/67341.jpg,2017,2023,0.34,0.405,0.491,0.896
이정훈,1963,918,3072,515,918,153,37,66,1343,353,151,55,312,44,246,34,11,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/87721.jpg,1987,1997,0.299,0.363,0.437,0.801
이정훈,1994,185,409,41,111,22,0,3,142,52,1,1,47,7,89,10,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67644.jpg,2017,2024,0.271,0.346,0.347,0.694
이종도,1952,481,1284,174,344,69,6,28,509,176,50,15,154,20,188,26,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82559.jpg,1982,1987,0.268,0.346,0.396,0.743
이종두,1962,1054,3133,498,845,132,20,105,1332,438,127,59,319,44,499,80,13,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/85420.jpg,1985,1997,0.27,0.337,0.425,0.762
이종민,1972,796,1371,167,329,40,7,11,416,115,41,26,89,11,179,41,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/91210.jpg,1991,2002,0.24,0.286,0.303,0.59
이종범,1970,1706,6060,1100,1797,340,29,194,2777,730,510,113,634,90,622,108,16,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93607.jpg,1993,2011,0.297,0.363,0.458,0.821
이종열,1973,1657,4748,588,1175,158,41,52,1571,448,131,69,429,69,621,90,18,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/91015.jpg,1991,2009,0.247,0.31,0.331,0.641
이종옥,1965,26,42,7,10,1,1,0,13,0,0,1,2,0,14,0,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/89420.jpg,1989,1992,0.238,0.273,0.31,0.582
이종욱,1980,1446,5081,843,1478,225,51,41,1928,543,340,92,523,42,679,61,13,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/73339.jpg,2006,2018,0.291,0.357,0.379,0.737
이종운,1966,738,2132,258,580,72,34,9,747,213,98,34,108,18,282,30,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/89522.jpg,1989,1998,0.272,0.307,0.35,0.658
이종호,1967,575,844,113,190,27,5,8,251,73,21,15,76,14,172,14,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/89721.jpg,1989,1996,0.225,0.289,0.297,0.587
이종환,1986,263,476,47,127,30,1,6,177,67,1,2,38,2,129,3,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60667.jpg,2010,2017,0.267,0.321,0.372,0.693
이주찬,1998,20,31,7,4,1,0,1,8,2,0,0,1,0,14,1,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51560.jpg,2021,2024,0.129,0.156,0.258,0.414
이주형,2002,37,81,8,13,0,0,2,19,11,0,0,11,3,34,0,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51302.jpg,2021,2022,0.16,0.261,0.235,0.495
이준수,1988,130,148,10,28,5,0,0,33,12,0,0,17,5,49,2,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/77654.jpg,2012,2019,0.189,0.273,0.223,0.496
이준용,1974,25,31,5,7,0,0,0,7,1,1,0,4,1,8,2,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/97150.jpg,1998,1998,0.226,0.314,0.226,0.54
이준호,1987,172,317,29,71,14,4,0,93,25,4,4,32,1,64,6,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60693.jpg,2011,2013,0.224,0.295,0.293,0.589
이중화,1964,716,1678,256,437,61,16,7,551,147,90,41,132,10,132,25,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/87722.jpg,1987,1996,0.26,0.314,0.328,0.643
이지찬,1991,34,39,4,9,2,0,0,11,4,2,0,2,0,6,2,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64013.jpg,2015,2015,0.231,0.268,0.282,0.55
이지환,1971,126,248,19,48,8,0,5,71,21,0,2,9,5,59,7,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/90521.jpg,1993,1998,0.194,0.222,0.286,0.508
이진석,1995,47,45,7,9,1,1,0,12,2,0,1,2,0,20,1,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64895.jpg,2015,2016,0.2,0.234,0.267,0.501
이진영,1980,2160,6976,979,2125,367,33,169,3065,979,112,77,745,39,906,142,20,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/99810.jpg,1999,2018,0.305,0.372,0.439,0.811
이찬선,1962,22,56,2,3,0,0,0,3,3,0,0,1,1,11,2,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80111.jpg,1982,1982,0.054,0.07,0.054,0.124
이창열,1991,41,37,9,7,3,1,0,12,5,1,0,4,2,11,1,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64706.jpg,2014,2019,0.189,0.268,0.324,0.593
이창원,1963,223,366,53,85,18,4,12,147,52,7,5,20,22,70,10,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/86520.jpg,1986,1993,0.232,0.272,0.402,0.674
이창진,1991,615,1568,245,418,79,6,21,572,183,29,20,224,13,316,41,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64560.jpg,2014,2024,0.267,0.358,0.365,0.723
이창훈,1981,25,35,6,9,2,0,1,14,4,0,1,5,0,11,0,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/74746.jpg,2004,2004,0.257,0.35,0.4,0.75
이천웅,1988,622,1953,291,564,88,9,18,724,211,58,39,220,25,300,55,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/61186.jpg,2012,2023,0.289,0.361,0.371,0.732
이철성,1957,108,254,22,62,12,1,0,76,19,3,6,20,1,16,4,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94495.jpg,1982,1986,0.244,0.299,0.299,0.598
이태원,1986,132,148,10,20,4,0,0,24,8,0,0,10,3,46,3,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60102.jpg,2013,2014,0.135,0.19,0.162,0.352
이태호,1983,81,52,7,7,2,0,0,9,0,0,1,1,2,20,0,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/72448.jpg,2002,2007,0.135,0.151,0.173,0.324
이태훈,1995,25,32,3,6,1,0,0,7,0,0,0,2,0,14,0,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/68466.jpg,2021,2023,0.188,0.235,0.219,0.454
이택근,1980,1651,5361,851,1621,299,12,136,2352,773,175,73,591,106,726,141,17,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/73342.jpg,2003,2020,0.302,0.372,0.439,0.81
이학주,1990,486,1183,154,276,48,6,23,405,116,29,15,105,18,337,14,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/69453.jpg,2019,2024,0.233,0.296,0.342,0.638
이해승,2000,55,103,11,24,4,0,0,28,5,0,0,1,0,30,1,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69416.jpg,2022,2023,0.233,0.24,0.272,0.512
이해창,1953,577,1873,317,508,88,19,32,730,182,144,81,225,17,239,23,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82873.jpg,1983,1988,0.271,0.349,0.39,0.739
이해창,1987,428,883,83,198,33,0,28,315,112,2,12,49,14,220,22,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60343.jpg,2011,2022,0.224,0.265,0.357,0.622
이현곤,1980,1000,2672,289,726,140,6,23,947,267,39,22,221,33,388,75,12,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/72606.jpg,2002,2014,0.272,0.327,0.354,0.682
이현석,1992,122,212,16,44,7,0,7,72,29,1,0,9,2,73,6,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/65869.jpg,2015,2022,0.208,0.24,0.34,0.579
이현택,1964,210,484,72,118,23,0,13,180,60,17,9,63,2,80,4,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/87421.jpg,1988,1992,0.244,0.331,0.372,0.703
이호성,1967,1090,3563,569,968,160,22,102,1478,526,167,55,498,44,659,89,12,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/90658.jpg,1990,2001,0.272,0.361,0.415,0.776
이호신,1984,188,165,22,24,5,1,0,31,10,8,4,11,3,55,3,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/77648.jpg,2007,2017,0.145,0.199,0.188,0.387
이호연,1995,208,469,51,117,16,2,5,152,34,7,3,29,6,93,14,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68504.jpg,2020,2024,0.249,0.293,0.324,0.617
이호준,1976,2053,6663,943,1880,346,17,337,3271,1265,59,52,795,66,1307,184,21,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94629.jpg,1996,2017,0.282,0.359,0.491,0.85
이홍구,1990,408,792,81,170,32,4,37,321,124,1,1,49,17,271,18,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63634.jpg,2013,2021,0.215,0.26,0.405,0.666
이홍범,1953,299,562,85,140,22,2,6,184,53,16,11,40,6,60,7,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82006.jpg,1982,1985,0.249,0.299,0.327,0.626
이홍식,1964,77,111,12,22,3,1,0,27,5,0,1,6,0,28,2,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80113.jpg,1988,1989,0.198,0.239,0.243,0.483
이흥련,1989,455,747,86,174,30,2,15,253,101,3,1,50,18,188,17,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63440.jpg,2014,2023,0.233,0.281,0.339,0.62
이희근,1985,289,429,44,88,8,2,2,106,37,5,2,27,14,101,10,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/78739.jpg,2008,2014,0.205,0.252,0.247,0.499
이희성,1966,643,1680,198,401,58,19,11,530,118,82,49,144,16,250,26,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/89321.jpg,1989,1997,0.239,0.299,0.315,0.614
임경택,1963,150,228,18,55,7,4,0,70,27,3,0,24,3,31,8,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/86571.jpg,1986,1992,0.241,0.313,0.307,0.621
임성민,1982,47,56,12,13,2,0,1,18,3,0,0,6,0,14,2,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/75648.jpg,2005,2005,0.232,0.306,0.321,0.628
임성우,1968,54,60,4,15,3,0,0,18,2,1,0,5,1,14,0,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/91752.jpg,1991,1993,0.25,0.308,0.3,0.608
임성주,1965,28,45,2,10,2,1,0,14,6,0,0,4,0,10,0,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94353.jpg,1994,1996,0.222,0.286,0.311,0.597
임수민,1973,790,2013,236,485,105,4,54,760,258,11,18,186,19,409,54,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/96766.jpg,1996,2006,0.241,0.305,0.378,0.683
임수혁,1969,488,1296,148,345,53,8,47,555,257,7,8,157,6,234,47,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94511.jpg,1994,2000,0.266,0.345,0.428,0.774
임익준,1988,153,181,27,39,2,0,0,41,9,7,6,11,0,43,8,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/77464.jpg,2010,2017,0.215,0.26,0.227,0.487
임재철,1976,1139,2333,358,610,97,18,30,833,231,69,32,283,67,450,57,15,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/99507.jpg,1999,2015,0.261,0.341,0.357,0.698
임정면,1958,163,291,33,66,8,1,2,82,15,6,5,25,9,38,3,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80116.jpg,1982,1988,0.227,0.288,0.282,0.57
임주택,1968,854,1408,173,350,65,7,54,591,204,12,14,119,30,299,36,12,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/91739.jpg,1991,2002,0.249,0.307,0.42,0.727
임채영,1971,83,130,5,21,9,1,1,35,10,0,2,3,1,18,7,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94438.jpg,1994,1996,0.162,0.18,0.269,0.45
임형석,1968,627,1928,222,476,78,14,48,726,242,26,26,192,11,397,51,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/90250.jpg,1990,1997,0.247,0.315,0.377,0.692
임훈,1985,670,1680,229,452,59,14,7,560,149,36,25,156,22,299,37,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/74823.jpg,2004,2018,0.269,0.331,0.333,0.664
잉글린,1975,78,248,33,70,18,0,6,106,36,0,1,23,5,47,5,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/72859.jpg,2002,2002,0.282,0.343,0.427,0.771
장광호,1967,650,1387,131,297,59,1,25,433,132,5,17,102,4,243,27,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/92303.jpg,1992,2001,0.214,0.268,0.312,0.58
장교성,1977,139,174,16,31,3,3,1,43,9,2,6,8,2,45,8,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70303.jpg,2000,2006,0.178,0.214,0.247,0.461
장민석,1982,742,2130,324,535,72,22,16,699,177,126,52,174,8,396,23,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71347.jpg,2008,2017,0.251,0.308,0.328,0.636
장성국,1974,36,33,2,4,2,0,0,6,2,0,0,2,0,10,1,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/97424.jpg,1997,2002,0.121,0.171,0.182,0.353
장성호,1977,2064,7084,1108,2100,394,18,221,3193,1043,99,59,1101,74,879,166,20,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/96610.jpg,1996,2015,0.296,0.391,0.451,0.842
장시윤,1993,34,41,7,10,0,0,0,10,2,0,1,3,1,11,2,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63360.jpg,2015,2018,0.244,0.295,0.244,0.539
장영균,1976,56,44,7,8,4,0,0,12,3,0,0,5,2,20,1,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/99459.jpg,1999,2003,0.182,0.265,0.273,0.538
장영석,1990,434,1080,127,248,54,1,33,403,160,1,1,99,36,291,32,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/79334.jpg,2009,2020,0.23,0.294,0.373,0.667
장용대,1974,116,176,16,36,6,0,5,57,21,0,0,10,3,60,3,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93349.jpg,1993,2001,0.205,0.247,0.324,0.571
장운호,1994,338,727,88,173,24,1,5,214,78,9,13,74,19,172,16,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/63700.jpg,2013,2023,0.238,0.308,0.294,0.603
장원진,1969,1500,4734,612,1342,193,25,51,1738,505,58,45,387,57,560,89,15,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/92211.jpg,1992,2007,0.283,0.338,0.367,0.705
장일현,1976,411,854,102,222,37,1,12,297,90,9,5,69,5,124,21,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/99607.jpg,1999,2005,0.26,0.315,0.348,0.663
장재중,1971,596,1207,119,264,34,9,14,358,104,19,10,86,7,193,32,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94843.jpg,1994,2003,0.219,0.271,0.297,0.567
