,full_name,birth_year,retire_year,G,AB,H,2B,3B,HR,BB,SO,RBI,R,SB,CS,AVG,OBP,SLG,OPS
4630,Jason Tyner,1978,2008,440,1358,373,41,11,1,68,137,94,168,61,15,0.27466863,0.309256662,0.323269514,0.632526176
4631,Jason Varitek,1974,2011,1546,5099,1307,306,14,193,614,1216,757,664,25,18,0.25632477,0.336250656,0.435379486,0.771630143
4632,Jason Vosler,1998,2024,107,261,54,13,3,10,22,84,34,34,3,1,0.206896552,0.268551237,0.394636015,0.663187252
4633,Jason Wood,1981,2008,153,200,49,11,0,5,15,59,36,25,1,1,0.245,0.297674419,0.375,0.672674419
4634,Jasper Washington,1907,1933,103,384,121,28,4,2,17,77,74,48,0,9,0.315104167,0.344139651,0.424479167,0.768618818
4635,Jasson Dom챠nguez,2000,2024,26,87,18,2,0,6,13,27,11,14,6,0,0.206896552,0.31,0.436781609,0.746781609
4636,Javier B찼ez,1991,2024,1222,4377,1099,217,27,181,218,1294,628,598,110,33,0.251085218,0.286615887,0.437057345,0.723673232
4637,Javier Cardona,1977,2002,87,175,36,10,0,2,4,31,14,13,0,1,0.205714286,0.223463687,0.297142857,0.520606544
4638,Javier Ortiz,1967,1991,77,160,44,9,2,2,26,25,15,14,1,1,0.275,0.376344086,0.39375,0.770094086
4639,Javier Perez,1916,1945,224,778,211,34,8,3,73,118,106,114,15,11,0.271208226,0.333725029,0.347043702,0.680768731
4640,Javier Sanoja,2001,2024,15,35,8,2,0,0,1,4,2,3,0,0,0.228571429,0.25,0.285714286,0.535714286
4641,Javier Valentin,1976,2008,631,1507,379,82,5,45,131,257,210,154,0,0,0.251493033,0.311355311,0.402123424,0.713478735
4642,Javy Lopez,1969,2006,1503,5319,1527,267,19,260,357,969,864,674,8,19,0.287084038,0.33192389,0.49106975,0.82299364
4643,Jay Bell,1963,2003,2063,7398,1963,394,67,195,853,1443,860,1123,91,60,0.265341984,0.341291965,0.415788051,0.757080015
4644,Jay Bruce,1985,2021,1650,5964,1455,312,32,319,600,1572,951,839,65,40,0.243963783,0.313071298,0.467471496,0.780542794
4645,Jay Buhner,1964,2001,1472,5013,1273,233,19,310,792,1406,965,797,6,24,0.253939757,0.355727821,0.493516856,0.849244677
4646,Jay Canizaro,1976,2002,195,596,149,35,3,10,44,119,68,73,5,5,0.25,0.3015625,0.369127517,0.670690017
4647,Jay Faatz,1864,1890,298,1135,274,24,12,3,39,108,136,159,99,9,0.241409692,0.266609881,0.291629956,0.558239837
4648,Jay Gainer,1970,1993,23,41,7,0,0,3,4,12,6,4,1,1,0.170731707,0.244444444,0.390243902,0.634688347
4649,Jay Gibbons,1980,2011,840,2917,759,166,7,127,224,442,427,364,2,7,0.260198834,0.312957657,0.452519712,0.765477369
4650,Jay Hankins,1939,1963,87,207,38,0,4,4,8,20,10,25,2,1,0.183574879,0.213953488,0.280193237,0.494146725
4651,Jay Johnstone,1943,1985,1748,4703,1254,215,38,102,429,632,531,578,50,54,0.266638316,0.327942323,0.393578567,0.72152089
4652,Jay Kirke,1889,1918,320,1148,346,49,13,7,35,149,148,122,21,27,0.301393728,0.322062553,0.385017422,0.707079974
4653,Jay Loviglio,1957,1983,46,52,10,0,0,0,3,6,4,17,5,5,0.192307692,0.236363636,0.192307692,0.428671329
4654,Jay Partridge,1904,1928,183,645,167,17,7,7,33,42,52,90,11,5,0.258914729,0.294985251,0.339534884,0.634520134
4655,Jay Payton,1976,2010,1259,4154,1157,193,30,119,255,503,522,561,47,32,0.278526721,0.320254026,0.425373134,0.74562716
4656,Jay Porter,1931,1959,229,544,124,22,1,8,53,96,62,58,4,0,0.227941176,0.296482412,0.316176471,0.612658883
4657,Jay Ward,1945,1970,27,49,8,3,0,0,9,19,4,4,0,0,0.163265306,0.293103448,0.224489796,0.517593244
4658,Jaycob Brugman,1994,2017,48,143,38,2,0,3,18,38,12,12,1,2,0.265734266,0.347826087,0.342657343,0.69048343
4659,Jayhawk Owens,1970,1996,130,323,75,16,2,11,38,104,36,54,5,1,0.232198142,0.313019391,0.39628483,0.70930422
4660,Jaylin Davis,1996,2022,38,87,18,2,0,2,6,29,6,9,1,2,0.206896552,0.258064516,0.298850575,0.556915091
4661,Jayson Nix,1985,2014,466,1305,277,55,2,38,108,371,130,143,36,11,0.212260536,0.272469922,0.344827586,0.617297508
4662,Jayson Werth,1980,2017,1583,5484,1465,300,22,229,764,1450,799,883,132,23,0.267140773,0.356754161,0.455142232,0.811896393
4663,Jazz Chisholm,1997,2024,449,1647,410,64,15,77,139,500,228,241,99,28,0.248937462,0.307390817,0.446265938,0.753656756
4664,Jean Segura,1989,2023,1413,5496,1545,237,47,110,323,824,513,737,211,73,0.281113537,0.321017357,0.401382824,0.722400181
4665,Jed Hansen,1974,1999,87,176,45,7,1,4,23,64,19,27,3,3,0.255681818,0.341708543,0.375,0.716708543
4666,Jed Lowrie,1986,2022,1307,4615,1185,292,17,121,503,895,594,590,8,3,0.256771398,0.329816335,0.406067172,0.735883507
4667,Jedd Gyorko,1990,2020,847,2693,659,111,5,121,248,670,370,317,14,6,0.244708504,0.308398504,0.424433717,0.732832221
4668,Jeff Abbott,1974,2001,233,596,157,33,2,18,38,91,83,82,6,5,0.263422819,0.307570978,0.416107383,0.72367836
4669,Jeff Bagwell,1968,2005,2150,7797,2314,488,32,449,1401,1558,1529,1517,202,78,0.296780813,0.40389215,0.540336027,0.944228177
4670,Jeff Bailey,1984,2009,56,136,31,4,3,6,19,39,16,25,0,0,0.227941176,0.322580645,0.433823529,0.756404175
4671,Jeff Baisley,1985,2008,14,43,11,1,0,0,4,7,5,1,0,0,0.255813953,0.319148936,0.279069767,0.598218704
4672,Jeff Baker,1982,2015,748,1793,474,108,15,54,139,472,235,244,14,1,0.264361405,0.317287785,0.431678751,0.748966535
4673,Jeff Barry,1974,1999,104,217,53,18,0,5,22,48,28,25,0,4,0.244239631,0.313807531,0.396313364,0.710120895
4674,Jeff Bianchi,1989,2015,165,377,81,11,1,4,18,76,40,34,4,4,0.214854111,0.250632911,0.281167109,0.53180002
4675,Jeff Blauser,1964,1999,1407,4522,1187,217,33,122,569,937,513,691,65,41,0.262494471,0.344922412,0.406015038,0.75093745
4676,Jeff Branson,1970,2001,694,1555,383,72,11,34,122,312,156,173,9,5,0.246302251,0.301132976,0.372347267,0.673480242
4677,Jeff Burroughs,1947,1985,1689,5536,1443,230,20,240,831,1135,882,720,16,22,0.260657514,0.357154076,0.439486994,0.79664107
4678,Jeff Cirillo,1971,2007,1617,5396,1598,343,21,112,563,694,727,800,63,37,0.296145293,0.362644739,0.429762787,0.792407526
4679,Jeff Clement,1986,2012,152,385,84,15,1,14,26,110,39,33,0,1,0.218181818,0.267639903,0.371428571,0.639068474
4680,Jeff Conine,1968,2007,2024,6957,1982,385,36,214,671,1168,1071,870,54,29,0.284892914,0.347797588,0.442863303,0.790660891
4681,Jeff Cox,1957,1981,61,169,36,3,0,0,14,23,9,20,8,5,0.213017751,0.273224044,0.230769231,0.503993274
4682,Jeff Cross,1922,1948,119,142,23,4,0,0,20,18,10,22,4,9,0.161971831,0.265432099,0.190140845,0.455572944
4683,Jeff DaVanon,1977,2007,528,1288,333,57,13,33,185,268,150,205,59,23,0.258540373,0.351663272,0.39984472,0.751507993
4684,Jeff Doyle,1960,1983,13,37,11,1,2,0,1,3,2,4,0,0,0.297297297,0.315789474,0.432432432,0.748221906
4685,Jeff Duncan,1980,2004,69,154,28,0,2,1,18,46,11,15,7,2,0.181818182,0.26744186,0.227272727,0.494714588
4686,Jeff Fiorentino,1983,2009,58,148,40,5,0,1,17,29,21,23,4,0,0.27027027,0.345454545,0.324324324,0.66977887
4687,Jeff Francoeur,1982,2016,1481,5260,1373,281,27,160,284,1080,698,626,54,39,0.261026616,0.298881674,0.415969582,0.714851256
4688,Jeff Frye,1971,2001,667,2155,626,135,11,16,212,279,194,316,56,25,0.290487239,0.354034643,0.385614849,0.739649492
4689,Jeff Gardner,1968,1994,186,492,121,21,8,1,53,88,26,60,2,6,0.245934959,0.319266055,0.327235772,0.646501827
4690,Jeff Grotewold,1971,1995,87,101,23,3,0,4,18,23,11,11,0,0,0.227722772,0.344537815,0.376237624,0.720775439
4691,Jeff Hamilton,1963,1991,416,1205,282,61,3,24,43,211,124,111,0,3,0.234024896,0.260416667,0.349377593,0.60979426
4692,Jeff Hearron,1962,1986,16,30,6,1,0,0,3,9,4,2,0,0,0.2,0.272727273,0.233333333,0.506060606
4693,Jeff Heath,1913,1949,1383,4937,1447,279,102,194,593,670,887,777,56,52,0.293092971,0.368896926,0.508811019,0.877707945
4694,Jeff Huson,1966,2000,827,1879,439,65,13,8,191,228,150,242,64,21,0.233634912,0.304347826,0.29483768,0.599185506
4695,Jeff Jones,1960,1983,16,44,10,3,0,0,11,13,5,6,2,0,0.227272727,0.381818182,0.295454545,0.677272727
4696,Jeff Kent,1969,2008,2298,8498,2461,560,47,377,801,1522,1518,1320,94,60,0.289597552,0.350790408,0.499646976,0.850437383
4697,Jeff Keppinger,1982,2013,818,2882,814,139,10,45,199,214,295,324,12,8,0.282442748,0.328789354,0.384455239,0.713244594
4698,Jeff King,1966,1999,1200,4262,1091,222,18,154,442,584,709,600,75,32,0.255983107,0.325892857,0.424917879,0.750810736
4699,Jeff Kobernus,1990,2014,28,36,5,0,0,1,6,7,1,10,3,2,0.138888889,0.261904762,0.222222222,0.484126984
4700,Jeff Kunkel,1962,1992,357,867,192,44,9,18,37,234,73,88,9,8,0.221453287,0.253318584,0.355247982,0.608566566
4701,Jeff Larish,1985,2010,101,245,55,12,1,8,29,83,32,30,3,3,0.224489796,0.306569343,0.379591837,0.68616118
4702,Jeff Liefer,1976,2005,288,779,179,36,1,31,56,223,113,89,2,2,0.229781772,0.281437126,0.397946085,0.67938321
4703,Jeff Manto,1969,2000,289,713,164,35,2,31,97,182,97,97,3,6,0.230014025,0.322222222,0.415147265,0.737369487
4704,Jeff Mathis,1982,2021,951,2718,526,112,8,53,205,872,286,255,12,8,0.19352465,0.250085529,0.299116998,0.549202526
4705,Jeff McKnight,1966,1994,218,404,94,10,2,5,28,76,34,45,1,1,0.232673267,0.282407407,0.304455446,0.586862853
4706,Jeff McNeely,1970,1993,21,37,11,1,1,0,7,9,1,10,6,0,0.297297297,0.409090909,0.378378378,0.787469287
4707,Jeff McNeil,1995,2024,801,2846,823,172,13,68,212,375,313,390,34,10,0.289177793,0.338456508,0.430428672,0.768885179
4708,Jeff Moronko,1963,1987,14,30,4,1,0,0,3,7,3,1,0,0,0.133333333,0.212121212,0.166666667,0.378787879
4709,Jeff Newman,1953,1984,735,2123,475,85,4,63,116,369,233,189,7,12,0.223739991,0.263957124,0.35657089,0.620528014
4710,Jeff Ransom,1958,1983,26,79,15,1,0,1,11,15,6,10,0,0,0.189873418,0.288888889,0.240506329,0.529395218
4711,Jeff Reboulet,1969,2003,1018,2229,536,100,6,20,292,401,202,310,22,15,0.240466577,0.328441095,0.317631225,0.64607232
4712,Jeff Reed,1961,2000,1234,3101,774,144,10,61,391,566,323,311,7,9,0.249596904,0.333619702,0.361496292,0.695115994
4713,Jeff Richardson,1968,1993,74,153,27,6,0,2,11,29,13,13,1,0,0.176470588,0.231707317,0.254901961,0.486609278
4714,Jeff Salazar,1983,2009,168,298,69,15,4,4,44,83,31,44,5,2,0.231543624,0.330409357,0.348993289,0.679402645
4715,Jeff Schaefer,1967,1994,225,359,73,12,1,2,10,49,20,37,8,4,0.203342618,0.224932249,0.259052925,0.483985174
4716,Jeff Schulz,1966,1991,40,78,19,5,1,0,6,17,7,5,0,0,0.243589744,0.297619048,0.333333333,0.630952381
4717,Jeff Stone,1960,1990,372,941,261,23,18,11,60,186,72,129,75,20,0.277364506,0.320679321,0.375132837,0.695812158
4718,Jeff Tackett,1968,1994,136,327,71,14,2,7,37,71,42,35,0,0,0.217125382,0.296703297,0.336391437,0.633094734
4719,Jeff Torborg,1941,1973,574,1391,297,42,3,8,103,189,101,78,3,6,0.213515457,0.267737617,0.265276779,0.533014396
4720,Jeff Treadway,1964,1995,762,2119,596,103,14,28,140,184,208,244,14,13,0.281264748,0.32580788,0.382727702,0.708535581
4721,Jeff Wetherby,1966,1989,52,48,10,2,1,1,4,6,7,5,1,0,0.208333333,0.269230769,0.354166667,0.623397436
4722,Jeffrey Hammonds,1970,2005,957,3032,824,172,17,110,292,596,423,475,67,30,0.27176781,0.335740072,0.448548813,0.784288885
4723,Jeffrey Leonard,1954,1990,1415,5045,1342,223,37,144,342,1000,723,614,163,61,0.266005946,0.312604418,0.410505451,0.723109869
4724,Jefry Marte,1992,2018,256,659,146,30,1,30,52,156,91,85,4,3,0.2215478,0.278481013,0.406676783,0.685157796
4725,Jeimer Candelario,1993,2024,858,3115,748,188,18,108,317,828,374,407,19,9,0.240128411,0.310314685,0.416051364,0.72636605
4726,Jelly Gardner,1897,1931,658,2350,666,72,18,3,341,276,221,449,131,26,0.283404255,0.374210331,0.333191489,0.70740182
4727,Jelly Jackson,1914,1945,362,1133,225,25,12,2,89,48,105,164,12,7,0.19858782,0.25695581,0.247131509,0.504087319
4728,Jelly Taylor,1915,1946,216,758,200,20,7,3,77,114,67,94,15,14,0.263852243,0.331736527,0.320580475,0.652317002
4729,Jemile Weeks,1988,2016,260,955,243,45,18,4,78,155,62,121,41,16,0.254450262,0.310745402,0.351832461,0.662577862
4730,Jeoff Long,1940,1964,56,83,16,1,0,1,10,34,9,5,0,0,0.192771084,0.279569892,0.240963855,0.520533748
4731,Jerald Clark,1966,1995,516,1609,414,79,16,44,83,295,208,170,17,8,0.257302672,0.293735225,0.408328154,0.702063379
4732,Jerar Encarnacion,2000,2024,58,190,42,8,0,8,8,66,33,20,3,0,0.221052632,0.252525253,0.389473684,0.641998937
4733,Jeremy Giambi,1975,2003,510,1417,372,75,3,52,251,356,209,219,1,3,0.262526464,0.373501199,0.429781228,0.803282427
4734,Jeremy Hazelbaker,1993,2017,155,252,65,9,5,14,27,84,38,45,6,2,0.257936508,0.329749104,0.5,0.829749104
4735,Jeremy Hermida,1982,2012,632,2012,517,104,9,65,216,517,250,248,22,8,0.25695825,0.328994614,0.414512922,0.743507536
4736,Jeremy Pe챰a,1999,2024,443,1700,444,80,7,47,90,375,185,231,44,17,0.261176471,0.298324022,0.399411765,0.697735787
4737,Jeremy Reed,1981,2011,483,1250,315,67,12,12,100,196,110,141,20,21,0.252,0.307407407,0.3536,0.661007407
4738,Jermaine Allensworth,1973,1999,342,1031,268,49,8,15,104,228,114,155,42,20,0.259941804,0.327753304,0.366634336,0.69438764
4739,Jermaine Clark,1979,2005,46,78,12,3,0,0,8,13,9,9,3,2,0.153846154,0.23255814,0.192307692,0.424865832
4740,Jermaine Dye,1973,2009,1763,6487,1779,363,25,325,597,1308,1072,984,46,26,0.274240789,0.335403727,0.488207184,0.82361091
4741,Jermaine Palacios,1999,2022,30,70,10,0,0,2,4,27,6,8,0,0,0.142857143,0.189189189,0.228571429,0.417760618
4742,Jerome Walton,1966,1998,598,1573,423,77,8,25,138,280,132,241,58,29,0.268912905,0.327878434,0.375715194,0.703593628
4743,Jeromy Burnitz,1970,2006,1694,5710,1447,298,29,315,739,1376,981,917,74,58,0.253415061,0.338967282,0.481260946,0.820228227
4744,Jerry Adair,1935,1970,1165,4019,1022,163,19,57,208,499,366,378,29,29,0.254292112,0.290986515,0.346852451,0.637838966
4745,Jerry Benjamin,1910,1948,741,2955,885,108,41,28,297,122,356,629,134,15,0.299492386,0.363468635,0.392216582,0.755685217
4746,Jerry Browne,1963,1995,982,3190,866,135,25,23,393,325,288,431,73,45,0.271473354,0.351381524,0.351097179,0.702478703
4747,Jerry Buchek,1939,1968,421,1177,259,35,11,22,75,312,108,96,5,11,0.220050977,0.266773163,0.324553951,0.591327114
4748,Jerry Coleman,1926,1957,723,2119,558,77,18,16,235,218,217,267,22,15,0.26333176,0.336873407,0.339310996,0.676184403
4749,Jerry Davanon,1947,1977,262,499,117,21,5,3,68,80,50,73,3,8,0.234468938,0.32627866,0.314629259,0.640907918
4750,Jerry Denny,1859,1894,1237,4946,1286,238,76,74,173,602,667,714,158,30,0.260008087,0.285016605,0.38374444,0.668761045
4751,Jerry Donovan,1883,1906,61,166,33,4,0,0,6,37,15,11,2,2,0.198795181,0.226744186,0.222891566,0.449635752
4752,Jerry Dorgan,1859,1885,131,531,150,22,4,0,14,86,80,74,22,9,0.282485876,0.300917431,0.338983051,0.639900482
4753,Jerry Dybzinski,1957,1985,468,909,213,32,5,3,70,109,93,108,32,13,0.234323432,0.28907048,0.290429043,0.579499523
4754,Jerry Freeman,1885,1909,173,579,142,15,6,1,40,75,48,47,9,5,0.245250432,0.294022617,0.297063903,0.59108652
4755,Jerry Gil,1983,2007,30,86,15,2,1,0,0,33,8,3,2,0,0.174418605,0.174418605,0.220930233,0.395348837
4756,Jerry Goff,1968,1996,90,214,46,5,0,7,33,73,19,22,0,2,0.214953271,0.319838057,0.336448598,0.656286655
4757,Jerry Grote,1943,1981,1421,4339,1092,160,22,39,399,600,404,352,15,23,0.251670892,0.314689743,0.325651072,0.640340814
4758,Jerry Hairston,1961,2013,2301,6086,1564,324,28,100,655,812,625,796,151,72,0.25698324,0.329179647,0.368715084,0.697894731
4759,Jerry Harrington,1867,1893,189,666,151,19,6,3,43,73,73,60,8,9,0.226726727,0.273624824,0.286786787,0.56041161
4760,Jerry Hurley,1880,1907,43,115,21,4,2,0,16,93,8,16,3,11,0.182608696,0.282442748,0.252173913,0.534616661
4761,Jerry Kenney,1945,1973,465,1369,325,38,13,7,184,139,103,165,59,29,0.237399562,0.327752737,0.299488678,0.627241415
4762,Jerry Kindall,1934,1965,742,2057,439,83,9,44,145,535,198,211,17,11,0.213417598,0.265213442,0.326689353,0.591902796
4763,Jerry Lumpe,1933,1967,1371,4912,1314,190,52,47,428,411,454,620,20,15,0.267508143,0.326217228,0.356066775,0.682284004
4764,Jerry Lynch,1931,1966,1184,2879,798,123,34,115,224,416,470,364,12,17,0.277179576,0.329358685,0.463355332,0.792714017
4765,Jerry Manuel,1955,1982,96,127,19,6,1,3,10,26,13,14,1,0,0.149606299,0.211678832,0.283464567,0.495143399
4766,Jerry Martin,1951,1984,1018,2652,666,130,17,85,207,574,345,337,38,23,0.251131222,0.305351522,0.409125189,0.71447671
4767,Jerry May,1941,1973,556,1527,357,63,10,15,157,293,130,120,1,2,0.233791749,0.305225653,0.317616241,0.622841894
4768,Jerry McCormick,1860,1884,202,841,220,36,10,0,7,75,62,104,11,5,0.261593341,0.267688679,0.328180737,0.595869416
4769,Jerry McNertney,1942,1973,590,1423,337,51,6,27,119,199,163,129,3,5,0.236823612,0.295719844,0.338018271,0.633738116
4770,Jerry Moore,1861,1885,35,133,35,4,1,1,1,8,10,13,11,5,0.263157895,0.268656716,0.330827068,0.599483784
4771,Jerry Morales,1946,1983,1441,4528,1173,199,36,95,366,567,570,516,37,57,0.25905477,0.314466694,0.38184629,0.696312984
4772,Jerry Moses,1944,1975,386,1072,269,48,8,25,63,184,109,89,1,4,0.250932836,0.292511013,0.380597015,0.673108028
4773,Jerry Mumphrey,1951,1988,1585,4993,1442,217,55,70,478,688,575,660,174,80,0.288804326,0.350941327,0.396354897,0.747296224
4774,Jerry Narron,1957,1987,392,840,177,23,2,21,67,127,96,64,0,0,0.210714286,0.269018743,0.317857143,0.586875886
4775,Jerry Owens,1983,2009,129,393,103,10,2,1,30,72,18,49,36,9,0.262086514,0.314420804,0.305343511,0.619764315
4776,Jerry Priddy,1920,1953,1296,4720,1252,232,46,61,624,639,541,612,44,44,0.265254237,0.351047904,0.372669492,0.723717396
4777,Jerry Remy,1952,1984,1154,4455,1226,140,38,7,356,404,329,605,208,99,0.275196409,0.328829765,0.328395062,0.657224827
4778,Jerry Royster,1950,1988,1428,4208,1049,165,33,40,411,534,352,552,189,95,0.249287072,0.316085733,0.33269962,0.648785353
4779,Jerry Sands,1989,2016,156,420,100,22,1,10,38,126,57,36,3,3,0.238095238,0.301310044,0.366666667,0.66797671
4780,Jerry Scala,1925,1950,80,193,43,9,2,1,27,32,19,26,3,3,0.222797927,0.318181818,0.305699482,0.6238813
4781,Jerry Schoonmaker,1933,1957,50,69,9,1,1,1,7,22,4,10,1,0,0.130434783,0.210526316,0.217391304,0.42791762
4782,Jerry Schypinski,1932,1955,22,69,15,2,0,0,1,6,5,7,0,0,0.217391304,0.228571429,0.246376812,0.47494824
4783,Jerry Snyder,1929,1958,266,630,145,18,2,3,46,59,47,60,7,3,0.23015873,0.282544379,0.279365079,0.561909458
4784,Jerry Standaert,1904,1929,86,132,42,10,2,0,8,10,18,14,0,2,0.318181818,0.357142857,0.424242424,0.781385281
4785,Jerry Sweeney,1861,1884,31,129,34,3,0,0,4,37,31,16,6,2,0.263565891,0.285714286,0.286821705,0.572535991
4786,Jerry Tabb,1953,1978,74,177,40,3,0,6,15,33,20,10,0,1,0.225988701,0.286458333,0.344632768,0.631091102
4787,Jerry Terrell,1950,1980,657,1626,412,48,11,4,76,160,125,218,50,23,0.253382534,0.286721504,0.303813038,0.590534542
4788,Jerry Turbidy,1861,1884,13,49,11,4,0,0,3,37,31,5,6,2,0.224489796,0.269230769,0.306122449,0.575353218
4789,Jerry Turner,1951,1983,733,1742,448,73,9,45,159,245,238,222,45,24,0.25717566,0.319305629,0.386911596,0.706217224
4790,Jerry White,1953,1986,646,1196,303,50,9,21,148,174,109,155,57,28,0.253344482,0.335565476,0.362876254,0.69844173
4791,Jerry Willard,1964,1994,346,783,195,29,1,25,83,161,114,82,1,1,0.249042146,0.321016166,0.384418902,0.705435068
4792,Jerry Witte,1923,1947,52,172,28,4,1,4,11,40,16,11,0,0,0.162790698,0.213114754,0.26744186,0.480556615
4793,Jerry Zimmerman,1938,1968,483,994,203,22,2,3,78,154,72,60,1,2,0.204225352,0.262126866,0.23943662,0.501563485
4794,Jesmuel Valent챠n,1995,2018,46,79,14,5,1,1,8,24,6,8,0,0,0.17721519,0.252873563,0.303797468,0.556671032
4795,Jess Brooks,1914,1937,56,197,52,14,6,2,23,2,30,36,0,1,0.263959391,0.340909091,0.426395939,0.76730503
4796,Jess Pike,1923,1946,16,41,7,1,1,1,6,9,6,4,0,2,0.170731707,0.276595745,0.317073171,0.593668915
4797,Jesse Altenburg,1893,1917,19,31,9,1,1,0,1,5,3,3,0,5,0.290322581,0.3125,0.387096774,0.699596774
4798,Jesse Barber,1900,1924,17,69,16,2,2,3,5,39,10,18,4,5,0.231884058,0.283783784,0.449275362,0.733059146
4799,Jesse Barfield,1958,1992,1428,4759,1219,216,30,241,551,1234,716,715,66,47,0.256146249,0.333333333,0.466064299,0.799397633
4800,Jesse Burkett,1867,1905,2066,8421,2850,320,182,75,1029,566,952,1720,389,37,0.338439615,0.41047619,0.44638404,0.85686023
4801,Jesse Douglas,1918,1945,106,405,118,13,7,1,30,75,46,62,13,9,0.291358025,0.340229885,0.365432099,0.705661984
4802,Jesse Edwards,1905,1930,54,124,17,1,1,0,12,112,4,6,1,7,0.137096774,0.213235294,0.161290323,0.374525617
4803,Jesse Garcia,1976,2005,171,273,59,5,2,5,8,48,23,41,7,6,0.216117216,0.238434164,0.304029304,0.542463468
4804,Jesse Gonder,1937,1967,395,876,220,28,2,26,72,184,94,73,1,2,0.251141553,0.308016878,0.376712329,0.684729206
4805,Jesse Hill,1912,1937,295,959,277,53,12,6,115,91,108,175,43,8,0.288842544,0.364990689,0.387904067,0.752894756
4806,Jesse Hoffmeister,1874,1897,48,188,58,6,9,3,8,37,36,33,6,2,0.308510638,0.336734694,0.484042553,0.820777247
4807,Jesse Hubbard,1906,1934,193,594,175,27,15,16,79,112,90,134,16,11,0.294612795,0.377414562,0.471380471,0.848795033
4808,Jesse Levan,1930,1955,25,35,10,0,0,1,0,2,5,5,0,2,0.285714286,0.285714286,0.371428571,0.657142857
4809,Jesse Levis,1970,2001,319,654,167,23,1,3,76,66,60,66,2,0,0.255351682,0.332876712,0.30733945,0.640216162
4810,Jesse Tannehill,1885,1909,72,220,55,9,2,0,23,75,23,24,4,5,0.25,0.320987654,0.309090909,0.630078563
4811,Jesse Warren,1921,1948,52,173,47,6,3,0,12,150,18,26,5,11,0.271676301,0.318918919,0.341040462,0.659959381
4812,Jesse Williams,1917,1947,309,1064,281,41,18,6,102,114,107,177,33,17,0.264097744,0.328473413,0.353383459,0.681856872
4813,Jesse Winker,1994,2024,755,2364,620,122,3,95,356,511,324,344,17,7,0.262267343,0.358823529,0.436971235,0.795794765
4814,Jesus Alou,1942,1979,1380,4345,1216,170,26,32,138,267,377,448,31,46,0.27986191,0.302029891,0.353049482,0.655079373
4815,Jesus Figueroa,1957,1980,115,198,50,5,0,1,14,16,11,20,2,1,0.252525253,0.301886792,0.292929293,0.594816085
4816,Jesus Flores,1985,2012,311,937,226,48,4,23,58,238,127,84,1,4,0.241195304,0.285427136,0.374599787,0.660026922
4817,Jesus Guzman,1987,2014,403,1007,249,61,4,25,97,248,136,108,18,5,0.247269116,0.313405797,0.390268123,0.70367392
4818,Jesus Montero,1988,2015,226,806,204,31,1,28,48,172,104,73,0,3,0.253101737,0.295081967,0.398263027,0.693344995
4819,Jesus Tavarez,1971,1998,228,423,101,12,3,3,30,62,33,63,13,8,0.238770686,0.289183223,0.302600473,0.591783696
4820,Jesus Vega,1957,1982,87,236,58,6,0,5,11,28,33,26,7,1,0.245762712,0.279352227,0.334745763,0.614097989
4821,Jes첬s Aguilar,1991,2023,795,2348,594,107,2,114,235,622,402,288,1,1,0.252981261,0.320944638,0.445911414,0.766856052
4822,Jes첬s Sucre,1990,2019,247,659,146,23,0,10,30,121,69,50,3,0,0.2215478,0.255442671,0.301972686,0.557415356
4823,Jes첬s S찼nchez,1997,2024,446,1414,339,71,9,59,129,428,190,169,20,4,0.239745403,0.30330525,0.427864215,0.731169465
4824,Jeter Downs,1999,2023,20,44,8,1,0,1,5,22,5,8,2,0,0.181818182,0.265306122,0.272727273,0.538033395
4825,Jett Bandy,1992,2018,156,444,97,17,0,16,29,112,45,43,2,0,0.218468468,0.266384778,0.364864865,0.631249643
4826,Jewel Ens,1899,1925,67,186,54,8,4,1,7,16,24,25,5,0,0.290322581,0.316062176,0.392473118,0.708535294
4827,Jhonatan Solano,1990,2015,43,103,19,6,0,2,5,13,10,9,1,1,0.184466019,0.222222222,0.300970874,0.523193096
4828,Jhonkensy Noel,2001,2024,67,179,39,7,1,13,13,63,28,25,0,0,0.217877095,0.270833333,0.48603352,0.756866853
4829,Jhonny Peralta,1980,2017,1798,6599,1761,376,24,202,606,1450,873,841,17,27,0.266858615,0.32852186,0.42294287,0.75146473
4830,Jhonny Pereda,2001,2024,20,39,9,0,0,0,0,10,4,2,0,0,0.230769231,0.230769231,0.230769231,0.461538462
4831,Ji Hwan Bae,1999,2024,150,441,102,22,2,2,38,122,44,70,33,11,0.231292517,0.292275574,0.303854875,0.596130449
4832,Ji Man Choi,1993,2023,525,1567,367,93,3,67,241,476,238,190,6,7,0.234205488,0.336283186,0.425654116,0.761937302
4833,Jiggs Donahue,1878,1909,813,2862,731,90,31,4,215,336,327,319,143,21,0.255415793,0.307442314,0.312718379,0.620160693
4834,Jiggs Parrott,1869,1895,315,1309,307,35,23,6,37,90,151,174,62,9,0.234530176,0.255572065,0.310160428,0.565732493
4835,Jim Adduci,1963,1989,70,144,34,8,1,1,2,27,15,11,0,1,0.236111111,0.246575342,0.326388889,0.572964231
4836,Jim Anderson,1956,1984,419,970,211,35,2,13,81,130,86,107,9,13,0.217525773,0.277830637,0.297938144,0.575768782
4837,Jim Andrews,1867,1890,53,202,38,4,2,3,23,41,17,32,11,2,0.188118812,0.271111111,0.272277228,0.543388339
