,full_name,birth_year,retire_year,G,AB,H,2B,3B,HR,BB,SO,RBI,R,SB,CS,AVG,OBP,SLG,OPS
1199,Brett Baty,1999,2024,169,544,117,15,0,15,47,159,55,60,2,0,0.215073529,0.27749577,0.325367647,0.602863417
1200,Brett Butler,1958,1997,2213,8180,2375,277,131,54,1129,907,578,1359,558,257,0.290342298,0.376409926,0.37603912,0.752449046
1201,Brett Carroll,1984,2012,180,288,58,13,3,5,21,84,28,48,2,1,0.201388889,0.25566343,0.319444444,0.575107875
1202,Brett Eibner,1993,2017,87,220,42,10,1,8,21,67,28,24,0,2,0.190909091,0.261410788,0.354545455,0.615956243
1203,Brett Gardner,1985,2021,1688,5737,1470,251,73,139,699,1245,578,943,274,64,0.25623148,0.337010566,0.398117483,0.735128049
1204,Brett Harris,2001,2024,36,103,15,3,0,3,17,25,12,15,0,3,0.145631068,0.266666667,0.262135922,0.528802589
1205,Brett Hayes,1986,2015,189,434,89,26,1,13,25,140,37,46,1,0,0.205069124,0.248366013,0.359447005,0.607813018
1206,Brett Jackson,1990,2014,51,124,21,6,1,4,23,60,9,14,0,3,0.169354839,0.299319728,0.330645161,0.629964889
1207,Brett Lawrie,1988,2016,588,2217,578,112,13,71,153,487,253,266,41,19,0.260712675,0.308438819,0.419034732,0.72747355
1208,Brett Nicholas,1993,2017,37,103,26,9,0,4,6,22,15,12,0,0,0.252427184,0.293577982,0.45631068,0.749888661
1209,Brett Phillips,1994,2023,395,854,160,25,9,31,95,376,99,122,39,6,0.18735363,0.268703899,0.346604215,0.615308114
1210,Brett Pill,1988,2013,111,240,56,10,2,9,13,44,32,28,1,1,0.233333333,0.272727273,0.404166667,0.676893939
1211,Brett Sullivan,2000,2024,40,97,20,3,0,2,5,23,8,8,0,0,0.206185567,0.245098039,0.298969072,0.544067111
1212,Brett Wallace,1988,2016,494,1284,305,68,3,40,119,432,138,143,2,2,0.237538941,0.302209551,0.388629283,0.690838834
1213,Brett Wisely,2000,2024,142,372,81,18,1,6,22,105,39,35,4,4,0.217741935,0.26142132,0.319892473,0.581313793
1214,Breyvic Valera,1995,2021,93,208,49,8,2,2,20,32,29,25,2,0,0.235576923,0.302631579,0.322115385,0.624746964
1215,Brian Anderson,1989,2024,985,3026,740,165,12,88,302,821,353,395,27,22,0.244547257,0.313100962,0.394249835,0.707350796
1216,Brian Asselstine,1953,1981,284,574,146,27,4,12,38,74,68,52,5,4,0.254355401,0.300653595,0.37804878,0.678702375
1217,Brian Banks,1975,2003,273,495,122,19,3,13,62,129,64,65,8,3,0.246464646,0.330341113,0.375757576,0.706098689
1218,Brian Barden,1984,2010,119,175,37,4,0,4,11,44,14,21,0,2,0.211428571,0.258064516,0.302857143,0.560921659
1219,Brian Barton,1985,2009,83,153,41,9,2,2,19,39,13,23,3,2,0.267973856,0.348837209,0.392156863,0.740994072
1220,Brian Bixler,1986,2012,183,323,61,14,3,2,22,117,14,41,9,3,0.188854489,0.24057971,0.269349845,0.509929555
1221,Brian Bocock,1986,2010,38,82,11,1,0,0,12,32,2,6,4,2,0.134146341,0.244680851,0.146341463,0.391022314
1222,Brian Bogusevic,1988,2015,321,748,178,36,4,19,72,204,67,93,24,7,0.237967914,0.304878049,0.372994652,0.677872701
1223,Brian Buchanan,1977,2004,346,767,198,37,3,32,73,210,103,105,9,7,0.258148631,0.322619048,0.439374185,0.761993233
1224,Brian Buscher,1984,2009,164,436,116,13,1,8,53,93,69,51,1,2,0.266055046,0.345603272,0.355504587,0.701107859
1225,Brian Dallimore,1981,2005,27,50,13,3,0,1,4,7,7,9,0,1,0.26,0.314814815,0.38,0.694814815
1226,Brian Daubach,1975,2005,661,2025,525,139,10,93,236,541,333,271,5,3,0.259259259,0.336576736,0.475555556,0.812132292
1227,Brian Dayett,1960,1987,218,426,110,26,2,14,37,71,68,45,0,1,0.258215962,0.3174946,0.427230047,0.744724647
1228,Brian Dinkelman,1988,2011,23,73,22,1,0,0,4,14,4,5,2,0,0.301369863,0.337662338,0.315068493,0.652730831
1229,Brian Dorsett,1966,1996,163,411,92,15,0,9,32,73,51,38,0,0,0.223844282,0.279909707,0.326034063,0.60594377
1230,Brian Downing,1950,1992,2344,7853,2099,360,28,275,1197,1127,1073,1188,50,44,0.267286387,0.364198895,0.425315166,0.789514061
1231,Brian Doyle,1955,1981,110,199,32,3,0,1,10,13,13,18,1,5,0.16080402,0.200956938,0.190954774,0.391911712
1232,Brian Dozier,1989,2020,1144,4316,1055,231,21,192,488,973,561,664,105,36,0.244439296,0.321190674,0.441149212,0.762339887
1233,Brian Giles,1966,2009,2134,7236,2059,438,55,297,1253,986,1128,1195,136,58,0.284549475,0.390151961,0.483416252,0.873568213
1234,Brian Goodwin,1993,2021,429,1244,304,79,7,50,129,381,158,177,23,5,0.24437299,0.315367808,0.439710611,0.755078419
1235,Brian Harper,1957,1995,1001,3151,931,186,7,63,133,188,428,339,8,17,0.295461758,0.323995128,0.41891463,0.742909758
1236,Brian Horwitz,1985,2008,21,36,8,0,0,2,5,10,4,5,0,0,0.222222222,0.317073171,0.388888889,0.70596206
1237,Brian Johnson,1971,2001,471,1415,351,60,6,49,80,268,196,132,1,3,0.248056537,0.288294314,0.402826855,0.69112117
1238,Brian Jordan,1969,2006,1456,5160,1454,267,37,184,353,842,821,755,119,48,0.281782946,0.327770724,0.454844961,0.782615685
1239,Brian L. Hunter,1971,2003,1000,3347,882,146,28,25,243,581,241,500,260,61,0.26351957,0.313370474,0.346280251,0.659650725
1240,Brian Lesher,1975,2002,108,263,59,10,2,9,19,65,38,31,5,1,0.224334601,0.276595745,0.380228137,0.656823882
1241,Brian McCann,1982,2019,1755,6067,1590,294,5,282,640,1054,1018,742,25,9,0.262073512,0.332488445,0.451623537,0.784111982
1242,Brian McRae,1967,1999,1354,5114,1336,264,58,103,488,824,532,734,196,86,0.261243645,0.325598001,0.395971842,0.721569843
1243,Brian Myrow,1983,2008,52,51,8,2,0,1,8,17,4,3,0,0,0.156862745,0.271186441,0.254901961,0.526088401
1244,Brian O'Grady,1996,2021,62,98,18,6,1,4,12,35,12,14,1,0,0.183673469,0.272727273,0.387755102,0.660482375
1245,Brian R. Hunter,1969,2000,699,1555,364,90,7,67,141,335,259,187,4,9,0.234083601,0.297759434,0.43022508,0.727984514
1246,Brian Roberts,1978,2014,1417,5531,1527,367,39,97,609,844,542,850,285,73,0.276080275,0.347882736,0.409148436,0.757031172
1247,Brian Schneider,1977,2012,1048,3165,781,167,9,67,331,526,387,284,4,8,0.246761453,0.318077803,0.368720379,0.686798182
1248,Brian Serven,1999,2024,101,273,51,9,1,6,18,76,20,25,0,0,0.186813187,0.237113402,0.293040293,0.530153695
1249,Brian Simmons,1976,2001,119,252,55,8,3,8,17,58,31,26,5,1,0.218253968,0.267657993,0.369047619,0.636705612
1250,Brian Turang,1970,1994,78,252,56,16,2,1,24,45,15,31,9,3,0.222222222,0.289855072,0.313492063,0.603347136
1251,Brice Turang,2000,2024,292,963,230,33,7,13,88,199,91,118,76,10,0.238836968,0.302568982,0.328141225,0.630710207
1252,Bricktop Wright,1920,1943,22,68,12,0,0,0,6,1,4,10,2,2,0.176470588,0.243243243,0.176470588,0.419713831
1253,Bris Lord,1883,1913,745,2767,707,119,49,13,175,284,236,380,74,18,0.255511384,0.299796057,0.348030358,0.647826415
1254,Brock Davis,1944,1972,242,543,141,12,5,1,57,73,43,48,7,10,0.259668508,0.33,0.305709024,0.635709024
1255,Brock Holt,1989,2021,753,2367,621,127,17,25,233,508,234,316,41,15,0.262357414,0.328461538,0.362061681,0.69052322
1256,Brock Stassi,1994,2017,51,78,13,2,1,2,12,22,7,6,0,0,0.166666667,0.277777778,0.294871795,0.572649573
1257,Broderick Perkins,1955,1984,516,1255,340,62,8,8,80,116,157,127,9,11,0.270916335,0.314606742,0.352191235,0.666797977
1258,Brook Fordyce,1972,2004,623,1807,467,103,4,41,119,295,188,172,8,6,0.258439402,0.304257529,0.387935805,0.692193334
1259,Brook Jacoby,1959,1992,1311,4520,1220,204,24,120,439,764,545,535,16,25,0.269911504,0.334543255,0.405309735,0.739852989
1260,Brooks Baldwin,2001,2024,33,114,24,6,0,2,6,31,8,9,4,0,0.210526316,0.25,0.315789474,0.565789474
1261,Brooks Conrad,1986,2014,293,460,92,24,3,19,43,166,73,57,7,1,0.2,0.268389662,0.389130435,0.657520097
1262,Brooks Kieschnick,1977,2004,190,236,55,9,1,9,24,63,34,22,1,0,0.233050847,0.303846154,0.394067797,0.69791395
1263,Brooks Lee,2001,2024,50,172,38,6,1,3,11,27,27,9,3,0,0.220930233,0.267759563,0.319767442,0.587527005
1264,Brooks Robinson,1932,1977,2896,10654,2848,482,68,268,860,990,1357,1232,28,22,0.267317439,0.322042731,0.400788436,0.722831167
1265,Brother Pace,1899,1922,23,65,15,4,1,1,4,2,8,12,0,2,0.230769231,0.275362319,0.369230769,0.644593088
1266,Bruce Aven,1975,2002,259,609,166,33,2,20,57,135,103,85,6,4,0.272577997,0.334834835,0.431855501,0.766690336
1267,Bruce Benedict,1955,1989,982,2878,696,98,6,18,328,251,260,214,12,20,0.241834607,0.319401123,0.298818624,0.618219747
1268,Bruce Bochte,1952,1986,1538,5233,1478,250,21,100,653,662,658,643,43,41,0.282438372,0.362045532,0.395566597,0.757612128
1269,Bruce Bochy,1956,1987,358,802,192,37,2,26,67,177,93,75,1,2,0.239401496,0.298043728,0.387780549,0.685824277
1270,Bruce Boisclair,1952,1979,410,917,241,47,6,10,86,183,77,114,18,14,0.262813522,0.326021934,0.359869138,0.685891073
1271,Bruce Caldwell,1908,1932,25,38,7,1,1,0,4,4,5,4,1,2,0.184210526,0.261904762,0.263157895,0.525062657
1272,Bruce Campbell,1907,1942,1360,4762,1382,295,87,106,548,584,766,759,53,50,0.290214196,0.36346516,0.45548089,0.81894605
1273,Bruce Christensen,1948,1971,29,63,17,1,0,0,6,5,3,4,0,1,0.26984127,0.333333333,0.285714286,0.619047619
1274,Bruce Connatser,1908,1932,35,109,28,6,1,0,6,11,8,13,1,0,0.256880734,0.295652174,0.330275229,0.625927403
1275,Bruce Edwards,1924,1956,591,1675,429,67,20,39,190,179,241,191,9,14,0.256119403,0.331903485,0.389850746,0.721754232
1276,Bruce Fields,1964,1989,58,113,31,7,1,1,5,18,11,14,1,2,0.274336283,0.305084746,0.380530973,0.685615719
1277,Bruce Hocker,1897,1920,32,118,25,3,3,1,12,0,14,15,4,2,0.211864407,0.284615385,0.313559322,0.598174707
1278,Bruce Kimm,1954,1980,186,439,104,19,1,1,32,50,26,35,5,8,0.23690205,0.288747346,0.291571754,0.5803191
1279,Bruce Konopka,1921,1946,45,105,25,4,1,0,5,9,10,9,0,0,0.238095238,0.272727273,0.295238095,0.567965368
1280,Bruce Look,1945,1968,59,118,29,4,0,0,20,24,9,7,0,1,0.245762712,0.355072464,0.279661017,0.634733481
1281,Bruce Maxwell,1993,2018,127,366,88,22,1,5,41,100,42,34,0,0,0.240437158,0.316953317,0.346994536,0.663947852
1282,Bruce Miller,1950,1976,196,553,136,14,4,1,30,49,51,43,1,2,0.245931284,0.284734134,0.291139241,0.575873374
1283,Bruce Ogrodowski,1913,1937,184,516,119,25,4,4,21,37,51,65,2,5,0.230620155,0.260707635,0.317829457,0.578537092
1284,Bruce Petway,1897,1925,220,632,168,18,7,4,56,113,66,81,18,10,0.265822785,0.325581395,0.335443038,0.661024433
1285,Bruce Robinson,1955,1980,38,101,23,3,1,0,4,12,10,5,0,0,0.227722772,0.257142857,0.277227723,0.53437058
1286,Bruce Sloan,1921,1944,59,104,28,4,1,1,13,8,9,7,0,2,0.269230769,0.35042735,0.355769231,0.706196581
1287,Bruno Betzel,1891,1918,450,1444,333,37,25,2,90,189,94,135,49,36,0.230609418,0.275749674,0.29501385,0.570763524
1288,Bruno Block,1887,1914,211,566,131,18,10,1,39,167,69,42,5,11,0.231448763,0.280991736,0.303886926,0.584878661
1289,Bryan Anderson,1988,2015,40,68,15,4,0,0,4,19,7,4,1,0,0.220588235,0.263888889,0.279411765,0.543300654
1290,Bryan De La Cruz,1998,2024,475,1691,427,84,2,58,106,455,208,176,14,4,0.252513306,0.296605454,0.407451212,0.704056666
1291,Bryan Holaday,1989,2021,303,733,173,35,2,10,42,158,79,72,1,3,0.236016371,0.277419355,0.330150068,0.607569423
1292,Bryan LaHair,1987,2012,195,535,139,26,1,21,61,182,56,66,4,3,0.259813084,0.33557047,0.429906542,0.765477012
1293,Bryan Little,1959,1986,327,922,226,37,5,3,120,79,77,126,8,10,0.245119306,0.332053743,0.305856833,0.637910576
1294,Bryan Petersen,1987,2012,181,469,103,22,6,2,52,113,29,48,15,3,0.219616205,0.297504798,0.304904051,0.60240885
1295,Bryan Ramos,2001,2024,32,99,20,4,0,3,7,22,11,13,0,2,0.202020202,0.254716981,0.333333333,0.588050314
1296,Bryan Reynolds,1996,2024,794,2973,822,157,26,122,308,732,411,432,38,11,0.276488396,0.344407193,0.469895728,0.814302921
1297,Bryant Nelson,1979,2002,25,34,9,3,0,0,4,1,2,6,1,1,0.264705882,0.342105263,0.352941176,0.69504644
1298,Bryce Brentz,1992,2016,34,87,25,5,0,1,3,26,9,13,0,0,0.287356322,0.311111111,0.379310345,0.690421456
1299,Bryce Harper,1989,2024,1653,5934,1670,369,24,336,1035,1533,976,1082,140,50,0.281429053,0.38814751,0.52157061,0.90971812
1300,Bryce Johnson,1999,2024,88,124,22,3,0,1,12,34,9,17,4,1,0.177419355,0.25,0.225806452,0.475806452
1301,Bryson Stott,1999,2024,426,1518,388,70,6,36,128,282,168,201,75,10,0.255599473,0.313487242,0.380764163,0.694251405
1302,Bubba Crosby,1980,2006,205,250,54,5,2,4,10,51,20,32,9,2,0.216,0.246153846,0.3,0.546153846
1303,Bubba Morton,1940,1969,451,928,248,37,8,14,111,143,128,117,7,7,0.267241379,0.345524543,0.369612069,0.715136612
1304,Bubba Phillips,1932,1964,1062,3278,835,135,8,62,182,314,356,348,25,11,0.254728493,0.293930636,0.357535082,0.651465718
1305,Bubba Starling,1996,2020,91,245,50,8,0,5,13,83,17,31,2,0,0.204081633,0.244186047,0.297959184,0.54214523
1306,Bubba Thompson,1999,2024,109,241,56,10,1,1,11,83,13,33,27,5,0.232365145,0.265873016,0.294605809,0.560478825
1307,Bubba Trammell,1974,2003,584,1798,469,96,7,82,210,325,285,243,10,10,0.260845384,0.33814741,0.458843159,0.796990569
1308,Bubber Jonnard,1907,1935,103,235,54,7,1,0,12,23,20,26,0,9,0.229787234,0.267206478,0.268085106,0.535291584
1309,Bubbles Anderson,1899,1925,124,392,98,15,8,0,51,114,47,63,10,7,0.25,0.336343115,0.329081633,0.665424748
1310,Bubbles Hargrave,1896,1930,853,2533,786,155,58,29,217,165,376,314,29,30,0.310303987,0.364727273,0.451638373,0.816365646
1311,Buck Coats,1983,2008,46,57,11,5,0,1,4,23,3,4,1,0,0.192982456,0.245901639,0.333333333,0.579234973
1312,Buck Crouse,1900,1930,471,1306,342,54,6,8,114,68,160,128,14,10,0.2618683,0.321126761,0.330781011,0.651907771
1313,Buck Etchison,1920,1944,119,327,72,19,0,8,35,52,35,32,1,5,0.220183486,0.29558011,0.351681957,0.647262068
1314,Buck Ewing,1886,1929,1395,5613,1701,263,185,74,421,444,922,1172,390,46,0.303046499,0.351673848,0.455371459,0.807045307
1315,Buck Fausett,1921,1944,13,31,3,0,1,0,1,2,1,2,0,2,0.096774194,0.125,0.161290323,0.286290323
1316,Buck Felder,1921,1945,34,86,11,4,0,1,14,1,5,15,3,2,0.127906977,0.25,0.209302326,0.459302326
1317,Buck Freeman,1875,1907,1121,4190,1231,198,131,82,270,374,712,587,92,23,0.293794749,0.336547085,0.462291169,0.798838255
1318,Buck Gladmon,1861,1886,101,380,56,10,6,2,15,69,46,35,16,7,0.147368421,0.179746835,0.221052632,0.400799467
1319,Buck Herzog,1885,1920,1495,5284,1370,191,75,20,427,382,445,705,312,76,0.259273278,0.314655927,0.335162755,0.649818683
1320,Buck Hopkins,1884,1907,15,44,6,3,0,0,10,37,3,7,2,2,0.136363636,0.296296296,0.204545455,0.500841751
1321,Buck Jordan,1906,1938,811,2980,890,153,35,17,182,109,281,396,20,21,0.298657718,0.339025933,0.390604027,0.72962996
1322,Buck Leonard,1912,1948,627,2239,772,150,52,98,418,14,564,557,33,9,0.344796784,0.447873542,0.589548906,1.037422447
1323,Buck Martinez,1947,1986,1049,2743,618,128,10,58,230,419,321,245,5,10,0.225300766,0.285233771,0.342690485,0.627924255
1324,Buck O'Neil,1916,1948,401,1450,376,56,25,12,128,150,186,231,58,18,0.259310345,0.319391635,0.357241379,0.676633014
1325,Buck Redfern,1905,1929,107,307,67,6,3,0,15,22,38,22,9,3,0.218241042,0.254658385,0.25732899,0.511987375
1326,Buck Rodgers,1938,1969,932,3033,704,114,18,31,234,409,288,259,17,27,0.232113419,0.28711356,0.312232113,0.599345673
1327,Buck Thrasher,1893,1917,30,106,27,4,2,0,5,13,6,9,0,5,0.254716981,0.288288288,0.330188679,0.618476968
1328,Buck Weaver,1889,1920,1255,4809,1308,198,69,21,183,340,420,623,172,81,0.271990019,0.298677885,0.354959451,0.653637336
1329,Buck West,1866,1890,70,282,69,8,9,3,9,48,44,40,10,5,0.244680851,0.268041237,0.368794326,0.636835563
1330,Bucky Dent,1950,1984,1392,4512,1114,169,23,40,328,348,423,451,17,29,0.246897163,0.297933884,0.321143617,0.619077501
1331,Bucky Harris,1897,1931,1262,4736,1297,224,64,9,472,310,506,722,167,93,0.273859797,0.339669739,0.353885135,0.693554874
1332,Bucky Jacobsen,1981,2004,42,160,44,9,0,9,14,47,28,17,0,0,0.275,0.333333333,0.5,0.833333333
1333,Bucky Walters,1908,1934,189,696,169,37,11,12,43,111,88,83,2,6,0.242816092,0.286874154,0.379310345,0.666184499
1334,Bud Barbee,1923,1948,89,318,83,10,4,2,30,75,35,41,4,6,0.261006289,0.324712644,0.336477987,0.661190631
1335,Bud Bulling,1957,1983,138,345,77,11,0,3,45,41,28,34,2,1,0.223188406,0.312820513,0.28115942,0.593979933
1336,Bud Clancy,1903,1934,522,1796,504,69,26,12,111,106,198,204,19,21,0.280623608,0.322496067,0.368040089,0.690536156
1337,Bud Connolly,1902,1925,43,107,28,7,1,0,23,9,21,12,0,3,0.261682243,0.392307692,0.345794393,0.738102085
1338,Bud Hafey,1914,1939,123,366,78,19,3,10,30,91,33,53,2,5,0.213114754,0.272727273,0.363387978,0.636115251
1339,Bud Harrelson,1942,1980,1533,4744,1120,136,45,7,633,653,267,539,127,60,0.23608769,0.326018226,0.288153457,0.614171683
1340,Bud Jones,1917,1941,13,30,7,3,1,0,3,0,5,3,1,2,0.233333333,0.303030303,0.4,0.703030303
1341,Bud Metheny,1920,1946,376,1390,344,52,5,31,149,122,156,187,12,10,0.247482014,0.320337882,0.358992806,0.679330687
1342,Bud Sharpe,1886,1910,165,625,139,17,6,0,21,70,41,40,4,5,0.2224,0.247678019,0.2688,0.516478019
1343,Bud Sheely,1928,1953,101,210,44,5,0,0,27,22,12,7,0,1,0.20952381,0.299578059,0.233333333,0.532911392
1344,Bud Stewart,1923,1954,773,2041,547,96,32,32,252,157,260,288,29,28,0.268005879,0.34845181,0.393434591,0.741886401
1345,Bud Weiser,1892,1916,41,74,12,3,0,0,7,15,9,7,2,4,0.162162162,0.234567901,0.202702703,0.437270604
1346,Bud Zipfel,1938,1962,118,354,78,11,6,10,32,92,39,38,2,3,0.220338983,0.284974093,0.370056497,0.65503059
1347,Buddy Allen,1917,1940,10,36,12,1,0,0,1,0,5,7,0,2,0.333333333,0.351351351,0.361111111,0.712462462
1348,Buddy Armour,1915,1947,193,717,202,35,10,3,50,188,102,109,28,21,0.281729428,0.328552803,0.370990237,0.69954304
1349,Buddy Bell,1949,1989,2405,8995,2514,425,56,201,836,776,1106,1151,55,79,0.279488605,0.340758824,0.406225681,0.746984505
1350,Buddy Biancalana,1959,1987,311,550,113,16,7,6,41,157,30,70,8,7,0.205454545,0.260575296,0.292727273,0.553302569
1351,Buddy Blair,1919,1942,137,484,135,26,8,5,30,30,66,48,1,6,0.27892562,0.321011673,0.396694215,0.717705888
1352,Buddy Blattner,1922,1949,272,713,176,34,8,16,102,96,84,112,18,11,0.24684432,0.341104294,0.384291725,0.72539602
1353,Buddy Booker,1944,1968,23,33,6,1,0,2,3,8,5,6,0,0,0.181818182,0.25,0.393939394,0.643939394
1354,Buddy Bradford,1943,1976,697,1605,363,50,8,52,185,411,175,224,36,24,0.226168224,0.306145251,0.364485981,0.670631233
1355,Buddy Burbage,1912,1943,206,772,232,41,16,10,82,266,113,151,19,18,0.300518135,0.367681499,0.433937824,0.801619323
1356,Buddy Gremp,1917,1942,113,291,65,14,0,3,18,24,31,19,1,7,0.223367698,0.268608414,0.302405498,0.571013913
1357,Buddy Hassett,1913,1942,929,3517,1026,130,40,12,209,116,343,469,53,19,0.291725903,0.331454643,0.361671879,0.693126522
1358,Buddy Hayes,1899,1924,47,111,29,5,2,1,12,79,13,7,0,7,0.261261261,0.333333333,0.369369369,0.702702703
1359,Buddy Hicks,1933,1956,26,47,10,2,0,0,3,2,5,5,0,1,0.212765957,0.26,0.255319149,0.515319149
1360,Buddy Kennedy,1999,2024,54,128,26,4,2,2,16,36,19,14,1,0,0.203125,0.291666667,0.3125,0.604166667
1361,Buddy Kerr,1920,1951,1067,3631,903,145,25,31,324,280,333,376,38,18,0.24869182,0.310240202,0.328008813,0.638249015
1362,Buddy Lewis,1916,1949,1348,5261,1563,249,93,71,573,303,607,830,83,59,0.297091808,0.366129585,0.420262308,0.786391893
1363,Buddy Myer,1902,1941,1923,7038,2131,353,130,38,965,428,850,1174,156,109,0.302784882,0.386854929,0.406081273,0.792936202
1364,Buddy Peterson,1933,1957,13,38,9,3,0,0,5,4,2,8,0,0,0.236842105,0.325581395,0.315789474,0.641370869
1365,Buddy Rosar,1916,1951,988,3198,836,147,15,18,315,161,367,335,17,18,0.261413383,0.327640194,0.333646029,0.661286222
1366,Buddy Ryan,1889,1913,166,571,161,18,10,1,41,50,63,79,21,5,0.281961471,0.330065359,0.353765324,0.683830683
1367,Bug Holliday,1866,1898,928,3648,1135,162,71,65,359,286,617,728,248,23,0.311129386,0.372847517,0.447916667,0.820764184
1368,Bull Barbour,1899,1922,35,121,32,8,1,1,10,1,20,16,2,2,0.26446281,0.320610687,0.371900826,0.692511513
1369,Bull Smith,1886,1911,15,43,6,0,1,0,1,112,0,2,0,7,0.139534884,0.159090909,0.186046512,0.345137421
1370,Bullet Rogan,1908,1938,395,1289,425,67,38,32,154,115,256,264,82,14,0.329712956,0.401247401,0.515128006,0.916375407
1371,Bump Wills,1954,1982,831,3030,807,128,24,36,310,441,302,472,196,65,0.266336634,0.334431138,0.360066007,0.694497144
1372,Bunk Congalton,1881,1907,309,1163,337,27,13,6,57,150,128,115,31,9,0.289767842,0.32295082,0.350816853,0.673767673
1373,Bunny Brief,1891,1917,184,569,127,25,9,5,58,132,59,61,17,13,0.223198594,0.295055821,0.32513181,0.620187632
1374,Bunny Downs,1902,1929,130,478,112,10,9,1,35,187,42,53,11,11,0.234309623,0.286549708,0.29916318,0.585712888
1375,Bunny Fabrique,1893,1917,27,90,18,3,0,1,8,10,3,8,0,5,0.2,0.265306122,0.266666667,0.531972789
1376,Bunny Madden,1886,1911,53,143,41,4,1,0,5,88,11,10,0,7,0.286713287,0.310810811,0.328671329,0.639482139
1377,Bunny Roser,1899,1922,32,113,27,3,4,0,10,19,16,13,2,1,0.238938053,0.300813008,0.336283186,0.637096194
1378,Burdell Young,1902,1928,126,477,126,16,10,6,37,150,49,69,12,9,0.264150943,0.317120623,0.377358491,0.694479113
1379,Burgess Whitehead,1915,1946,924,3316,883,100,31,17,150,138,245,415,51,21,0.26628468,0.298038084,0.330518697,0.628556781
1380,Burt Shotton,1887,1923,1390,4945,1338,154,65,9,713,492,290,746,293,109,0.27057634,0.362495581,0.33346815,0.695963731
1381,Bus Gordon,1897,1920,10,35,7,1,1,0,4,37,3,5,0,2,0.2,0.282051282,0.285714286,0.567765568
1382,Buster Adams,1919,1947,576,2003,532,96,12,50,234,281,249,282,12,14,0.265601598,0.342422888,0.400399401,0.742822289
1383,Buster Chatham,1907,1931,129,448,118,21,11,6,43,47,59,52,8,5,0.263392857,0.32790224,0.399553571,0.727455812
1384,Buster Haywood,1918,1948,137,368,83,7,4,0,39,152,43,29,6,16,0.225543478,0.2997543,0.266304348,0.566058648
1385,Buster Maynard,1920,1946,224,616,136,14,5,14,46,53,66,68,6,9,0.220779221,0.274924471,0.327922078,0.602846549
1386,Buster Mills,1917,1946,415,1379,396,62,19,14,131,137,163,200,23,26,0.287164612,0.349006623,0.390137781,0.739144404
