full_name,birth_year,retire_year,G,AB,H,2B,3B,HR,BB,SO,RBI,R,SB,CS,AVG,OBP,SLG,OPS
정원석,1977,2012,542,971,250,36,7,16,95,233,104,138,38,25,0.257,0.324,0.358,0.682
정은원,2000,2024,747,2474,637,98,19,32,376,495,230,356,57,29,0.257,0.355,0.351,0.707
정의윤,1986,2021,1369,4060,1127,185,13,119,268,641,563,457,29,21,0.278,0.322,0.417,0.74
정인교,1957,1987,48,58,8,1,0,0,4,10,4,3,0,0,0.138,0.194,0.155,0.349
정재호,1967,1990,29,55,14,6,0,0,3,11,4,6,0,1,0.255,0.293,0.364,0.657
정종현,1959,1987,151,271,60,8,2,11,20,34,31,32,1,4,0.221,0.275,0.387,0.662
정주현,1990,2023,762,1653,392,68,12,18,170,383,153,260,68,35,0.237,0.308,0.325,0.634
정준영,2004,2024,77,110,28,4,0,0,11,27,9,15,0,0,0.255,0.322,0.291,0.613
정진기,1992,2022,400,803,183,25,4,23,42,200,94,119,29,7,0.228,0.266,0.355,0.621
정진식,1971,2001,93,106,25,5,0,1,6,26,5,13,1,1,0.236,0.277,0.311,0.588
정진호,1956,1990,452,1035,261,43,4,6,103,142,89,110,25,25,0.252,0.32,0.319,0.639
정진호,1988,2021,635,1278,334,54,8,14,121,216,134,215,45,20,0.261,0.325,0.349,0.674
정학수,1956,1989,356,1052,283,52,6,6,141,92,92,137,28,20,0.269,0.355,0.347,0.702
정학원,1968,1995,68,146,32,3,2,0,10,32,20,8,2,1,0.219,0.269,0.267,0.536
정혁진,1960,1983,97,217,52,8,1,3,7,29,25,19,3,2,0.24,0.263,0.327,0.591
정현,1994,2021,386,758,186,37,4,11,61,179,66,95,8,6,0.245,0.302,0.348,0.65
정현발,1953,1988,476,1202,313,59,4,46,161,204,187,158,15,19,0.26,0.348,0.431,0.779
정현석,1984,2017,378,858,225,36,1,12,78,152,71,110,8,10,0.262,0.324,0.348,0.672
정현택,1980,2001,55,86,22,1,1,2,8,19,8,11,1,0,0.256,0.319,0.36,0.68
정형식,1991,2014,350,734,176,36,8,9,86,147,73,114,37,19,0.24,0.32,0.347,0.667
정호진,1974,1998,80,137,28,5,0,0,9,15,8,14,1,0,0.204,0.253,0.241,0.494
정회열,1968,1999,621,1501,369,58,4,36,99,216,200,146,7,15,0.246,0.292,0.362,0.654
정희상,1982,2010,74,132,27,5,1,2,12,41,9,15,4,0,0.205,0.271,0.303,0.574
제러드,1995,2024,38,144,47,16,1,10,21,35,39,29,4,0,0.326,0.412,0.66,1.072
조경택,1970,2003,770,1295,299,59,3,15,135,286,112,123,7,12,0.231,0.303,0.316,0.619
조경환,1972,2007,897,2622,683,141,10,131,274,781,444,350,12,19,0.26,0.33,0.472,0.802
조규철,1969,1999,249,222,45,6,3,1,13,70,20,41,18,6,0.203,0.247,0.27,0.517
조남기,1974,1999,25,37,10,2,0,0,3,6,5,5,0,0,0.27,0.325,0.324,0.649
조동찬,1983,2018,1171,3360,867,156,6,92,311,784,426,470,150,29,0.258,0.321,0.39,0.711
조동화,1981,2016,1189,2940,736,73,30,9,297,583,232,449,191,50,0.25,0.319,0.305,0.624
조민성,2003,2023,27,42,10,2,0,1,2,13,8,4,1,1,0.238,0.273,0.357,0.63
조범현,1960,1992,620,1091,219,38,5,12,64,179,107,103,15,15,0.201,0.245,0.278,0.523
조상헌,1964,1989,30,52,11,2,0,0,1,10,2,8,2,2,0.212,0.226,0.25,0.476
조성옥,1961,1995,920,2148,532,78,17,5,229,218,210,227,38,43,0.248,0.32,0.307,0.627
조성우,1988,2014,57,100,20,0,0,4,10,23,11,18,6,1,0.2,0.273,0.32,0.593
조성환,1976,2014,1032,3077,874,167,7,44,259,492,329,459,116,33,0.284,0.34,0.386,0.725
조셉,1991,2019,55,197,54,3,0,9,14,46,36,17,0,1,0.274,0.322,0.426,0.749
조쉬벨,1986,2014,63,240,64,8,1,10,30,56,39,33,3,0,0.267,0.348,0.433,0.781
조승현,1978,2005,70,103,20,2,0,4,4,34,11,7,1,0,0.194,0.224,0.33,0.554
조양근,1964,1994,534,1189,276,35,8,6,96,163,92,143,51,25,0.232,0.289,0.29,0.58
조영훈,1982,2017,855,1786,459,94,6,47,189,442,258,219,35,17,0.257,0.328,0.395,0.723
조용호,1965,1993,361,843,246,30,6,6,94,149,60,132,24,31,0.292,0.363,0.363,0.726
조용호,1989,2024,696,2013,553,67,9,3,269,364,173,286,52,24,0.275,0.36,0.321,0.682
조원우,1971,2008,1368,4220,1190,164,25,68,335,538,443,586,123,53,0.282,0.335,0.381,0.716
조유신,1975,2000,74,111,22,4,1,1,11,32,6,13,1,0,0.198,0.27,0.279,0.55
조윤준,1989,2017,81,130,26,1,1,0,3,32,17,10,0,0,0.2,0.218,0.223,0.441
조윤채,1977,2004,94,113,28,4,0,1,16,30,3,38,5,4,0.248,0.341,0.31,0.651
조인성,1975,2017,1948,5351,1348,248,10,186,359,1055,801,576,13,16,0.252,0.299,0.406,0.705
조인신,1980,2005,49,41,6,2,0,0,2,9,2,6,1,0,0.146,0.186,0.195,0.381
조재호,1980,2012,382,509,111,20,3,5,54,104,53,56,6,8,0.218,0.293,0.299,0.592
조재환,1964,1990,218,505,120,12,0,1,53,48,15,47,4,5,0.238,0.31,0.267,0.577
조정권,1976,2003,127,132,26,2,0,1,9,23,9,14,1,0,0.197,0.248,0.235,0.483
조정원,1990,2015,65,104,16,1,1,0,8,24,8,7,4,1,0.154,0.214,0.183,0.397
조종규,1955,1984,53,48,3,0,0,1,5,16,1,2,1,0,0.062,0.151,0.125,0.276
조중근,1982,2015,421,727,167,23,3,15,45,188,85,69,10,5,0.23,0.275,0.331,0.606
조충열,1959,1990,569,1163,251,35,4,3,71,118,66,104,15,11,0.216,0.261,0.261,0.521
조평호,1985,2017,118,184,41,11,0,4,17,56,16,25,1,1,0.223,0.289,0.348,0.636
조필현,1971,1994,111,178,31,5,3,0,21,56,11,21,10,7,0.174,0.261,0.236,0.497
조한민,2000,2021,77,177,36,10,2,5,13,79,20,22,3,2,0.203,0.258,0.367,0.625
조현,1976,2002,243,543,126,18,4,14,47,134,65,67,5,3,0.232,0.293,0.357,0.65
조현수,1979,2005,222,462,116,24,0,6,30,104,46,47,2,3,0.251,0.297,0.342,0.639
조호,1957,1985,77,66,15,2,0,0,6,16,4,11,4,2,0.227,0.292,0.258,0.549
조홍석,1990,2019,116,191,37,9,2,0,18,53,10,27,3,5,0.194,0.263,0.262,0.525
조홍준,1977,2000,27,35,4,1,0,1,2,18,3,3,0,0,0.114,0.162,0.229,0.391
조효상,1974,2005,198,204,41,16,2,1,10,74,17,30,3,2,0.201,0.238,0.314,0.552
조흥운,1954,1986,291,774,187,33,8,5,59,106,71,100,71,29,0.242,0.295,0.324,0.62
존갈,1978,2006,43,107,26,6,0,0,15,12,10,10,0,2,0.243,0.336,0.299,0.635
주경업,1968,1993,58,110,22,3,0,0,9,16,8,9,1,0,0.2,0.261,0.227,0.488
주성원,2000,2024,52,124,26,3,1,1,7,36,7,14,0,0,0.21,0.252,0.274,0.526
주현상,1992,2024,122,222,47,7,0,0,21,47,12,18,2,0,0.212,0.28,0.243,0.523
주효상,1997,2023,256,391,75,15,1,2,36,139,37,33,1,2,0.192,0.26,0.251,0.511
지석훈,1984,2021,1207,2538,569,121,10,47,210,633,285,283,12,14,0.224,0.283,0.335,0.619
지승준,1977,1999,60,54,13,0,0,0,4,8,4,8,1,0,0.241,0.293,0.241,0.534
지시완,1994,2023,324,679,166,30,0,19,54,199,85,69,1,0,0.244,0.3,0.373,0.673
지재옥,1988,2016,54,73,9,1,0,2,15,22,4,6,1,0,0.123,0.273,0.219,0.492
지화동,1967,1994,404,806,167,32,2,3,57,132,68,104,36,21,0.207,0.26,0.263,0.523
지화선,1970,1997,229,546,145,29,4,2,41,71,42,57,12,9,0.266,0.317,0.344,0.661
진갑용,1974,2015,1823,5242,1445,234,8,154,473,720,753,567,13,15,0.276,0.336,0.411,0.747
진상봉,1965,1997,399,813,199,30,4,27,129,159,105,117,12,12,0.245,0.348,0.391,0.739
차동열,1956,1991,433,960,207,25,3,9,80,153,84,84,12,7,0.216,0.276,0.276,0.552
차상욱,1972,1996,87,89,15,1,1,0,10,20,5,9,7,3,0.169,0.253,0.202,0.455
차영화,1957,1989,532,1236,290,33,4,2,90,100,75,136,80,41,0.235,0.287,0.273,0.559
차일목,1981,2017,900,1942,454,66,2,25,267,372,233,221,14,17,0.234,0.326,0.308,0.635
차화준,1986,2013,220,324,73,12,3,1,22,81,16,46,9,5,0.225,0.275,0.29,0.565
채상병,1979,2012,411,942,200,35,6,18,44,190,100,92,3,3,0.212,0.247,0.32,0.567
채종국,1975,2008,659,1343,318,54,1,22,88,213,128,169,8,16,0.237,0.284,0.328,0.611
채종범,1977,2010,681,2108,553,94,10,50,191,305,246,279,25,33,0.262,0.324,0.388,0.711
채태인,1982,2020,1241,3905,1162,213,9,127,416,974,678,481,8,9,0.298,0.365,0.454,0.819
천보성,1953,1984,174,444,106,22,1,8,47,41,55,56,10,5,0.239,0.312,0.347,0.658
초이스,1989,2018,142,525,144,27,1,34,50,128,103,92,2,1,0.274,0.337,0.524,0.861
최경모,1996,2024,193,144,32,3,0,0,9,32,6,36,10,3,0.222,0.268,0.243,0.511
최경철,1980,2017,560,925,195,32,3,10,68,252,89,95,8,5,0.211,0.265,0.284,0.549
최경환,1972,2009,810,2075,549,95,12,32,164,333,222,266,59,25,0.265,0.318,0.368,0.687
최계영,1963,1993,594,1391,351,54,15,7,175,118,117,187,57,34,0.252,0.336,0.328,0.664
최규하,1970,1996,40,35,5,1,0,0,2,11,1,5,1,1,0.143,0.189,0.171,0.361
최기문,1973,2009,1075,2595,681,124,17,35,216,322,270,307,46,30,0.262,0.319,0.364,0.683
최길성,1978,2007,170,388,88,20,2,7,45,99,44,33,5,0,0.227,0.307,0.343,0.65
최달호,1969,1992,27,52,10,3,0,1,4,15,3,1,1,1,0.192,0.25,0.308,0.558
최동수,1971,2013,1293,3332,894,160,4,90,297,547,502,340,9,13,0.268,0.328,0.4,0.728
최동창,1965,1994,372,780,194,36,4,19,123,178,95,88,4,5,0.249,0.351,0.378,0.729
최만호,1974,2009,669,973,217,41,6,18,67,268,96,140,30,19,0.223,0.273,0.333,0.606
최무영,1962,1989,66,98,17,3,0,2,9,18,7,11,2,2,0.173,0.243,0.265,0.508
최민창,1996,2024,27,39,9,0,0,0,3,9,2,4,0,1,0.231,0.286,0.231,0.516
최보성,1998,2023,22,31,8,0,0,0,2,7,1,2,0,1,0.258,0.303,0.258,0.561
최선호,1991,2019,110,74,11,2,0,0,3,24,4,20,4,2,0.149,0.182,0.176,0.357
최순하,1955,1982,38,82,17,0,0,0,10,8,5,5,0,0,0.207,0.293,0.207,0.501
최승준,1988,2020,182,459,110,15,0,31,49,163,82,54,0,0,0.24,0.313,0.475,0.788
최승환,1978,2013,318,559,122,22,0,13,51,122,64,52,1,0,0.218,0.284,0.327,0.611
최영술,1972,1994,37,38,5,0,0,0,5,6,3,6,5,3,0.132,0.233,0.132,0.364
최영조,1963,1982,25,32,5,0,0,0,5,11,1,1,1,0,0.156,0.27,0.156,0.427
최영진,1988,2022,370,730,186,34,5,14,54,146,77,85,12,10,0.255,0.306,0.373,0.679
최영환,1959,1989,135,255,50,7,3,4,18,47,25,22,0,2,0.196,0.249,0.294,0.543
최용규,1985,2015,162,293,62,5,3,3,21,80,24,39,18,13,0.212,0.264,0.28,0.544
최용제,1991,2022,112,157,44,3,1,0,16,31,25,16,0,0,0.28,0.347,0.312,0.659
최윤석,1987,2019,324,529,109,11,1,2,92,129,33,70,17,12,0.206,0.324,0.242,0.566
최익성,1972,2005,621,1686,450,83,6,60,200,304,216,309,85,23,0.267,0.345,0.43,0.775
최재룡,1964,1991,29,38,11,3,0,1,0,5,6,5,0,2,0.289,0.289,0.447,0.737
최재원,1990,2020,271,360,87,17,1,7,46,103,44,76,22,10,0.242,0.328,0.353,0.68
최정기,1956,1983,29,32,9,3,0,1,2,8,8,4,0,1,0.281,0.324,0.469,0.792
최정민,1989,2021,230,290,85,7,1,2,21,85,23,67,12,10,0.293,0.341,0.345,0.686
최정우,1955,1984,108,141,24,2,1,0,13,29,7,21,6,2,0.17,0.24,0.199,0.439
최준석,1983,2018,1564,4613,1270,177,5,201,677,1079,881,543,10,8,0.275,0.368,0.447,0.815
최준호,1966,1993,30,61,11,2,0,0,5,11,3,3,2,0,0.18,0.242,0.213,0.456
최진행,1985,2020,1104,3356,886,169,1,152,416,952,551,428,17,20,0.264,0.345,0.451,0.796
최철민,1972,1997,48,102,28,5,1,1,5,25,13,19,0,1,0.275,0.308,0.373,0.681
최태원,1970,2003,1284,4231,1133,176,14,24,398,468,344,565,130,72,0.268,0.331,0.333,0.664
최해명,1964,1993,240,542,141,32,2,3,57,61,55,58,8,5,0.26,0.331,0.343,0.674
최해식,1968,2000,681,1729,375,61,2,17,145,301,165,154,3,17,0.217,0.277,0.284,0.561
최현종,1985,2008,18,32,4,1,0,0,4,9,1,2,0,1,0.125,0.222,0.156,0.378
최형현,1972,1997,47,42,7,0,0,0,3,7,3,2,1,2,0.167,0.222,0.167,0.389
최홍석,1960,1991,312,611,146,22,0,8,40,97,62,42,2,0,0.239,0.286,0.314,0.6
최훈락,1982,2013,141,172,35,6,0,2,7,56,13,25,4,4,0.203,0.235,0.273,0.508
최훈재,1967,2001,1056,2606,677,148,19,62,285,329,368,327,23,22,0.26,0.333,0.403,0.735
최희섭,1979,2015,634,2131,598,115,4,100,365,515,393,327,16,14,0.281,0.386,0.479,0.865
최희창,1975,1998,36,47,8,1,0,1,4,19,3,2,0,0,0.17,0.235,0.255,0.491
추성건,1970,2001,392,594,147,18,4,17,89,165,74,96,22,6,0.247,0.346,0.377,0.723
추승우,1979,2014,503,1151,278,37,8,5,114,252,91,160,60,17,0.242,0.31,0.301,0.61
추신수,1982,2024,439,1505,396,70,5,54,276,370,205,266,51,19,0.263,0.377,0.424,0.801
치멜리스,1967,1998,118,409,114,22,0,17,29,58,63,48,1,3,0.279,0.326,0.457,0.784
카날리,1965,1999,17,38,7,0,0,1,2,4,3,2,0,0,0.184,0.225,0.263,0.488
카펜터,1968,2000,39,142,40,7,0,5,13,32,32,23,5,2,0.282,0.342,0.437,0.779
칸투,1982,2014,111,376,116,25,1,18,34,85,72,56,1,0,0.309,0.366,0.524,0.89
캐세레스,1964,1999,175,576,144,21,3,5,34,66,53,61,20,9,0.25,0.292,0.323,0.615
쿡슨,1969,2003,43,151,33,2,1,8,19,44,25,20,2,1,0.219,0.306,0.404,0.71
쿨바,1966,1998,115,410,130,27,1,26,51,102,97,68,2,3,0.317,0.393,0.578,0.971
쿨바,1972,2003,44,149,32,6,0,10,12,46,24,15,0,0,0.215,0.273,0.456,0.73
퀸란,1968,2002,269,922,215,36,3,65,88,343,157,140,2,5,0.233,0.3,0.49,0.79
크레익,1994,2021,61,222,55,12,0,6,20,43,30,25,0,1,0.248,0.31,0.383,0.693
크론,1993,2022,67,243,54,13,1,11,9,68,35,21,0,0,0.222,0.25,0.42,0.67
크루즈,1973,2008,164,574,178,38,0,24,89,98,106,89,2,0,0.31,0.403,0.502,0.904
클락,1976,2010,342,1305,349,65,9,58,171,235,219,239,60,20,0.267,0.352,0.464,0.817
클리어,1973,2006,203,686,199,37,4,22,69,145,86,101,25,9,0.29,0.355,0.452,0.807
타바레스,1971,2001,120,482,144,21,3,4,37,58,58,63,41,15,0.299,0.349,0.38,0.728
터커,1990,2021,364,1367,388,97,1,50,175,177,222,192,0,2,0.284,0.365,0.466,0.831
터크먼,1990,2022,144,575,166,37,4,12,64,104,43,88,19,11,0.289,0.36,0.43,0.79
테이텀,1967,2000,20,72,21,4,1,4,10,12,10,12,0,0,0.292,0.378,0.542,0.92
테임즈,1986,2016,390,1351,472,102,14,124,235,293,382,343,64,14,0.349,0.446,0.721,1.167
파레디스,1988,2018,21,65,9,2,1,1,4,17,4,7,1,0,0.138,0.188,0.246,0.435
팔카,1991,2020,51,196,41,7,0,8,18,58,23,17,2,0,0.209,0.276,0.367,0.643
페게로,1987,2019,52,199,57,10,0,9,12,63,44,24,2,1,0.286,0.327,0.472,0.799
페라자,1998,2024,122,455,125,24,0,24,63,129,70,75,7,5,0.275,0.363,0.486,0.849
페레즈,1969,2007,222,860,263,39,0,35,44,100,144,113,10,10,0.306,0.34,0.473,0.813
페레즈,1991,2021,59,224,60,15,1,5,17,52,33,26,4,5,0.268,0.32,0.411,0.73
페르난데스,1974,2002,132,499,140,24,0,45,49,114,107,81,4,4,0.281,0.345,0.599,0.944
페르난데스,1988,2022,568,2206,723,115,0,57,219,176,351,316,1,5,0.328,0.388,0.457,0.846
페타지니,1971,2009,183,604,204,33,1,33,137,96,135,91,3,0,0.338,0.46,0.56,1.02
펠로우,1973,2005,109,398,113,15,1,23,30,84,69,56,3,4,0.284,0.334,0.5,0.834
펠릭스,1967,1999,130,459,121,24,1,19,52,123,79,69,1,1,0.264,0.339,0.444,0.783
펨버튼,1969,2002,75,271,69,13,1,11,23,56,48,28,2,1,0.255,0.313,0.432,0.745
포조,1973,2000,39,122,26,3,0,1,6,17,8,11,1,0,0.213,0.25,0.262,0.512
폭스,1982,2015,38,108,30,4,0,7,8,27,25,16,0,0,0.278,0.328,0.509,0.837
폴,1969,2002,113,397,111,18,2,18,35,115,64,48,3,2,0.28,0.338,0.471,0.809
풀리엄,1967,2000,91,288,77,13,1,16,27,55,55,46,2,2,0.267,0.33,0.486,0.816
프랑코,1961,2000,132,477,156,19,1,22,63,86,110,79,12,5,0.327,0.406,0.509,0.915
프랭클린,1972,2003,87,288,72,13,1,24,59,109,58,54,10,4,0.25,0.378,0.552,0.93
프레이타스,1989,2021,43,139,36,10,0,2,7,29,14,13,0,0,0.259,0.295,0.374,0.669
피렐라,1989,2023,420,1671,509,86,7,73,154,239,286,270,30,15,0.305,0.363,0.496,0.859
피어슨,1974,1999,129,502,145,12,0,31,47,85,108,67,0,1,0.289,0.35,0.498,0.848
피에,1985,2014,119,445,145,33,2,17,41,60,92,61,9,11,0.326,0.383,0.524,0.906
피커링,1976,2006,60,212,59,11,0,9,31,62,34,23,2,0,0.278,0.37,0.458,0.828
피터스,1995,2022,85,316,72,16,0,13,26,77,48,32,7,4,0.228,0.287,0.402,0.688
필,1984,2016,367,1397,442,99,2,61,98,209,253,216,34,14,0.316,0.361,0.521,0.882
필립스,1970,2001,66,230,60,10,0,15,25,62,46,37,1,0,0.261,0.333,0.5,0.833
하득인,1966,1997,326,679,161,35,2,11,60,88,95,59,8,5,0.237,0.299,0.343,0.642
하준호,1989,2023,326,726,169,32,1,14,70,236,72,111,32,13,0.233,0.3,0.337,0.638
하춘동,1977,2002,60,80,15,1,1,0,4,26,7,15,0,2,0.188,0.226,0.225,0.451
한규식,1976,2007,335,562,124,17,2,3,51,128,39,73,2,2,0.221,0.285,0.274,0.56
한기철,1969,1997,249,188,49,10,2,3,14,46,20,47,20,17,0.261,0.312,0.383,0.695
한나한,1980,2015,32,107,35,9,0,4,12,31,22,17,0,0,0.327,0.395,0.523,0.918
한대화,1960,1997,1335,4264,1190,199,21,163,608,567,712,610,79,53,0.279,0.369,0.45,0.819
한동희,1999,2024,661,2093,548,108,1,59,208,438,270,226,2,8,0.262,0.329,0.399,0.728
한문연,1961,1992,664,1490,381,68,4,14,144,123,165,119,8,11,0.256,0.321,0.335,0.656
한상훈,1980,2015,1043,2539,606,100,14,12,296,489,216,303,52,37,0.239,0.318,0.303,0.621
한성구,1988,2012,17,30,11,4,0,0,2,7,4,1,0,0,0.367,0.406,0.5,0.906
한영준,1962,1996,1009,2838,717,126,17,48,400,345,314,385,93,62,0.253,0.345,0.36,0.705
한윤섭,1985,2012,81,50,6,1,1,0,4,9,4,14,6,1,0.12,0.185,0.18,0.365
한혁수,1970,1995,136,209,38,7,0,2,18,39,7,16,0,3,0.182,0.247,0.244,0.491
함석원,1975,1998,62,64,11,3,0,0,2,23,5,6,2,2,0.172,0.197,0.219,0.416
함학수,1955,1987,483,1330,344,59,7,32,83,153,185,186,44,17,0.259,0.302,0.386,0.688
해즐베이커,1987,2019,11,41,6,2,0,2,4,18,5,5,1,1,0.146,0.222,0.341,0.564
해처,1969,2002,25,68,11,1,0,1,2,22,5,6,0,0,0.162,0.186,0.221,0.406
허관회,1999,2023,54,95,18,2,0,0,14,32,3,8,1,0,0.189,0.294,0.211,0.504
허규옥,1956,1992,842,2506,705,97,37,21,221,358,225,375,158,69,0.281,0.34,0.375,0.714
허도환,1984,2024,885,1515,316,75,2,13,126,444,142,134,2,6,0.209,0.269,0.286,0.556
허문회,1972,2003,523,1018,274,37,2,20,76,140,129,87,9,11,0.269,0.32,0.368,0.688
허승민,1986,2010,120,93,14,3,1,0,6,25,3,14,10,4,0.151,0.202,0.204,0.406
허운,1959,1984,77,192,44,4,0,2,7,28,12,17,0,0,0.229,0.256,0.281,0.538
허웅,1983,2015,50,73,18,3,0,0,4,16,7,7,1,0,0.247,0.286,0.288,0.573
허유신,1973,1998,38,59,10,2,0,0,3,14,6,3,2,1,0.169,0.21,0.203,0.413
허일,1992,2020,142,251,58,8,0,2,21,62,23,20,2,1,0.231,0.29,0.287,0.577
허일상,1979,2009,129,193,43,10,1,2,12,31,13,16,0,1,0.223,0.268,0.316,0.584
허정협,1990,2021,302,702,172,24,0,19,81,192,95,93,1,2,0.245,0.323,0.36,0.684
허준,1970,2004,1001,2151,474,71,6,19,144,269,188,213,23,25,0.22,0.269,0.285,0.555
허준,1981,2014,263,308,63,11,1,4,21,100,33,22,0,2,0.205,0.255,0.286,0.541
헤어,1967,1998,29,68,14,3,0,0,4,25,3,3,0,0,0.206,0.25,0.25,0.5
현남수,1965,1991,112,143,30,4,1,0,9,21,7,19,4,4,0.21,0.257,0.252,0.508
현재윤,1979,2014,461,912,211,42,3,11,67,115,87,96,10,11,0.231,0.284,0.32,0.604
호세,1965,2007,394,1330,411,74,5,95,304,286,314,247,22,9,0.309,0.438,0.586,1.024
호잉,1989,2021,368,1388,383,88,5,63,124,269,249,203,55,21,0.276,0.335,0.483,0.818
혼즈,1970,2000,23,82,26,6,1,1,7,14,10,8,0,0,0.317,0.371,0.451,0.822
홀,1969,1999,116,414,101,12,3,4,34,68,23,73,47,11,0.244,0.301,0.316,0.618
홍명찬,1987,2015,35,42,8,1,0,0,2,12,2,3,0,0,0.19,0.227,0.214,0.442
홍문종,1954,1990,694,2434,672,121,23,43,281,225,258,338,161,84,0.276,0.351,0.398,0.749
홍성갑,1992,2018,66,88,19,0,1,0,3,31,10,5,1,0,0.216,0.242,0.239,0.48
홍성호,1997,2024,48,80,21,6,0,0,4,28,6,9,1,1,0.262,0.298,0.338,0.635
홍성흔,1977,2016,1957,6789,2046,323,12,208,645,1018,1120,872,85,49,0.301,0.362,0.444,0.806
홍세완,1978,2010,817,2853,774,134,4,90,288,396,431,366,41,32,0.271,0.338,0.416,0.754
홍순기,1967,1994,19,36,4,1,0,0,6,11,3,1,0,2,0.111,0.238,0.139,0.377
홍승규,1960,1990,502,1199,303,46,5,18,115,167,98,173,39,36,0.253,0.318,0.344,0.663
홍신차,1959,1985,111,184,52,7,0,4,16,19,28,14,1,2,0.283,0.34,0.386,0.726
홍원기,1973,2007,1043,2308,566,98,6,48,248,468,284,261,11,12,0.245,0.318,0.355,0.674
홍재호,1987,2019,285,398,79,15,0,5,41,80,35,59,3,2,0.198,0.273,0.274,0.547
홍현우,1972,2005,1483,4886,1344,267,19,188,752,863,762,765,164,68,0.275,0.372,0.453,0.825
화이트,1969,2000,74,294,89,17,1,11,25,60,53,33,4,3,0.303,0.357,0.48,0.837
황대연,1967,1996,552,1321,299,58,4,41,125,285,177,161,12,10,0.226,0.293,0.369,0.663
황대인,1996,2024,379,1131,280,52,1,39,94,263,191,108,0,0,0.248,0.305,0.399,0.704
황동채,1983,2015,368,525,118,14,2,0,56,135,29,88,11,6,0.225,0.299,0.259,0.559
황목치승,1985,2017,154,185,46,6,2,0,4,34,18,45,8,4,0.249,0.265,0.303,0.567
황병일,1960,1990,372,676,149,26,5,9,64,124,64,67,16,16,0.22,0.288,0.314,0.601
황선일,1987,2015,72,119,21,6,1,0,9,30,11,9,1,0,0.176,0.234,0.244,0.478
황성관,1974,2001,213,373,101,15,2,0,29,57,27,57,18,8,0.271,0.323,0.322,0.645
황성기,1977,2002,69,79,16,1,0,2,2,21,7,7,0,0,0.203,0.222,0.291,0.513
황우구,1976,2004,377,726,173,38,4,7,75,131,74,70,6,6,0.238,0.31,0.331,0.64
황윤성,1974,2005,258,451,102,22,4,11,45,107,53,46,5,5,0.226,0.296,0.366,0.662
황윤태,1963,1989,57,44,4,1,0,0,4,8,2,11,1,1,0.091,0.167,0.114,0.28
황윤호,1993,2021,249,299,69,9,3,1,11,41,20,44,7,4,0.231,0.258,0.291,0.549
황일권,1969,1997,139,254,48,8,0,3,19,72,16,19,4,1,0.189,0.245,0.256,0.501
황정립,1989,2013,39,92,18,2,0,2,20,28,13,12,0,0,0.196,0.339,0.283,0.622
황진수,1989,2019,132,179,40,8,2,2,14,60,17,29,7,1,0.223,0.28,0.324,0.604
히메네스,1982,2014,80,260,82,15,0,14,41,57,61,42,0,2,0.315,0.409,0.535,0.943
히메네스,1988,2017,256,983,298,59,3,44,64,134,178,167,29,16,0.303,0.346,0.504,0.849
힐리,1992,2021,67,249,64,11,1,7,16,58,37,27,2,1,0.257,0.302,0.394,0.695
